Fe B nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 1.000e+15 1.008153893E+00 1.010278911E+00 -2.125018000E-03 1.007681088E+00 1.008830438E+00 -1.149350000E-03
1.000000000E+01 1.778e+15 1.009596639E+00 1.085443880E+00 -7.584724100E-02 1.009990719E+00 1.083464303E+00 -7.347358400E-02
1.000000000E+01 3.162e+15 1.084950398E+00 1.146220427E+00 -6.127002900E-02 1.083971759E+00 1.141157849E+00 -5.718609000E-02
1.000000000E+01 5.623e+15 1.137089567E+00 1.165245637E+00 -2.815607000E-02 1.130167162E+00 1.154179164E+00 -2.401200200E-02
1.000000000E+01 1.000e+16 1.179407327E+00 1.168914409E+00 1.049291800E-02 1.164787773E+00 1.153663128E+00 1.112464500E-02
1.000000000E+01 1.778e+16 1.203448852E+00 1.168067547E+00 3.538130500E-02 1.180277640E+00 1.147943112E+00 3.233452800E-02
1.000000000E+01 3.162e+16 1.214860841E+00 1.163984856E+00 5.087598500E-02 1.181083034E+00 1.138429253E+00 4.265378100E-02
1.000000000E+01 5.623e+16 1.225061692E+00 1.159992163E+00 6.506952900E-02 1.176780514E+00 1.132813301E+00 4.396721300E-02
1.000000000E+01 1.000e+17 1.237208407E+00 1.160439514E+00 7.676889300E-02 1.172202929E+00 1.125888938E+00 4.631399100E-02
1.016672606E+01 1.000e+15 1.008148339E+00 1.010017933E+00 -1.869594000E-03 1.007819046E+00 1.009519910E+00 -1.700864000E-03
1.016672606E+01 1.778e+15 1.009695325E+00 1.085490658E+00 -7.579533300E-02 1.009909628E+00 1.084087706E+00 -7.417807800E-02
1.016672606E+01 3.162e+15 1.085911922E+00 1.146245408E+00 -6.033348600E-02 1.084711305E+00 1.142745009E+00 -5.803370400E-02
1.016672606E+01 5.623e+15 1.137285503E+00 1.165285711E+00 -2.800020800E-02 1.132476082E+00 1.157570754E+00 -2.509467200E-02
1.016672606E+01 1.000e+16 1.179465908E+00 1.168981145E+00 1.048476300E-02 1.169563827E+00 1.158263829E+00 1.129999800E-02
1.016672606E+01 1.778e+16 1.203498095E+00 1.168180901E+00 3.531719400E-02 1.187087904E+00 1.153892209E+00 3.319569500E-02
1.016672606E+01 3.162e+16 1.214900221E+00 1.164180006E+00 5.072021500E-02 1.190621159E+00 1.145797230E+00 4.482392900E-02
1.016672606E+01 5.623e+16 1.225094268E+00 1.160333035E+00 6.476123300E-02 1.189691928E+00 1.137085394E+00 5.260653400E-02
1.016672606E+01 1.000e+17 1.237235564E+00 1.161031653E+00 7.620391100E-02 1.187039945E+00 1.133181523E+00 5.385842200E-02
1.033324570E+01 1.000e+15 1.008140425E+00 1.010328197E+00 -2.187772000E-03 1.007912475E+00 1.009823873E+00 -1.911398000E-03
