Fe B nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 1.500000000E+01 1.117769420E+00 1.137991276E+00 -2.022185600E-02 1.116968128E+00 1.136726014E+00 -1.975788600E-02
1.000000000E+01 1.524993176E+01 1.151946100E+00 1.141622161E+00 1.032393900E-02 1.150274134E+00 1.137928899E+00 1.234523500E-02
1.000000000E+01 1.549996187E+01 1.161431919E+00 1.141345767E+00 2.008615200E-02 1.158899999E+00 1.135174093E+00 2.372590600E-02
1.000000000E+01 1.574996808E+01 1.168095369E+00 1.139619857E+00 2.847551200E-02 1.164397751E+00 1.136365675E+00 2.803207600E-02
1.000000000E+01 1.600000000E+01 1.174032229E+00 1.142890322E+00 3.114190700E-02 1.168874880E+00 1.138356865E+00 3.051801500E-02
1.000000000E+01 1.624993176E+01 1.186480171E+00 1.141834181E+00 4.464599000E-02 1.159415186E+00 1.135739998E+00 2.367518800E-02
1.000000000E+01 1.649996187E+01 1.194004159E+00 1.138572010E+00 5.543214900E-02 1.166716822E+00 1.130570514E+00 3.614630800E-02
1.000000000E+01 1.674996808E+01 1.199771843E+00 1.138791142E+00 6.098070100E-02 1.166093435E+00 1.128222350E+00 3.787108500E-02
1.000000000E+01 1.700000000E+01 1.207913109E+00 1.145269400E+00 6.264370900E-02 1.168025405E+00 1.131527829E+00 3.649757600E-02
1.016672606E+01 1.500000000E+01 1.117794604E+00 1.137996625E+00 -2.020202100E-02 1.117247258E+00 1.137131766E+00 -1.988450800E-02
1.016672606E+01 1.524993176E+01 1.151972530E+00 1.141632089E+00 1.034044100E-02 1.150828893E+00 1.139444291E+00 1.138460200E-02
1.016672606E+01 1.549996187E+01 1.161448400E+00 1.141402243E+00 2.004615700E-02 1.159714155E+00 1.136893156E+00 2.282099900E-02
1.016672606E+01 1.574996808E+01 1.168107895E+00 1.139644006E+00 2.846388900E-02 1.165569968E+00 1.137409189E+00 2.816077900E-02
1.016672606E+01 1.600000000E+01 1.174042260E+00 1.142933107E+00 3.110915300E-02 1.170492852E+00 1.139810436E+00 3.068241600E-02
1.016672606E+01 1.624993176E+01 1.186597726E+00 1.141912937E+00 4.468478900E-02 1.173881521E+00 1.137697922E+00 3.618359900E-02
1.016672606E+01 1.649996187E+01 1.194011526E+00 1.138717885E+00 5.529364100E-02 1.172965850E+00 1.133153000E+00 3.981285000E-02
1.016672606E+01 1.674996808E+01 1.199777919E+00 1.139063606E+00 6.071431300E-02 1.170253978E+00 1.131659949E+00 3.859402900E-02
1.016672606E+01 1.700000000E+01 1.207918144E+00 1.145760011E+00 6.215813300E-02 1.173785836E+00 1.136066300E+00 3.771953600E-02
1.033324570E+01 1.500000000E+01 1.117831164E+00 1.138005118E+00 -2.017395400E-02 1.117457436E+00 1.137414452E+00 -1.995701600E-02
