Fe B nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+01 1.000e+15 1.010357508E+00 1.009196382E+00 1.161126000E-03 1.009749832E+00 1.008019961E+00 1.729871000E-03
1.000000000E+01 1.778e+15 1.006300441E+00 1.061077102E+00 -5.477666100E-02 1.005739356E+00 1.059283513E+00 -5.354415700E-02
1.000000000E+01 3.162e+15 1.015437975E+00 1.122598467E+00 -1.071604920E-01 1.015371863E+00 1.116333158E+00 -1.009612950E-01
1.000000000E+01 5.623e+15 1.117222618E+00 1.166167382E+00 -4.894476400E-02 1.112057131E+00 1.153389070E+00 -4.133193900E-02
1.000000000E+01 1.000e+16 1.164171149E+00 1.171103625E+00 -6.932476000E-03 1.147937845E+00 1.153329223E+00 -5.391378000E-03
1.000000000E+01 1.778e+16 1.204815328E+00 1.170576763E+00 3.423856500E-02 1.174463201E+00 1.147162834E+00 2.730036700E-02
1.000000000E+01 3.162e+16 1.218557031E+00 1.166336862E+00 5.222016900E-02 1.179357561E+00 1.137062445E+00 4.229511600E-02
1.000000000E+01 5.623e+16 1.230391005E+00 1.161730321E+00 6.866068400E-02 1.176168569E+00 1.129387671E+00 4.678089800E-02
1.000000000E+01 1.000e+17 1.243768499E+00 1.161146803E+00 8.262169600E-02 1.167586728E+00 1.121077717E+00 4.650901100E-02
1.016672606E+01 1.000e+15 1.010342856E+00 1.009184023E+00 1.158833000E-03 1.009920157E+00 1.008347314E+00 1.572843000E-03
1.016672606E+01 1.778e+15 1.006299740E+00 1.061166427E+00 -5.486668700E-02 1.005981740E+00 1.059851775E+00 -5.387003500E-02
1.016672606E+01 3.162e+15 1.015938581E+00 1.122650145E+00 -1.067115640E-01 1.015829514E+00 1.118129980E+00 -1.023004660E-01
1.016672606E+01 5.623e+15 1.117258455E+00 1.166208279E+00 -4.894982400E-02 1.113686515E+00 1.157268590E+00 -4.358207500E-02
1.016672606E+01 1.000e+16 1.164376116E+00 1.171173209E+00 -6.797093000E-03 1.153613581E+00 1.158624150E+00 -5.010569000E-03
1.016672606E+01 1.778e+16 1.204883116E+00 1.170693727E+00 3.418938900E-02 1.182556706E+00 1.153968877E+00 2.858782900E-02
1.016672606E+01 3.162e+16 1.218609106E+00 1.166536367E+00 5.207273900E-02 1.190213697E+00 1.145131250E+00 4.508244700E-02
1.016672606E+01 5.623e+16 1.230433547E+00 1.162074781E+00 6.835876600E-02 1.188875097E+00 1.136754489E+00 5.212060800E-02
1.016672606E+01 1.000e+17 1.243804625E+00 1.161740011E+00 8.206461400E-02 1.184750630E+00 1.133024100E+00 5.172653000E-02
1.033324570E+01 1.000e+15 1.010321660E+00 1.009165986E+00 1.155674000E-03 1.010029492E+00 1.008594816E+00 1.434676000E-03
1.033324570E+01 1.778e+15 1.006298822E+00 1.061430251E+00 -5.513142900E-02 1.006021758E+00 1.060424698E+00 -5.440294000E-02
1.033324570E+01 3.162e+15 1.016463803E+00 1.122725395E+00 -1.062615920E-01 1.016675488E+00 1.119584197E+00 -1.029087090E-01
1.033324570E+01 5.623e+15 1.117310923E+00 1.166269095E+00 -4.895817200E-02 1.114851427E+00 1.160060217E+00 -4.520879000E-02
1.033324570E+01 1.000e+16 1.164674341E+00 1.171275760E+00 -6.601419000E-03 1.157325770E+00 1.162502694E+00 -5.176924000E-03
1.033324570E+01 1.778e+16 1.204982038E+00 1.170864770E+00 3.411726800E-02 1.190253127E+00 1.159069204E+00 3.118392300E-02
1.033324570E+01 3.162e+16 1.218685318E+00 1.166825723E+00 5.185959500E-02 1.198461693E+00 1.151556679E+00 4.690501400E-02
1.033324570E+01 5.623e+16 1.230496080E+00 1.162572142E+00 6.792393800E-02 1.200381345E+00 1.143157698E+00 5.722364700E-02
1.033324570E+01 1.000e+17 1.243856984E+00 1.162587163E+00 8.126982100E-02 1.200130993E+00 1.138700163E+00 6.143083000E-02
1.049996187E+01 1.000e+15 1.010291213E+00 1.009175611E+00 1.115602000E-03 1.010090157E+00 1.008779612E+00 1.310545000E-03
1.049996187E+01 1.778e+15 1.006297707E+00 1.061815259E+00 -5.551755200E-02 1.006096911E+00 1.061106180E+00 -5.500926900E-02
1.049996187E+01 3.162e+15 1.018206912E+00 1.122831063E+00 -1.046241510E-01 1.018145789E+00 1.120656411E+00 -1.025106220E-01
1.049996187E+01 5.623e+15 1.117397883E+00 1.166357848E+00 -4.895996500E-02 1.115698037E+00 1.162066172E+00 -4.636813500E-02
