N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 3.162E+16 330 1.800E-4 2.702295E-1 2.062010E+1 4.037230E-1 7.560250E+1
1.468000E+10 3.162E+16 330 1.800E-4 2.691401E-1 2.051550E+1 4.033740E-1 7.558880E+1
2.154000E+10 3.162E+16 330 1.800E-4 2.675715E-1 2.036540E+1 4.028740E-1 7.556910E+1
3.162000E+10 3.162E+16 330 1.800E-4 2.653328E-1 2.015190E+1 4.021650E-1 7.554090E+1
4.642000E+10 3.162E+16 330 1.800E-4 2.621761E-1 1.985250E+1 4.011730E-1 7.550060E+1
6.813000E+10 3.162E+16 330 1.800E-4 2.578004E-1 1.944020E+1 3.998000E-1 7.544590E+1
1.000000E+11 3.162E+16 330 1.800E-4 2.518740E-1 1.888660E+1 3.978870E-1 7.538250E+1
1.468000E+11 3.162E+16 330 1.800E-4 2.440899E-1 1.815560E+1 3.954290E-1 7.524080E+1
2.154000E+11 3.162E+16 330 1.800E-4 2.342549E-1 1.726090E+1 3.923800E-1 7.511520E+1
3.162000E+11 3.162E+16 330 1.800E-4 2.223925E-1 1.620020E+1 3.886650E-1 7.496950E+1
4.642000E+11 3.162E+16 330 1.800E-4 2.088028E-1 1.499470E+1 3.843020E-1 7.474640E+1
6.813000E+11 3.162E+16 330 1.800E-4 1.940195E-1 1.371970E+1 3.794780E-1 7.453740E+1
1.000000E+12 3.162E+16 330 1.800E-4 1.786587E-1 1.240930E+1 3.740960E-1 7.426770E+1
1.468000E+12 3.162E+16 330 1.800E-4 1.632400E-1 1.112650E+1 3.683690E-1 7.401310E+1
2.154000E+12 3.162E+16 330 1.800E-4 1.480938E-1 9.880400E+0 3.622110E-1 7.367780E+1
3.162000E+12 3.162E+16 330 1.800E-4 1.333938E-1 8.701600E+0 3.555980E-1 7.337780E+1
4.642000E+12 3.162E+16 330 1.800E-4 1.192500E-1 7.583000E+0 3.485940E-1 7.296640E+1
6.813000E+12 3.162E+16 330 1.800E-4 1.057784E-1 6.541700E+0 3.411180E-1 7.251910E+1
1.000000E+13 3.162E+16 330 1.800E-4 9.311034E-2 5.590900E+0 3.331490E-1 7.209500E+1
1.468000E+13 3.162E+16 330 1.800E-4 8.136823E-2 4.726900E+0 3.247700E-1 7.154980E+1
2.154000E+13 3.162E+16 330 1.800E-4 7.064029E-2 3.958600E+0 3.159970E-1 7.093550E+1
3.162000E+13 3.162E+16 330 1.800E-4 6.097076E-2 3.285400E+0 3.068400E-1 7.024570E+1
4.642000E+13 3.162E+16 330 1.800E-4 5.236168E-2 2.703500E+0 2.973000E-1 6.946790E+1
6.813000E+13 3.162E+16 330 1.800E-4 4.478029E-2 2.206400E+0 2.873700E-1 6.858450E+1
1.000000E+14 3.162E+16 330 1.800E-4 3.816803E-2 1.786200E+0 2.770250E-1 6.757280E+1
