fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
00L1 59338 340.15 34.086 1.666203445E-01 1.273346535E-04 7.371660327E-06 9.634640436E-02 7.687545137E-05 3.474486884E-01 0.000000000E+00 
00L2 59462 339.87 34.114 1.694051804E-01 1.305098039E-04 7.761997283E-06 9.806537704E-02 7.928935580E-05 3.510780378E-01 0.000000000E+00 
00L3 59562 339.93 34.108 1.712246475E-01 1.333990196E-04 8.042493539E-06 9.949643927E-02 8.091888531E-05 3.521046836E-01 0.000000000E+00 
00L4 59662 340 34.101 1.730320938E-01 1.363098039E-04 8.299380595E-06 1.006691292E-01 8.272787238E-05 3.518778461E-01 0.000000000E+00 
00L5 59764 340.04 34.097 1.745282303E-01 1.387064039E-04 8.532326885E-06 1.015747017E-01 8.439479213E-05 3.524563083E-01 0.000000000E+00 
00L6 59862 340.04 34.097 1.760792313E-01 1.413275862E-04 8.761505813E-06 1.027986732E-01 8.577453545E-05 3.520818832E-01 0.000000000E+00 
00L7 59964 340.02 34.099 1.777254745E-01 1.438275862E-04 9.035554973E-06 1.039657768E-01 8.755192493E-05 3.534784631E-01 0.000000000E+00 
00L8 60066 340.01 34.1 1.789574600E-01 1.457955665E-04 8.949912164E-06 1.208827758E-01 7.432381580E-05 3.430241116E-01 0.000000000E+00 
00L9 60164 340.02 34.099 1.801290329E-01 1.477774510E-04 9.429334230E-06 1.050880333E-01 9.045408763E-05 3.542331014E-01 0.000000000E+00 
0L10 60260 340.01 34.1 1.829320820E-01 1.501172414E-04 9.663849650E-06 1.065843239E-01 9.145372044E-05 3.519084639E-01 0.000000000E+00 
0L11 60364 340.01 34.1 1.824805904E-01 1.515379310E-04 9.827591065E-06 1.073072198E-01 9.238535178E-05 3.553931443E-01 0.000000000E+00 
0L12 60464 340.02 34.099 1.831576767E-01 1.533068966E-04 9.980127546E-06 1.080292946E-01 9.319375200E-05 3.554260651E-01 0.000000000E+00 
0L13 60560 340.02 34.099 1.846575977E-01 1.551172414E-04 1.017614308E-05 1.083335152E-01 9.475307317E-05 3.552678850E-01 0.000000000E+00 
0L14 60662 340.01 34.1 1.850181332E-01 1.561955665E-04 1.029583111E-05 1.096947734E-01 9.466757276E-05 3.562693099E-01 0.000000000E+00 
0L15 60764 340.03 34.098 1.856201065E-01 1.582532934E-04 1.039938421E-05 1.098395149E-01 9.548854983E-05 3.540216722E-01 0.000000000E+00 
0L16 60862 340.02 34.099 1.866421307E-01 1.582847291E-04 1.047281697E-05 1.068498619E-01 9.878152360E-05 3.544988353E-01 0.000000000E+00 
0L17 60962 340 34.101 1.875082310E-01 1.591064039E-04 1.063450513E-05 1.095656369E-01 9.788028788E-05 3.564587570E-01 0.000000000E+00 
0L18 61062 339.99 34.102 1.873880337E-01 1.597275862E-04 1.069229909E-05 1.109747169E-01 9.712533175E-05 3.572311451E-01 0.000000000E+00 
0L19 61162 340 34.101 1.878319473E-01 1.604064039E-04 1.078113656E-05 1.112407173E-01 9.767723888E-05 3.578272274E-01 0.000000000E+00 
0L20 61262 340.01 34.1 1.884292923E-01 1.612990196E-04 1.089556884E-05 1.118996305E-01 9.809982578E-05 3.584839897E-01 0.000000000E+00 
0L21 61362 340.01 34.1 1.885929611E-01 1.615346535E-04 1.089890273E-05 1.107486732E-01 9.919570238E-05 3.577598443E-01 0.000000000E+00 
0L22 61462 340.01 34.1 1.885859898E-01 1.617955665E-04 1.094119568E-05 1.111682838E-01 9.918464557E-05 3.585822129E-01 0.000000000E+00 
0L23 61564 340.01 34.1 1.891391403E-01 1.628138614E-04 1.104385579E-05 1.114839341E-01 9.981289580E-05 3.586310930E-01 0.000000000E+00 
0L24 61662 340 34.101 1.891316669E-01 1.627205882E-04 1.105189667E-05 1.117805779E-01 9.961383087E-05 3.591121175E-01 0.000000000E+00 
0L25 61766 340 34.101 1.892738026E-01 1.626990196E-04 1.105117963E-05 1.117863709E-01 9.960243059E-05 3.588667278E-01 0.000000000E+00 
0L26 61868 340 34.101 1.894533260E-01 1.634774510E-04 1.108907317E-05 1.116996518E-01 1.000167245E-04 3.580429756E-01 0.000000000E+00 
0L27 61960 339.99 34.102 1.896162766E-01 1.649054217E-04 1.113016130E-05 1.122816884E-01 9.982973314E-05 3.559515675E-01 0.000000000E+00 
0L28 62066 340.02 34.099 1.892154034E-01 1.641711111E-04 1.111750343E-05 1.122754372E-01 9.973328247E-05 3.578936942E-01 0.000000000E+00 
0L29 62166 340 34.101 1.896566418E-01 1.635990196E-04 1.116147959E-05 1.128462746E-01 9.957986561E-05 3.597269840E-01 0.000000000E+00 
0L30 62260 340 34.101 1.899559433E-01 1.641138614E-04 1.111593225E-05 1.088695529E-01 1.028532317E-04 3.565724139E-01 0.000000000E+00 
0L31 62362 340.01 34.1 1.899180477E-01 1.639738916E-04 1.118829846E-05 1.127890416E-01 9.987452688E-05 3.592717768E-01 0.000000000E+00 
