fname time Tem kT_1 Nfe tau_r Wph Em t_ass rmsre 
L0402S01 1384405604 0 555 6.028238146E+17 9.595616755E+01 2.331016717E-04 6.398499415E-01 4.263842804E+02 1.304110885E-03 
L0402S03 1384405639 0 555 5.116321983E+18 3.456190857E-05 2.811888287E-04 6.427528235E-01 4.707518109E+02 1.219856657E-03 
L0402S05 1384405661 0 555 9.896718237E+18 9.999996850E+01 3.025507415E-04 6.436759703E-01 4.858067310E+02 1.290257903E-03 
L0402S10 1384405681 0 555 2.157574833E+19 9.999998302E+01 3.513670225E-04 6.471383882E-01 5.466897110E+02 1.782998456E-03 
L0402S15 1384405700 0 555 2.488582463E+19 9.999999722E+01 3.582014931E-04 6.476503292E-01 5.563173362E+02 2.073470796E-03 
L0402S20 1384405715 0 555 3.000603171E+19 9.999999428E+01 3.750902809E-04 6.485833598E-01 5.743022234E+02 2.142141901E-03 
L0402S25 1384405732 0 555 3.358936862E+19 9.999993429E+01 3.896178042E-04 6.489260736E-01 5.810533210E+02 2.480798782E-03 
L0402S30 1384405749 0 555 3.521964023E+19 9.999994693E+01 3.928490615E-04 6.497505113E-01 5.976207420E+02 2.451651677E-03 
L0420S01U 1385470662 0 555 1.135563704E+18 1.392648042E-05 2.606214985E-04 6.356774660E-01 3.698350513E+02 1.127589721E-03 
L0420S05U 1385470713 0 555 1.138562886E+19 1.579445334E-05 3.225680650E-04 6.388864245E-01 4.126024343E+02 1.204533961E-03 
L0420S10U 1385471280 0 555 1.668455473E+19 9.999996790E+01 3.382232033E-04 6.411230920E-01 4.453035550E+02 1.547141854E-03 
L0420S20U 1385470800 0 555 2.604664147E+19 9.999997741E+01 3.713272476E-04 6.431324171E-01 4.768850052E+02 2.234905190E-03 
L0421S30U 1385581207 0 555 2.464596525E+19 9.999998166E+01 3.651405337E-04 6.410384137E-01 4.440195604E+02 1.980429825E-03 
W65S03 1385668992 0 555 7.849213514E+17 1.510716852E-04 2.420081289E-04 6.396009291E-01 4.227789788E+02 1.058511386E-03 
W65S03U 1385582087 0 555 1.809124829E+19 9.100740373E-08 6.736903200E-04 6.392129950E-01 4.172229582E+02 1.219984038E-03 
W65S05 1385668992 0 555 1.251524123E+18 9.999998183E+01 2.474711899E-04 6.376360003E-01 3.953787981E+02 1.123150993E-03 
W65S05U 1385581929 0 555 2.697525271E+18 3.781610263E-06 2.965315187E-04 6.369793803E-01 3.866241971E+02 1.041097314E-03 
W65S10 1385668992 0 555 4.557852282E+18 9.999979769E+01 2.793201164E-04 6.408925080E-01 4.418158401E+02 1.100264560E-03 
W65S10U 1385581462 0 555 4.167429388E+18 9.999996667E+01 2.756505682E-04 6.375307545E-01 3.939623487E+02 1.142503456E-03 
W65S20 1385668992 0 555 1.134649546E+19 9.999996626E+01 3.159495259E-04 6.433816021E-01 4.809545327E+02 1.292757513E-03 
W65S20U 1385581547 0 555 1.082126654E+19 4.710031488E-04 3.127395851E-04 6.399157777E-01 4.273426112E+02 1.253750053E-03 
W65S25 1385668992 0 555 1.419765093E+19 9.999999308E+01 3.264220976E-04 6.444847127E-01 4.993910564E+02 1.455486367E-03 
W65S25U 1385582304 0 555 1.229303201E+19 9.999999567E+01 3.207115246E-04 6.409677986E-01 4.429516403E+02 1.413382113E-03 
W65S30 1385668992 0 555 1.684465684E+19 9.999998857E+01 3.385044431E-04 6.448334297E-01 5.053649924E+02 1.586462774E-03 
W65S30U 1385582030 0 555 1.756101134E+19 9.999995203E+01 3.418676178E-04 6.420505295E-01 4.596118682E+02 1.606714130E-03 
W75S01 1385668992 0 555 2.149966315E+18 5.824433348E-06 2.847123350E-04 6.408713308E-01 4.414968965E+02 1.145744393E-03 
W75S03 1385668992 0 555 5.792031574E+18 9.999990409E+01 2.877343127E-04 6.424144313E-01 4.653508506E+02 1.120058147E-03 
W75S05 1385668992 0 555 1.157197305E+19 9.999992642E+01 3.140218116E-04 6.444128798E-01 4.981692734E+02 1.349098757E-03 
W75S07 1385672205 0 555 1.573547668E+19 9.999993848E+01 3.339131082E-04 6.455967551E-01 5.186922703E+02 1.543292574E-03 
W75S10 1385668992 0 555 2.243482322E+19 9.999997842E+01 3.549445976E-04 6.467346671E-01 5.392149345E+02 1.915588576E-03 
W75S20 1385668992 0 555 2.683430358E+19 9.999994186E+01 3.708503176E-04 6.480317282E-01 5.636000199E+02 2.505859256E-03 
