N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.205277804E+00 1.204273479E+00 1.203456886E+00 1.201807091E+00 1.197637185E+00 1.186420493E+00 1.159491355E+00 1.102520108E+00 1.018084227E+00 1.018842534E+00 1.021931488E+00
1.600000000E+01 1.236531021E+00 1.236427241E+00 1.237050355E+00 1.238114661E+00 1.240143978E+00 1.242409311E+00 1.244599902E+00 1.247034093E+00 1.249149480E+00 1.250390532E+00 1.250818840E+00
1.700000000E+01 1.280429500E+00 1.279805709E+00 1.280157537E+00 1.280972573E+00 1.283126655E+00 1.285956418E+00 1.288899889E+00 1.292404961E+00 1.295892451E+00 1.299009369E+00 1.302146491E+00
1.549996187E+01 1.217199518E+00 1.217065771E+00 1.217290993E+00 1.218464491E+00 1.219949537E+00 1.221234456E+00 1.222240792E+00 1.221722023E+00 1.217617374E+00 1.206313288E+00 1.180519244E+00
1.649996187E+01 1.248280922E+00 1.248374848E+00 1.249072209E+00 1.251086245E+00 1.253712693E+00 1.256411371E+00 1.259762390E+00 1.263227983E+00 1.266305494E+00 1.269503131E+00 1.272248466E+00
1.674996808E+01 1.260798523E+00 1.260620336E+00 1.261083265E+00 1.262705471E+00 1.265068067E+00 1.267670226E+00 1.271113714E+00 1.274704651E+00 1.277953820E+00 1.281464093E+00 1.284625151E+00
1.624993176E+01 1.242128446E+00 1.242178532E+00 1.243165301E+00 1.244646280E+00 1.247068058E+00 1.249930379E+00 1.252654868E+00 1.255620607E+00 1.258473359E+00 1.260673328E+00 1.262572945E+00
1.574996808E+01 1.227481020E+00 1.226716960E+00 1.227240376E+00 1.228409186E+00 1.230085810E+00 1.231771300E+00 1.233788123E+00 1.235435132E+00 1.236151246E+00 1.235383852E+00 1.231493175E+00
1.524993176E+01 1.211151205E+00 1.210559592E+00 1.210882400E+00 1.211486757E+00 1.211856540E+00 1.210656343E+00 1.206635229E+00 1.194976730E+00 1.167649323E+00 1.111459999E+00 1.015381327E+00
