T d154 d184 d214 d244
d 150 180 210 240
290 8.999878000E-03 1.027113600E-02 1.069432200E-02 1.063618200E-02
295 7.258824000E-03 8.495940000E-03 8.890715000E-03 7.845601000E-03
300 2.581972000E-03 3.823254000E-03 4.163894000E-03 3.017677000E-03
305 -7.496043000E-03 -6.311517000E-03 -6.066779000E-03 -7.341977000E-03
310 -2.731285800E-02 -2.618356500E-02 -2.618512100E-02 -2.768746400E-02
315 -6.211339600E-02 -6.097467200E-02 -6.128035100E-02 -6.318620400E-02
320 -1.146725640E-01 -1.132803370E-01 -1.142301820E-01 -1.158555230E-01
325 -1.095241420E-01 -1.073846000E-01 -1.033881650E-01 -9.830767300E-02
330 -3.178085800E-02 -2.941388000E-02 -2.368345700E-02 -1.580458000E-02
335 7.354075000E-03 7.477382000E-03 7.726667000E-03 7.962374000E-03
340 1.157666500E-02 1.128340000E-02 1.143287300E-02 1.166704100E-02
