N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+17 340 1.500E-4 1.228393240E+00 1.344686160E+00
1.468000E+10 1.000E+17 340 1.500E-4 1.255431853E+00 1.344755320E+00
2.154000E+10 1.000E+17 340 1.500E-4 1.276139397E+00 1.344856148E+00
3.162000E+10 1.000E+17 340 1.500E-4 1.295718446E+00 1.345003024E+00
4.642000E+10 1.000E+17 340 1.500E-4 1.309955302E+00 1.345215456E+00
6.813000E+10 1.000E+17 340 1.500E-4 1.319826302E+00 1.345520704E+00
1.000000E+11 1.000E+17 340 1.500E-4 1.327662729E+00 1.345956495E+00
1.468000E+11 1.000E+17 340 1.500E-4 1.333646949E+00 1.346569803E+00
2.154000E+11 1.000E+17 340 1.500E-4 1.338353989E+00 1.347418957E+00
3.162000E+11 1.000E+17 340 1.500E-4 1.342243508E+00 1.348567532E+00
4.642000E+11 1.000E+17 340 1.500E-4 1.345683398E+00 1.350081495E+00
6.813000E+11 1.000E+17 340 1.500E-4 1.348942404E+00 1.352005294E+00
1.000000E+12 1.000E+17 340 1.500E-4 1.352209696E+00 1.354358705E+00
1.468000E+12 1.000E+17 340 1.500E-4 1.355593406E+00 1.357124101E+00
2.154000E+12 1.000E+17 340 1.500E-4 1.359082910E+00 1.360199546E+00
3.162000E+12 1.000E+17 340 1.500E-4 1.362935831E+00 1.363770899E+00
4.642000E+12 1.000E+17 340 1.500E-4 1.366820639E+00 1.367465308E+00
6.813000E+12 1.000E+17 340 1.500E-4 1.370777383E+00 1.371290039E+00
1.000000E+13 1.000E+17 340 1.500E-4 1.374918052E+00 1.375332522E+00
