fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
UGL060 17:53:22 305 38.01 1.000E+000 1.284E+000 1.945E-010 1.004E+004 2.736E+000 1.123E-005 2.896E-005 7.661E-002 2.895E-005 6.665E-007 3.005E-001 4.190E-002 1.587E-005 3.193E-001 
UGL065 17:50:06 304.9 38.03 1.000E+000 1.355E+000 2.046E-010 1.007E+004 2.781E+000 1.208E-005 3.734E-005 8.868E-002 3.732E-005 1.026E-006 3.099E-001 4.920E-002 2.081E-005 3.717E-001 
UGL070 17:46:46 304.9 38.03 1.000E+000 1.455E+000 2.293E-010 1.007E+004 2.845E+000 1.324E-005 5.015E-005 1.039E-001 5.013E-005 1.674E-006 3.216E-001 5.870E-002 2.848E-005 9.475E-003 
UGL075 17:41:18 304.9 38.03 1.000E+000 1.212E+000 1.785E-010 1.007E+004 2.753E+000 1.159E-005 6.068E-005 1.195E-001 6.066E-005 2.439E-006 3.363E-001 6.890E-002 3.534E-005 3.211E-002 
UGL080 17:38:08 304.9 38.03 1.000E+000 1.334E+000 2.060E-010 1.007E+004 2.797E+000 1.251E-005 7.229E-005 1.287E-001 7.226E-005 3.198E-006 3.438E-001 7.490E-002 4.264E-005 1.071E-002 
UGL085 17:34:48 305.1 38 1.000E+000 1.389E+000 2.235E-010 1.000E+004 2.803E+000 1.257E-005 8.538E-005 1.400E-001 8.535E-005 4.224E-006 3.533E-001 8.240E-002 5.120E-005 5.361E-003 
UGL090 17:31:36 305.2 37.99 1.000E+000 1.464E+000 2.306E-010 9.969E+003 2.766E+000 1.193E-005 9.939E-005 1.519E-001 9.935E-005 5.506E-006 3.649E-001 9.070E-002 6.063E-005 1.755E-002 
UGL095 17:26:42 305.3 37.98 1.000E+000 1.307E+000 2.078E-010 9.936E+003 2.784E+000 1.255E-005 1.177E-004 1.617E-001 1.176E-004 7.108E-006 3.737E-001 9.750E-002 7.282E-005 4.443E-003 
UGL100 17:22:52 305.4 37.96 1.000E+000 1.365E+000 2.219E-010 9.903E+003 2.778E+000 1.256E-005 1.354E-004 1.713E-001 1.354E-004 8.875E-006 3.828E-001 1.043E-001 8.501E-005 1.201E-002 
UGL105 17:19:24 305.1 38 1.000E+000 1.388E+000 2.216E-010 1.000E+004 2.777E+000 1.230E-005 1.550E-004 1.822E-001 1.549E-004 1.109E-005 3.928E-001 1.121E-001 9.881E-005 2.391E-002 
UGL110 17:15:24 305 38.01 1.000E+000 1.384E+000 2.213E-010 1.004E+004 2.810E+000 1.266E-005 1.832E-004 1.946E-001 1.832E-004 1.435E-005 4.025E-001 1.209E-001 1.186E-004 7.052E-003 
