N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.017138585E+00 1.015495867E+00 1.014232145E+00 1.013187101E+00
1.600000000E+01 1.258947958E+00 1.255958308E+00 1.253448916E+00 1.251293187E+00
1.700000000E+01 1.319942550E+00 1.318049450E+00 1.315283121E+00 1.314628922E+00
1.549996187E+01 1.202471890E+00 1.195834225E+00 1.192320223E+00 1.189540405E+00
1.649996187E+01 1.287866959E+00 1.285985724E+00 1.284303324E+00 1.283078376E+00
1.674996808E+01 1.304208439E+00 1.300775181E+00 1.299508303E+00 1.298444518E+00
1.624993176E+01 1.273940436E+00 1.271376003E+00 1.269505922E+00 1.267608475E+00
1.574996808E+01 1.239275474E+00 1.235217839E+00 1.232179765E+00 1.230611908E+00
1.524993176E+01 1.107926269E+00 1.097689820E+00 1.089968335E+00 1.085203237E+00
