x N
1.8741422E+0 1.0379325E+21
1.8616246E+0 1.0403762E+21
1.8490817E+0 1.0006911E+21
1.8353855E+0 9.3299063E+20
1.8207299E+0 9.1573378E+20
1.8062762E+0 9.0545998E+20
1.7910468E+0 8.9802011E+20
1.7761015E+0 8.9245898E+20
1.7604198E+0 8.7567636E+20
1.7446149E+0 8.7981419E+20
1.7287984E+0 8.9011382E+20
1.7130744E+0 8.9266764E+20
1.6970558E+0 8.7824292E+20
1.6805036E+0 8.7575716E+20
1.6640773E+0 8.8786071E+20
1.6476523E+0 8.8511429E+20
1.6307912E+0 8.7823041E+20
1.6137612E+0 8.9972244E+20
1.5973689E+0 8.9329110E+20
1.5797328E+0 8.8515863E+20
1.5626642E+0 8.9562323E+20
1.5450467E+0 8.7739499E+20
1.5268534E+0 8.8821050E+20
1.5092642E+0 8.9273245E+20
1.4908198E+0 8.7688403E+20
1.4721330E+0 8.8794565E+20
1.4536919E+0 8.8691440E+20
1.4344772E+0 8.8102262E+20
1.4152871E+0 8.8994929E+20
1.3959396E+0 8.8836225E+20
1.3761414E+0 8.7587362E+20
1.3556611E+0 8.7780277E+20
1.3353570E+0 8.8799477E+20
1.3147241E+0 8.5342881E+20
1.2920654E+0 8.5577323E+20
1.2708524E+0 8.7799839E+20
1.2485475E+0 8.7246166E+20
1.2262960E+0 8.7121526E+20
1.2030993E+0 8.5892041E+20
1.1793150E+0 8.6045384E+20
1.1552624E+0 8.6437059E+20
