Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.231352137E+00 1.205393586E+00 2.595855100E-02 1.225148327E+00 1.199604567E+00 2.554376000E-02 6.203810000E-03 5.789019000E-03
1.468000E+10 1.231415328E+00 1.205456969E+00 2.595835900E-02 1.226903678E+00 1.201258997E+00 2.564468100E-02 4.511650000E-03 4.197972000E-03
2.154000E+10 1.231507518E+00 1.205549457E+00 2.595806100E-02 1.228273067E+00 1.202546363E+00 2.572670400E-02 3.234451000E-03 3.003094000E-03
3.162000E+10 1.231641787E+00 1.205684222E+00 2.595756500E-02 1.229347648E+00 1.203557264E+00 2.579038400E-02 2.294139000E-03 2.126958000E-03
4.642000E+10 1.231836731E+00 1.205884268E+00 2.595246300E-02 1.230220765E+00 1.204387753E+00 2.583301200E-02 1.615966000E-03 1.496515000E-03
6.813000E+10 1.232118479E+00 1.206169740E+00 2.594873900E-02 1.230983826E+00 1.205117737E+00 2.586608900E-02 1.134653000E-03 1.052003000E-03
1.000000E+11 1.232523006E+00 1.206578210E+00 2.594479600E-02 1.231725873E+00 1.205838431E+00 2.588744200E-02 7.971330000E-04 7.397790000E-04
1.468000E+11 1.233098503E+00 1.207159771E+00 2.593873200E-02 1.232536006E+00 1.206636904E+00 2.589910200E-02 5.624970000E-04 5.228670000E-04
2.154000E+11 1.233907088E+00 1.207979076E+00 2.592801200E-02 1.233506700E+00 1.207605937E+00 2.590076300E-02 4.003880000E-04 3.731390000E-04
3.162000E+11 1.235024610E+00 1.209111272E+00 2.591333800E-02 1.234735766E+00 1.208841240E+00 2.589452600E-02 2.888440000E-04 2.700320000E-04
4.642000E+11 1.236536901E+00 1.210645532E+00 2.589136900E-02 1.236324654E+00 1.210446277E+00 2.587837700E-02 2.122470000E-04 1.992550000E-04
6.813000E+11 1.238530950E+00 1.212669796E+00 2.586115400E-02 1.238371333E+00 1.212519160E+00 2.585217300E-02 1.596170000E-04 1.506360000E-04
1.000000E+12 1.241080463E+00 1.215275408E+00 2.580505500E-02 1.240957190E+00 1.215158035E+00 2.579915500E-02 1.232730000E-04 1.173730000E-04
1.468000E+12 1.244228174E+00 1.218467653E+00 2.576052100E-02 1.244130324E+00 1.218373884E+00 2.575644000E-02 9.785000000E-05 9.376900000E-05
2.154000E+12 1.247971189E+00 1.222259004E+00 2.571218500E-02 1.247891554E+00 1.222182163E+00 2.570939100E-02 7.963500000E-05 7.684100000E-05
3.162000E+12 1.252258311E+00 1.226598377E+00 2.565993400E-02 1.252192226E+00 1.226534162E+00 2.565806400E-02 6.608500000E-05 6.421500000E-05
4.642000E+12 1.257004503E+00 1.231405120E+00 2.559938300E-02 1.256948963E+00 1.231350782E+00 2.559818100E-02 5.554000000E-05 5.433800000E-05
6.813000E+12 1.262116136E+00 1.236603314E+00 2.551282200E-02 1.262069166E+00 1.236557048E+00 2.551211800E-02 4.697000000E-05 4.626600000E-05
1.000000E+13 1.267511372E+00 1.242095520E+00 2.541585200E-02 1.267471609E+00 1.242056089E+00 2.541552000E-02 3.976300000E-05 3.943100000E-05
