T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.205712133E+00 1.212618885E+00 1.220019744E+00 1.231348966E+00 1.241229719E+00 1.247584836E+00 1.254371876E+00 1.267198498E+00 1.286968241E+00
295 1.204193795E+00 1.211829163E+00 1.219579714E+00 1.230267351E+00 1.240709998E+00 1.247425406E+00 1.253960772E+00 1.266358606E+00 1.286346713E+00
300 1.203156150E+00 1.211739608E+00 1.219365403E+00 1.230349963E+00 1.241020245E+00 1.247976259E+00 1.254046697E+00 1.266169476E+00 1.285667441E+00
305 1.201310054E+00 1.212008933E+00 1.220574823E+00 1.231213246E+00 1.241835371E+00 1.248987901E+00 1.255459808E+00 1.267351317E+00 1.286088620E+00
310 1.197098593E+00 1.212003065E+00 1.221407591E+00 1.232678802E+00 1.243433365E+00 1.250940294E+00 1.257602011E+00 1.269338427E+00 1.287686938E+00
315 1.186668781E+00 1.210629913E+00 1.222311163E+00 1.234072667E+00 1.245420341E+00 1.253381658E+00 1.260013447E+00 1.271623398E+00 1.290124741E+00
320 1.162652823E+00 1.206112856E+00 1.222764086E+00 1.235780613E+00 1.247446930E+00 1.255895508E+00 1.263254519E+00 1.274844355E+00 1.292897828E+00
325 1.112999249E+00 1.194379842E+00 1.221480647E+00 1.237034288E+00 1.249579983E+00 1.258798425E+00 1.266574410E+00 1.278249980E+00 1.296427900E+00
330 1.025661358E+00 1.168377153E+00 1.216357534E+00 1.237114530E+00 1.251453600E+00 1.261514717E+00 1.269720402E+00 1.281540623E+00 1.300445838E+00
335 1.018211379E+00 1.116699535E+00 1.203852367E+00 1.235292809E+00 1.252324070E+00 1.263752327E+00 1.273071104E+00 1.285411824E+00 1.303703113E+00
340 1.020460408E+00 1.028657635E+00 1.177079924E+00 1.229020798E+00 1.252011234E+00 1.265349915E+00 1.276111525E+00 1.288977115E+00 1.307259056E+00
