T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.206059625E+00 1.212775355E+00 1.220041465E+00 1.231405120E+00 1.241708382E+00 1.247826245E+00 1.254260521E+00 1.267266281E+00 1.287026413E+00
295 1.204833934E+00 1.212001172E+00 1.219564988E+00 1.230483510E+00 1.241125319E+00 1.247412690E+00 1.253910453E+00 1.266495029E+00 1.285751920E+00
300 1.203823702E+00 1.212108456E+00 1.219723908E+00 1.230575109E+00 1.241348200E+00 1.247919322E+00 1.254015183E+00 1.266122938E+00 1.285522736E+00
305 1.202101964E+00 1.212432700E+00 1.220571291E+00 1.231401500E+00 1.241954987E+00 1.248888967E+00 1.255442663E+00 1.267234012E+00 1.285789454E+00
310 1.198186205E+00 1.212547306E+00 1.221752996E+00 1.232738042E+00 1.243507329E+00 1.250890868E+00 1.257533020E+00 1.269133839E+00 1.287605454E+00
315 1.188276498E+00 1.211325327E+00 1.222707873E+00 1.234117470E+00 1.245498451E+00 1.253233389E+00 1.259895334E+00 1.271357307E+00 1.290191037E+00
320 1.164968727E+00 1.207320455E+00 1.223354497E+00 1.235864963E+00 1.247346099E+00 1.255819020E+00 1.263031006E+00 1.274643640E+00 1.293002675E+00
325 1.116465476E+00 1.196377460E+00 1.222396230E+00 1.237223577E+00 1.249564885E+00 1.258623396E+00 1.266433647E+00 1.278241093E+00 1.296768908E+00
330 1.030381891E+00 1.171706290E+00 1.217814118E+00 1.237479271E+00 1.251353556E+00 1.261541425E+00 1.269741565E+00 1.281864758E+00 1.300460542E+00
335 1.018289849E+00 1.121954843E+00 1.206379280E+00 1.236083871E+00 1.252383074E+00 1.263885784E+00 1.273196107E+00 1.285643318E+00 1.303868514E+00
340 1.020487088E+00 1.036152369E+00 1.181421484E+00 1.230633897E+00 1.252393964E+00 1.265886210E+00 1.276307035E+00 1.289178030E+00 1.307447494E+00
