T d154 d184 d214 d244
d 150 180 210 240
290 7.778134500E-02 7.427616600E-02 7.044837500E-02 6.902828700E-02
295 7.450953100E-02 7.128832400E-02 6.773330700E-02 6.592406300E-02
300 7.199662800E-02 6.915463400E-02 6.587712200E-02 6.464690100E-02
305 7.089694300E-02 6.852157900E-02 6.546271700E-02 6.446217100E-02
310 7.066445200E-02 6.868099800E-02 6.590303200E-02 6.510988000E-02
315 7.166730400E-02 7.011459800E-02 6.761452400E-02 6.697882400E-02
320 7.460299100E-02 7.346724900E-02 7.117645700E-02 7.068113200E-02
325 7.810785100E-02 7.748823500E-02 7.545410500E-02 7.500623000E-02
330 8.274788900E-02 8.201040400E-02 8.073892900E-02 8.039031200E-02
335 8.945334700E-02 8.896539500E-02 8.787052100E-02 8.755294800E-02
340 9.595456900E-02 9.567453200E-02 9.474510800E-02 9.445839000E-02
