d T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 290 1.198497088E+00 1.198744892E+00 -2.478040000E-04 1.198426122E+00 1.198533820E+00 -1.076980000E-04 7.096600000E-05 2.110720000E-04
150 295 1.187523172E+00 1.065646368E+00 1.218768040E-01 1.187466289E+00 1.065348130E+00 1.221181590E-01 5.688300000E-05 2.982380000E-04
150 300 1.163220146E+00 1.197972455E+00 -3.475230900E-02 1.163184922E+00 1.197800670E+00 -3.461574800E-02 3.522400000E-05 1.717850000E-04
150 305 1.113820651E+00 1.042984445E+00 7.083620600E-02 1.113826903E+00 1.042826716E+00 7.100018700E-02 -6.252000000E-06 1.577290000E-04
150 310 1.025234975E+00 1.187885988E+00 -1.626510130E-01 1.025316171E+00 1.187748191E+00 -1.624320200E-01 -8.119600000E-05 1.377970000E-04
150 315 1.017212989E+00 1.003628687E+00 1.358430200E-02 1.017138585E+00 1.003602441E+00 1.353614400E-02 7.440400000E-05 2.624600000E-05
150 320 1.019301481E+00 1.117282315E+00 -9.798083400E-02 1.019212577E+00 1.117247967E+00 -9.803539000E-02 8.890400000E-05 3.434800000E-05
150 325 1.024096085E+00 1.006340068E+00 1.775601700E-02 1.023973479E+00 1.006289276E+00 1.768420300E-02 1.226060000E-04 5.079200000E-05
150 330 1.032503990E+00 1.016590564E+00 1.591342600E-02 1.032315753E+00 1.016451732E+00 1.586402100E-02 1.882370000E-04 1.388320000E-04
150 335 1.045518459E+00 1.014018951E+00 3.149950800E-02 1.045212899E+00 1.013897231E+00 3.131566800E-02 3.055600000E-04 1.217200000E-04
150 340 1.063946472E+00 1.025337701E+00 3.860877100E-02 1.063440882E+00 1.025114748E+00 3.832613400E-02 5.055900000E-04 2.229530000E-04
180 290 1.196035082E+00 1.195661426E+00 3.736560000E-04 1.195976060E+00 1.195490693E+00 4.853670000E-04 5.902200000E-05 1.707330000E-04
180 295 1.184116744E+00 1.059813827E+00 1.243029170E-01 1.184068862E+00 1.059562481E+00 1.245063810E-01 4.788200000E-05 2.513460000E-04
180 300 1.157706714E+00 1.195165548E+00 -3.745883400E-02 1.157677790E+00 1.195021903E+00 -3.734411300E-02 2.892400000E-05 1.436450000E-04
180 305 1.104388336E+00 1.034466699E+00 6.992163700E-02 1.104397817E+00 1.034351702E+00 7.004611500E-02 -9.481000000E-06 1.149970000E-04
180 310 1.015338652E+00 1.183593520E+00 -1.682548680E-01 1.015283380E+00 1.183475733E+00 -1.681923530E-01 5.527200000E-05 1.177870000E-04
180 315 1.015553673E+00 1.003343311E+00 1.221036200E-02 1.015495867E+00 1.003323300E+00 1.217256700E-02 5.780600000E-05 2.001100000E-05
180 320 1.017714613E+00 1.104193077E+00 -8.647846400E-02 1.017644295E+00 1.104170433E+00 -8.652613800E-02 7.031800000E-05 2.264400000E-05
180 325 1.022444590E+00 1.005982064E+00 1.646252600E-02 1.022346161E+00 1.005941434E+00 1.640472700E-02 9.842900000E-05 4.063000000E-05
180 330 1.030661765E+00 1.015081356E+00 1.558040900E-02 1.030508933E+00 1.014973433E+00 1.553550000E-02 1.528320000E-04 1.079230000E-04
180 335 1.043380963E+00 1.013516690E+00 2.986427300E-02 1.043130901E+00 1.013416377E+00 2.971452400E-02 2.500620000E-04 1.003130000E-04
