X Y Yfit
2.2626000E-2 3.7950000E-6 5.4740591E-6
4.3561000E-2 1.0120000E-5 1.1738870E-5
6.3364000E-2 1.6445000E-5 1.8968921E-5
8.3168000E-2 2.7830000E-5 2.7742905E-5
1.0297000E-1 3.7950000E-5 3.8388415E-5
1.2277000E-1 5.6924000E-5 5.1303500E-5
1.4371000E-1 7.8429000E-5 6.7970191E-5
1.6295000E-1 1.0626000E-4 8.6594931E-5
1.8332000E-1 1.3788000E-4 1.1051909E-4
2.0312000E-1 1.7710000E-4 1.3879958E-4
2.2405000E-1 2.2264000E-4 1.7525890E-4
2.4216000E-1 2.7450000E-4 2.1338982E-4
2.6140000E-1 3.3396000E-4 2.6197527E-4
2.8290000E-1 4.0480000E-4 3.2817833E-4
3.0270000E-1 4.8323000E-4 4.0267238E-4
3.2307000E-1 5.6924000E-4 4.9584391E-4
3.4287000E-1 6.7297000E-4 6.0597195E-4
3.6154000E-1 7.8556000E-4 7.3131757E-4
3.8305000E-1 9.1206000E-4 9.0759732E-4
4.0285000E-1 1.0499000E-3 1.1074867E-3
4.2209000E-1 1.2422000E-3 1.3458458E-3
4.4132000E-1 1.4674000E-3 1.6409438E-3
4.6169000E-1 1.7748000E-3 2.0388618E-3
4.8206000E-1 2.2365000E-3 2.5658451E-3
5.0243000E-1 2.9145000E-3 3.2959696E-3
5.2337000E-1 4.0429000E-3 4.3960926E-3
5.4147000E-1 5.8303000E-3 5.8088446E-3
5.6184000E-1 8.4590000E-3 8.1852531E-3
5.8164000E-1 1.2138000E-2 1.1587060E-2
6.0088000E-1 1.6980000E-2 1.6117249E-2
6.2182000E-1 2.2725000E-2 2.2443203E-2
6.4049000E-1 2.9111000E-2 2.9188596E-2
6.6029000E-1 3.6752000E-2 3.7289813E-2
