T(K) Nd(cm-3) Mu(cm2/Vs)
181 4.39383E+15 1.06545E+3
524 4.54700E+18 7.13531E+1
508 2.80500E+17 1.11663E+2
250 2.70723E+14 6.92104E+2
448 1.46946E+17 1.49202E+2
514 1.40362E+14 1.39785E+2
419 3.05438E+16 1.96828E+2
409 5.93997E+16 1.94118E+2
414 1.75282E+17 1.65165E+2
207 1.02363E+15 9.86979E+2
383 5.96122E+14 2.68688E+2
197 1.52532E+13 1.21002E+3
479 1.25314E+14 1.63944E+2
330 6.42209E+14 3.71832E+2
381 3.13134E+15 2.64321E+2
277 4.88173E+14 5.50161E+2
449 5.55721E+15 1.83298E+2
229 1.63449E+18 1.88406E+2
220 1.00869E+17 4.02363E+2
478 1.65584E+14 1.64234E+2
357 1.35296E+16 2.84184E+2
302 3.77991E+18 1.28984E+2
222 8.90218E+18 1.41091E+2
276 2.45345E+13 5.67760E+2
501 5.20482E+13 1.47886E+2
350 2.68437E+14 3.29998E+2
449 6.67207E+14 1.88842E+2
425 1.66773E+18 1.08375E+2
379 3.08368E+16 2.37097E+2
478 8.21189E+15 1.59291E+2
216 8.85008E+12 9.77997E+2
512 6.33473E+17 9.88182E+1
352 2.64805E+19 8.59322E+1
357 1.50076E+13 3.17558E+2
336 7.72423E+15 3.32940E+2
457 7.48762E+15 1.75695E+2
441 2.33887E+17 1.43472E+2
352 4.63436E+18 1.09010E+2
391 2.13804E+14 2.57407E+2
379 2.39348E+17 1.78917E+2
466 2.43106E+18 9.10791E+1
300 2.49160E+15 4.43202E+2
505 2.33357E+16 1.36719E+2
224 8.29562E+18 1.40984E+2
455 3.21236E+15 1.80097E+2
504 1.35425E+14 1.46191E+2
234 1.75528E+14 8.03861E+2
195 1.47592E+17 4.00065E+2
305 8.82530E+14 4.39546E+2
383 3.26161E+16 2.31457E+2
202 3.33575E+14 1.09802E+3
248 1.67049E+14 7.13284E+2
413 5.48081E+15 2.19681E+2
386 1.33595E+17 1.92118E+2
513 5.03267E+12 1.40681E+2
394 7.48993E+12 2.54900E+2
497 6.68766E+17 1.02500E+2
507 3.14163E+16 1.34076E+2
505 1.81666E+17 1.18157E+2
412 6.91924E+15 2.19476E+2
454 3.66836E+16 1.65628E+2
318 1.09557E+17 2.62443E+2
187 1.38975E+18 2.20458E+2
369 8.23569E+14 2.90658E+2
447 4.91267E+18 8.50048E+1
507 8.43403E+15 1.39689E+2
200 4.92179E+18 1.63213E+2
203 1.18369E+19 1.49973E+2
230 5.11325E+16 4.59963E+2
326 8.02174E+15 3.51525E+2
328 9.98934E+18 1.01838E+2
460 3.11479E+16 1.63240E+2
507 5.21890E+12 1.44434E+2
398 1.12035E+19 8.42267E+1
385 5.12933E+13 2.68174E+2
349 3.44078E+17 1.85641E+2
371 4.83722E+14 2.89137E+2
383 2.83691E+17 1.71018E+2
333 1.80755E+18 1.37655E+2
445 4.47853E+17 1.28153E+2
287 1.40319E+19 1.09482E+2
258 7.07607E+15 5.54504E+2
345 3.43849E+18 1.17411E+2
263 1.65429E+13 6.28364E+2
448 2.26899E+15 1.87350E+2
299 1.52472E+16 3.92434E+2
440 1.04063E+19 7.70002E+1
482 2.17554E+14 1.61061E+2
475 7.15854E+17 1.08356E+2
477 1.27623E+13 1.65715E+2
413 1.95789E+14 2.28389E+2
384 3.49884E+19 7.72085E+1
444 3.15612E+15 1.89827E+2
312 2.63187E+14 4.24405E+2
393 1.14966E+17 1.91279E+2
298 2.94607E+15 4.45190E+2
453 8.12700E+18 7.75482E+1
240 2.84935E+16 4.99301E+2
286 3.60600E+16 3.73588E+2
312 2.73171E+15 4.07279E+2
467 2.32753E+17 1.31431E+2
282 2.39160E+18 1.49504E+2
208 2.56168E+14 1.03349E+3
480 9.83908E+17 1.01440E+2
456 1.37562E+13 1.83163E+2
225 2.84523E+19 1.34339E+2
493 8.61479E+18 6.99692E+1
456 2.40720E+18 9.36987E+1
462 1.77615E+14 1.77936E+2
273 1.67967E+13 5.79996E+2
242 7.70016E+18 1.34190E+2
267 8.87705E+16 3.41043E+2
246 4.85215E+13 7.28314E+2
387 4.41892E+13 2.64141E+2
356 4.11691E+13 3.19612E+2
519 3.07996E+17 1.06372E+2
283 1.09121E+18 1.77546E+2
454 1.38446E+15 1.82505E+2
202 4.85328E+15 8.88084E+2
239 3.38863E+15 6.86800E+2
223 3.79725E+13 9.11502E+2
203 4.12591E+19 1.32765E+2
511 8.52297E+18 6.71778E+1
443 3.57643E+18 9.05706E+1
454 6.11335E+16 1.59248E+2
284 2.42896E+18 1.48112E+2
266 8.46033E+15 5.14492E+2
457 1.41525E+14 1.82161E+2
440 1.95290E+13 1.98958E+2
309 1.14894E+13 4.39204E+2
520 8.48891E+15 1.32507E+2
296 1.32178E+19 1.07133E+2
489 1.88047E+16 1.47600E+2
500 2.26909E+19 6.05221E+1
448 1.66733E+14 1.90246E+2
357 3.18849E+13 3.18531E+2
321 1.98597E+13 4.04535E+2
295 7.01648E+18 1.17119E+2
338 8.45986E+17 1.59257E+2
515 3.53297E+18 7.57895E+1
351 3.71225E+18 1.13785E+2
216 4.49708E+19 1.26027E+2
311 1.71835E+16 3.61797E+2
386 4.20666E+17 1.57358E+2
475 4.45753E+13 1.66621E+2
343 1.18265E+16 3.10358E+2
378 1.19976E+14 2.78900E+2
394 1.16110E+14 2.53745E+2
525 3.89709E+14 1.33024E+2
304 1.38568E+15 4.38862E+2
433 1.77031E+17 1.53741E+2
498 8.97063E+15 1.45333E+2
315 3.33906E+13 4.19496E+2
417 1.36859E+18 1.15027E+2
177 8.59947E+17 2.57217E+2
429 6.89227E+17 1.25393E+2
327 4.66673E+18 1.16093E+2
493 1.03325E+13 1.53742E+2
377 5.25931E+15 2.66290E+2
389 2.50582E+14 2.60589E+2
218 6.24423E+17 2.47632E+2
504 6.17360E+12 1.46145E+2
213 1.00900E+18 2.22100E+2
454 1.08304E+18 1.07659E+2
425 1.29263E+19 7.73462E+1
303 7.11800E+13 4.57687E+2
502 7.16245E+12 1.47467E+2
442 2.51940E+17 1.41684E+2
194 3.93923E+15 9.73897E+2
507 1.62448E+14 1.43739E+2
217 2.09028E+19 1.40437E+2
235 7.60797E+16 4.08059E+2
451 5.79744E+12 1.87420E+2
341 4.89859E+14 3.48538E+2
278 1.43043E+19 1.12027E+2
215 9.80886E+16 4.14842E+2
303 7.47327E+14 4.50004E+2
484 1.13570E+17 1.33934E+2
291 1.00282E+15 4.84808E+2
407 5.36805E+12 2.36689E+2
470 3.71527E+18 8.40028E+1
437 1.19109E+19 7.60780E+1
457 9.84866E+18 7.45012E+1
432 7.19352E+16 1.71886E+2
365 9.15590E+13 3.00741E+2
186 3.37711E+13 1.35791E+3
277 6.48962E+13 5.60423E+2
270 1.31337E+17 3.08213E+2
342 1.38203E+14 3.49140E+2
238 1.36686E+19 1.28981E+2
334 1.47480E+19 9.53993E+1
427 2.52387E+14 2.11819E+2
385 1.36849E+15 2.63010E+2
353 2.77538E+17 1.91153E+2
514 5.35096E+18 7.13222E+1
473 6.82508E+15 1.63267E+2
488 2.03790E+19 6.29822E+1
497 4.31331E+19 5.72083E+1
262 2.96953E+13 6.38244E+2
478 6.48734E+17 1.09134E+2
