T(K) Nd(cm-3) Mu(cm2/Vs)
381 3.46226E+16 2.32569E+2
222 6.05140E+16 4.61459E+2
427 1.71543E+15 2.08862E+2
248 5.38837E+13 7.16092E+2
248 3.57086E+18 1.76736E+2
227 5.21090E+18 1.85384E+2
401 9.69637E+15 2.29141E+2
513 3.18388E+13 1.40455E+2
328 1.73268E+14 3.82303E+2
448 1.87193E+19 7.94487E+1
370 1.48593E+19 1.01612E+2
303 9.60656E+18 1.30951E+2
183 2.28701E+15 1.15396E+3
520 5.47086E+15 1.33634E+2
361 9.98523E+13 3.08660E+2
190 2.07268E+15 1.09298E+3
492 5.18809E+17 1.08269E+2
312 5.52223E+16 3.06196E+2
283 3.14955E+18 1.57247E+2
274 3.50419E+19 1.37894E+2
302 6.58964E+13 4.61576E+2
292 1.24709E+16 4.18315E+2
388 4.58718E+13 2.63322E+2
516 1.46021E+16 1.33087E+2
521 1.01725E+13 1.35352E+2
256 3.78076E+19 1.48120E+2
265 1.06053E+18 1.99402E+2
484 4.30127E+15 1.56454E+2
346 9.76774E+12 3.40867E+2
265 4.49534E+19 1.42555E+2
223 4.86879E+15 7.51491E+2
262 6.44271E+18 1.57714E+2
269 6.82158E+13 5.98386E+2
292 1.35738E+16 4.14315E+2
504 5.76160E+17 1.03051E+2
405 2.10898E+13 2.39411E+2
473 2.45624E+18 9.09837E+1
326 5.88830E+12 3.88947E+2
431 1.84849E+19 8.32719E+1
270 7.99114E+15 5.03342E+2
211 1.42399E+19 1.85174E+2
241 6.19118E+17 2.41815E+2
296 2.93009E+19 1.27169E+2
296 4.08687E+13 4.83147E+2
269 3.63877E+13 5.97559E+2
467 2.34665E+13 1.73228E+2
371 4.24284E+14 2.89217E+2
193 1.12021E+14 1.23532E+3
463 5.35946E+12 1.77349E+2
327 1.07612E+13 3.87648E+2
213 1.68824E+19 1.81975E+2
398 2.98077E+15 2.41465E+2
218 4.24104E+15 7.90653E+2
327 1.00236E+18 1.62964E+2
353 3.96684E+17 1.78818E+2
482 7.37990E+15 1.56629E+2
491 4.89524E+18 7.91806E+1
363 3.05708E+19 1.00792E+2
413 1.01611E+14 2.28417E+2
472 8.66080E+18 7.86514E+1
365 7.29308E+18 1.09135E+2
480 7.85485E+18 7.76215E+1
313 1.48175E+13 4.27546E+2
179 1.13481E+16 8.91550E+2
234 1.23942E+17 3.63091E+2
346 1.00512E+17 2.37744E+2
359 1.63860E+15 3.04915E+2
389 1.36192E+14 2.61635E+2
380 1.77958E+15 2.70390E+2
230 1.08448E+14 8.46917E+2
221 1.15298E+18 2.33041E+2
308 2.79015E+18 1.46671E+2
514 3.07910E+13 1.39497E+2
345 5.16402E+13 3.43489E+2
285 1.84476E+13 5.25392E+2
373 2.33388E+19 9.84823E+1
327 1.10968E+15 3.76088E+2
296 1.64149E+17 2.64524E+2
502 1.89172E+17 1.19096E+2
265 1.19680E+18 1.94932E+2
304 3.00651E+17 2.25582E+2
393 1.23245E+14 2.56075E+2
210 1.40148E+19 1.86219E+2
189 1.50214E+14 1.28124E+3
381 2.17784E+18 1.20638E+2
260 1.26815E+19 1.50817E+2
349 4.69595E+19 1.04772E+2
509 1.79723E+18 8.62382E+1
291 1.90996E+14 4.97291E+2
376 1.03277E+15 2.78033E+2
354 9.40795E+14 3.18007E+2
438 2.47349E+19 8.05961E+1
187 4.13743E+14 1.28209E+3
201 2.01152E+18 2.34167E+2
238 3.27612E+15 6.92787E+2
350 4.02751E+19 1.04441E+2
498 1.97199E+13 1.50150E+2
277 6.74353E+15 4.89819E+2
504 3.61476E+16 1.34535E+2
340 1.62012E+16 3.07848E+2
