T(K) Nd(cm-3) Mu(cm2/Vs)
175 5.00000E+12 4.71856E+3
175 6.94748E+12 4.70917E+3
175 9.65349E+12 4.69740E+3
175 1.34135E+13 4.68265E+3
175 1.86380E+13 4.66420E+3
175 2.58974E+13 4.64117E+3
175 3.59843E+13 4.61251E+3
175 5.00000E+13 4.57694E+3
175 6.94748E+13 4.53297E+3
175 9.65349E+13 4.47888E+3
175 1.34135E+14 4.41271E+3
175 1.86380E+14 4.33236E+3
175 2.58974E+14 4.23561E+3
175 3.59843E+14 4.12029E+3
175 5.00000E+14 3.98450E+3
175 6.94748E+14 3.82685E+3
175 9.65349E+14 3.64682E+3
175 1.34135E+15 3.44503E+3
175 1.86380E+15 3.22355E+3
175 2.58974E+15 2.98596E+3
175 3.59843E+15 2.73727E+3
175 5.00000E+15 2.48355E+3
175 6.94748E+15 2.23142E+3
175 9.65349E+15 1.98727E+3
175 1.34135E+16 1.75682E+3
175 1.86380E+16 1.54422E+3
175 2.58974E+16 1.35236E+3
175 3.59843E+16 1.18255E+3
175 5.00000E+16 1.03445E+3
175 6.94748E+16 9.06898E+2
175 9.65349E+16 7.97988E+2
175 1.34135E+17 7.05400E+2
175 1.86380E+17 6.26800E+2
175 2.58974E+17 5.60072E+2
175 3.59843E+17 5.03295E+2
175 5.00000E+17 4.54901E+2
175 6.94748E+17 4.13795E+2
175 9.65349E+17 3.79055E+2
175 1.34135E+18 3.50101E+2
175 1.86380E+18 3.26285E+2
175 2.58974E+18 3.07171E+2
175 3.59843E+18 2.91745E+2
175 5.00000E+18 2.77827E+2
175 6.94748E+18 2.60997E+2
175 9.65349E+18 2.33194E+2
175 1.34135E+19 1.86434E+2
175 1.86380E+19 1.25581E+2
175 2.58974E+19 7.07670E+1
175 3.59843E+19 3.51306E+1
182 5.00000E+12 4.32352E+3
182 6.94748E+12 4.31583E+3
182 9.65349E+12 4.30617E+3
182 1.34135E+13 4.29406E+3
182 1.86380E+13 4.27891E+3
182 2.58974E+13 4.25998E+3
182 3.59843E+13 4.23638E+3
182 5.00000E+13 4.20705E+3
182 6.94748E+13 4.17073E+3
182 9.65349E+13 4.12594E+3
182 1.34135E+14 4.07100E+3
182 1.86380E+14 4.00405E+3
182 2.58974E+14 3.92308E+3
182 3.59843E+14 3.82610E+3
182 5.00000E+14 3.71120E+3
182 6.94748E+14 3.57688E+3
182 9.65349E+14 3.42224E+3
182 1.34135E+15 3.24732E+3
182 1.86380E+15 3.05334E+3
182 2.58974E+15 2.84291E+3
182 3.59843E+15 2.61998E+3
182 5.00000E+15 2.38974E+3
182 6.94748E+15 2.15800E+3
182 9.65349E+15 1.93075E+3
182 1.34135E+16 1.71362E+3
182 1.86380E+16 1.51113E+3
182 2.58974E+16 1.32640E+3
182 3.59843E+16 1.16153E+3
182 5.00000E+16 1.01652E+3
182 6.94748E+16 8.91086E+2
182 9.65349E+16 7.83614E+2
182 1.34135E+17 6.91925E+2
182 1.86380E+17 6.14079E+2
182 2.58974E+17 5.48134E+2
182 3.59843E+17 4.92023E+2
182 5.00000E+17 4.44408E+2
182 6.94748E+17 4.03790E+2
182 9.65349E+17 3.69539E+2
182 1.34135E+18 3.40819E+2
182 1.86380E+18 3.17074E+2
182 2.58974E+18 2.97890E+2
182 3.59843E+18 2.82286E+2
182 5.00000E+18 2.68730E+2
182 6.94748E+18 2.53475E+2
182 9.65349E+18 2.29697E+2
182 1.34135E+19 1.89165E+2
182 1.86380E+19 1.32860E+2
182 2.58974E+19 7.78160E+1
182 3.59843E+19 3.96175E+1
189 5.00000E+12 3.97433E+3
189 6.94748E+12 3.96797E+3
189 9.65349E+12 3.96000E+3
189 1.34135E+13 3.94999E+3
189 1.86380E+13 3.93745E+3
189 2.58974E+13 3.92178E+3
189 3.59843E+13 3.90222E+3
189 5.00000E+13 3.87788E+3
189 6.94748E+13 3.84769E+3
