fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 rmsre 
00D1 30318 319.71 36.265 1.000000000E+00 5.841281432E+00 1.578006098E-09 1.203975871E+05 2.425223693E+00 3.157119997E-07 7.971791201E-03 
00D2 30458 320.08 36.223 1.000000000E+00 7.538320088E+00 1.740615322E-09 1.243640938E+05 2.529842693E+00 3.636751789E-07 1.668668612E-02 
00D3 30556 320.09 36.222 1.000000000E+00 4.602164304E+00 1.661981344E-09 1.086622039E+05 2.354500992E+00 2.856617966E-07 8.235646619E-03 
00D4 30656 320.02 36.23 1.000000000E+00 4.418337818E+00 1.676883449E-09 1.207530586E+05 2.495009558E+00 3.494089072E-07 7.627338400E-03 
00D5 30746 320.02 36.23 1.000000000E+00 4.315620328E+00 1.668600987E-09 1.165130198E+05 2.446058607E+00 3.260625230E-07 1.251867890E-02 
00D6 30854 319.99 36.233 1.000000000E+00 4.665642367E+00 1.637646163E-09 1.066377955E+05 2.309946843E+00 2.701895364E-07 9.401800213E-03 
00D7 30948 319.95 36.238 1.000000000E+00 5.063815759E+00 1.664575357E-09 1.173473778E+05 2.438002337E+00 3.273068384E-07 1.162166054E-02 
00D8 31070 319.93 36.24 1.000000000E+00 4.413315177E+00 1.675840003E-09 1.197748106E+05 2.451897819E+00 3.315290388E-07 6.575560294E-03 
00D9 31148 319.95 36.238 1.000000000E+00 4.613814729E+00 1.665887597E-09 1.087816039E+05 2.377184133E+00 2.965350482E-07 8.060872448E-03 
0D10 31250 319.98 36.234 1.000000000E+00 4.497235786E+00 1.687960695E-09 1.121812772E+05 2.360355129E+00 2.944177675E-07 6.912638966E-03 
0D11 31346 319.97 36.235 1.000000000E+00 4.597442541E+00 1.648022004E-09 1.115651913E+05 2.357564899E+00 2.984611854E-07 5.732031570E-02 
0D12 31442 319.95 36.238 1.000000000E+00 4.905939352E+00 1.715509383E-09 1.161542113E+05 2.454283138E+00 3.314943071E-07 1.259204149E-02 
0D13 31550 319.76 36.259 1.000000000E+00 4.109049057E+00 1.608573686E-09 1.125543485E+05 2.395224988E+00 3.004188900E-07 7.361592326E-03 
0D14 31656 319.93 36.24 1.000000000E+00 5.229833630E+00 2.096948145E-09 1.010827952E+05 2.295997477E+00 2.623454028E-07 8.277327609E-03 
0D15 31790 319.82 36.252 1.000000000E+00 5.471541147E+00 2.042515466E-09 1.015096400E+05 2.274891562E+00 2.565416367E-07 9.431243831E-03 
0D16 31886 319.88 36.245 1.000000000E+00 5.583671630E+00 2.068829293E-09 1.012616581E+05 2.283406165E+00 2.580621224E-07 2.332323922E-02 
0D17 31986 319.92 36.241 1.000000000E+00 6.278604278E+00 2.056870614E-09 1.064112298E+05 2.341875319E+00 2.862818923E-07 1.442272494E-02 
0D18 32108 320.03 36.228 1.000000000E+00 6.284973036E+00 2.072557104E-09 1.028660107E+05 2.293018098E+00 2.647083847E-07 7.191209119E-03 
0D19 32188 320.09 36.222 1.000000000E+00 6.159851356E+00 2.093488759E-09 1.039817242E+05 2.313193266E+00 2.755096780E-07 8.701434571E-03 
0D20 32294 320.1 36.221 1.000000000E+00 6.036940751E+00 2.090127290E-09 1.041723337E+05 2.287784759E+00 2.667618263E-07 1.339959307E-02 
0D21 32390 320.04 36.227 1.000000000E+00 5.849348860E+00 2.083597858E-09 1.025967542E+05 2.318801662E+00 2.753286910E-07 1.125310598E-02 
0D22 32504 320.04 36.227 1.000000000E+00 6.124096830E+00 2.043310528E-09 1.039581681E+05 2.303636619E+00 2.709924279E-07 2.003186189E-02 
0D23 32582 320.02 36.23 1.000000000E+00 6.097591650E+00 2.000670972E-09 1.005473138E+05 2.226738392E+00 2.432263807E-07 9.362206046E-03 
0D24 32680 320.02 36.23 1.000000000E+00 5.864626014E+00 2.009848705E-09 1.018876272E+05 2.288796847E+00 2.653640396E-07 1.059594168E-02 
0D25 32776 320.02 36.23 1.000000000E+00 6.130398749E+00 1.998833311E-09 1.058124296E+05 2.362497154E+00 2.963799052E-07 1.035324868E-02 
0D26 32882 320.04 36.227 1.000000000E+00 5.764508499E+00 1.986149506E-09 1.018670871E+05 2.254714906E+00 2.567942714E-07 1.286352170E-02 
0D27 32986 320.05 36.226 1.000000000E+00 5.951544584E+00 1.972953826E-09 9.978364654E+04 2.258351615E+00 2.532557257E-07 1.218856090E-02 
0D28 33078 320.03 36.228 1.000000000E+00 5.768945788E+00 1.952464271E-09 9.991529273E+04 2.271506619E+00 2.589755208E-07 2.653302795E-02 
0D29 33198 320.03 36.228 1.000000000E+00 5.793718085E+00 1.956315518E-09 1.081376873E+05 2.364576980E+00 2.998299597E-07 1.067526296E-02 
0D30 33272 320.03 36.228 1.000000000E+00 5.556610821E+00 1.950096386E-09 1.068711161E+05 2.358999466E+00 2.973219633E-07 2.508151781E-02 
0D31 33386 320.02 36.23 1.000000000E+00 5.409428071E+00 1.929464032E-09 9.990837997E+04 2.281576692E+00 2.626916647E-07 8.993443394E-03 
0D32 33470 320 36.232 1.000000000E+00 5.495300118E+00 1.915852889E-09 1.052644060E+05 2.340753849E+00 2.885386456E-07 2.995320676E-02 
0D33 33578 320.02 36.23 1.000000000E+00 5.376295418E+00 1.897428637E-09 9.535075162E+04 2.225003550E+00 2.367556392E-07 1.846821675E-02 
0D34 33672 320.03 36.228 1.000000000E+00 5.798621560E+00 1.925193266E-09 1.041433559E+05 2.313565904E+00 2.762073864E-07 7.985141090E-03 
0D35 33768 320.04 36.227 1.000000000E+00 5.693611851E+00 1.929642057E-09 1.068136721E+05 2.353804603E+00 2.949863488E-07 2.054407872E-02 
0D36 33870 320.03 36.228 1.000000000E+00 5.609934710E+00 1.881427928E-09 1.003303954E+05 2.255588565E+00 2.531460463E-07 8.760258320E-03 
0D37 33968 319.99 36.233 1.000000000E+00 5.930482301E+00 1.896718444E-09 1.062690340E+05 2.334280241E+00 2.857095018E-07 8.281529109E-03 
0D38 34068 320.04 36.227 1.000000000E+00 4.951919409E+00 1.862743769E-09 1.087992840E+05 2.361064361E+00 3.009952786E-07 2.190342129E-02 
0D39 34166 320.02 36.23 1.000000000E+00 4.917845199E+00 1.826862428E-09 8.989723776E+04 2.136916399E+00 2.060767438E-07 3.302000333E-02 
0D40 34264 320.03 36.228 1.000000000E+00 5.503862854E+00 1.869235408E-09 1.066046968E+05 2.370407083E+00 2.998472403E-07 1.896682130E-02 
0D41 34360 319.99 36.233 1.000000000E+00 5.388612616E+00 1.842900760E-09 1.042820236E+05 2.316842450E+00 2.805617644E-07 1.842080819E-02 
0D42 34464 320.02 36.23 1.000000000E+00 5.328318834E+00 1.843633467E-09 1.016418364E+05 2.302187854E+00 2.722366275E-07 8.117902871E-03 
0D43 34564 320.02 36.23 1.000000000E+00 5.644417464E+00 1.843903565E-09 1.121411821E+05 2.456361972E+00 3.396410185E-07 1.287967769E-01 
0D44 34660 320.03 36.228 1.000000000E+00 5.510831115E+00 1.825468337E-09 1.048504733E+05 2.301682090E+00 2.749708501E-07 1.913506645E-02 
0D45 34764 320.05 36.226 1.000000000E+00 5.573942870E+00 1.828895863E-09 1.038308193E+05 2.319572602E+00 2.821530957E-07 1.478787554E-01 
0D46 34864 320.02 36.23 1.000000000E+00 5.455911326E+00 1.808507935E-09 1.007883078E+05 2.281785362E+00 2.642888513E-07 8.707193990E-03 
0D47 34962 320.04 36.227 1.000000000E+00 5.595790772E+00 1.828151300E-09 1.063119316E+05 2.341141741E+00 2.899615211E-07 7.456230520E-03 
0D48 35056 320.06 36.225 1.000000000E+00 5.439981434E+00 1.802583476E-09 1.023768738E+05 2.291127954E+00 2.701645049E-07 1.931346249E-02 
0D49 35156 320.05 36.226 1.000000000E+00 5.493371116E+00 1.769383347E-09 9.935350365E+04 2.216343659E+00 2.426598503E-07 2.309864414E-02 
0D50 35264 320.02 36.23 1.000000000E+00 5.517236526E+00 1.780826147E-09 1.038250270E+05 2.323968165E+00 2.832730739E-07 3.767499845E-02 
0D51 35360 320.04 36.227 1.000000000E+00 5.589203977E+00 1.819205401E-09 1.056053502E+05 2.354302075E+00 2.930621152E-07 3.075581280E-02 
0D52 35456 320.05 36.226 1.000000000E+00 5.629399042E+00 1.774174509E-09 1.044163074E+05 2.298967192E+00 2.733560395E-07 2.205208190E-02 
0D53 35552 320.02 36.23 1.000000000E+00 5.496246695E+00 1.768285676E-09 1.022159882E+05 2.297290815E+00 2.717549161E-07 8.901134692E-03 
