N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 1.268797241E+00 1.270203572E+00 1.272398289E+00 1.275115606E+00 1.278020069E+00 1.280942359E+00 1.283462447E+00 1.284879156E+00 1.284871277E+00 1.282459141E+00 1.276514712E+00
1.016672606E+01 1.268937468E+00 1.270328786E+00 1.272512363E+00 1.275223277E+00 1.278126954E+00 1.281055014E+00 1.283589138E+00 1.285030559E+00 1.285062806E+00 1.282714098E+00 1.276869015E+00
1.033324570E+01 1.269141499E+00 1.270511018E+00 1.272678347E+00 1.275379837E+00 1.278282202E+00 1.281218421E+00 1.283772602E+00 1.285249437E+00 1.285339202E+00 1.283081397E+00 1.277378585E+00
1.049996187E+01 1.269437471E+00 1.270775390E+00 1.272919029E+00 1.275606610E+00 1.278506692E+00 1.281454195E+00 1.284036685E+00 1.285563739E+00 1.285735084E+00 1.283606168E+00 1.278104889E+00
1.066670514E+01 1.269864725E+00 1.271157043E+00 1.273266222E+00 1.275933193E+00 1.278829207E+00 1.281791875E+00 1.284413649E+00 1.286010773E+00 1.286296136E+00 1.284347147E+00 1.279126888E+00
1.083333839E+01 1.270477120E+00 1.271704094E+00 1.273763358E+00 1.276399763E+00 1.279288356E+00 1.282270550E+00 1.284945408E+00 1.286638195E+00 1.287079526E+00 1.285376400E+00 1.280539396E+00
1.100000000E+01 1.271346061E+00 1.272480411E+00 1.274467873E+00 1.277058913E+00 1.279933955E+00 1.282939546E+00 1.285683556E+00 1.287503011E+00 1.288151553E+00 1.286774642E+00 1.282444746E+00
1.116672606E+01 1.272561927E+00 1.273567048E+00 1.275452362E+00 1.277976309E+00 1.280826799E+00 1.283857192E+00 1.286686709E+00 1.288666943E+00 1.289580084E+00 1.288619158E+00 1.284933559E+00
1.133324570E+01 1.274231581E+00 1.275060410E+00 1.276802860E+00 1.279228543E+00 1.282035644E+00 1.285086325E+00 1.288013860E+00 1.290186896E+00 1.291420960E+00 1.290964190E+00 1.288055480E+00
1.149996187E+01 1.276468963E+00 1.277064664E+00 1.278612326E+00 1.280896868E+00 1.283630335E+00 1.286686054E+00 1.289713983E+00 1.292101521E+00 1.293700272E+00 1.293817350E+00 1.291787737E+00
1.166670514E+01 1.279376652E+00 1.279676608E+00 1.280968033E+00 1.283056232E+00 1.285671560E+00 1.288701271E+00 1.291814576E+00 1.294418235E+00 1.296399896E+00 1.297124253E+00 1.296020029E+00
1.183333839E+01 1.283020063E+00 1.282963972E+00 1.283933907E+00 1.285761163E+00 1.288199613E+00 1.291153698E+00 1.294314560E+00 1.297108199E+00 1.299455823E+00 1.300773336E+00 1.300572320E+00
1.200000000E+01 1.287402605E+00 1.286943557E+00 1.287532652E+00 1.289032497E+00 1.291225985E+00 1.294038481E+00 1.297186102E+00 1.300114141E+00 1.302773791E+00 1.304623421E+00 1.305242085E+00
1.216672606E+01 1.292455626E+00 1.291570323E+00 1.291736093E+00 1.292850875E+00 1.294731481E+00 1.297328050E+00 1.300385269E+00 1.303368595E+00 1.306256280E+00 1.308541113E+00 1.309855192E+00
1.233324570E+01 1.298053618E+00 1.296747111E+00 1.296471593E+00 1.297162117E+00 1.298672829E+00 1.300981967E+00 1.303866416E+00 1.306813793E+00 1.309828010E+00 1.312430843E+00 1.314297306E+00
1.249996187E+01 1.304049704E+00 1.302353070E+00 1.301644113E+00 1.301894351E+00 1.302996608E+00 1.304959318E+00 1.307594735E+00 1.310415177E+00 1.313450247E+00 1.316248010E+00 1.318520905E+00
1.266670514E+01 1.310311022E+00 1.308274607E+00 1.307161857E+00 1.306978093E+00 1.307654108E+00 1.309229129E+00 1.311552904E+00 1.314164929E+00 1.317121352E+00 1.319995708E+00 1.322535602E+00
1.283333839E+01 1.316734820E+00 1.314421206E+00 1.312950340E+00 1.312357360E+00 1.312608691E+00 1.313773503E+00 1.315739904E+00 1.318076478E+00 1.320866971E+00 1.323710560E+00 1.326389528E+00
1.300000000E+01 1.323244144E+00 1.320723019E+00 1.318950830E+00 1.317987880E+00 1.317832754E+00 1.318582500E+00 1.320163186E+00 1.322173558E+00 1.324725769E+00 1.327445192E+00 1.330149125E+00
