N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.197678943E+00 1.195437151E+00 1.193525571E+00 1.191885101E+00
1.600000000E+01 1.230017714E+00 1.228932016E+00 1.228514362E+00 1.227994579E+00
1.700000000E+01 1.268614949E+00 1.268591944E+00 1.268308259E+00 1.268546641E+00
1.549996187E+01 1.213327466E+00 1.211540467E+00 1.210303672E+00 1.209447769E+00
1.649996187E+01 1.240233157E+00 1.239675576E+00 1.239788485E+00 1.239770476E+00
1.674996808E+01 1.250951125E+00 1.250597109E+00 1.250589203E+00 1.250707496E+00
1.624993176E+01 1.235059187E+00 1.234479062E+00 1.234242946E+00 1.234196384E+00
1.574996808E+01 1.221885514E+00 1.220496048E+00 1.219458765E+00 1.218610714E+00
1.524993176E+01 1.207390531E+00 1.205339787E+00 1.203708200E+00 1.202420366E+00
