N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.191607295E+00 1.188996566E+00 1.186880791E+00 1.185063697E+00
1.600000000E+01 1.232624164E+00 1.231343561E+00 1.230791897E+00 1.230298883E+00
1.700000000E+01 1.271486248E+00 1.271490061E+00 1.271206374E+00 1.271203152E+00
1.549996187E+01 1.215219216E+00 1.213354888E+00 1.212102772E+00 1.210931631E+00
1.649996187E+01 1.243478668E+00 1.242732231E+00 1.242771498E+00 1.242787098E+00
1.674996808E+01 1.253958895E+00 1.253796366E+00 1.253517542E+00 1.253693148E+00
1.624993176E+01 1.238060773E+00 1.237199413E+00 1.237050414E+00 1.236896503E+00
1.574996808E+01 1.224075340E+00 1.222414435E+00 1.221505153E+00 1.220763375E+00
1.524993176E+01 1.207791318E+00 1.205649249E+00 1.203956115E+00 1.202558982E+00
