N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.016750769E+00 1.015205534E+00 1.014069887E+00 1.013204560E+00
1.600000000E+01 1.241343166E+00 1.239114390E+00 1.237514015E+00 1.236835033E+00
1.700000000E+01 1.282933821E+00 1.283150134E+00 1.283105035E+00 1.282907088E+00
1.549996187E+01 1.208903626E+00 1.205448862E+00 1.203124681E+00 1.201058293E+00
1.649996187E+01 1.254789689E+00 1.254034041E+00 1.253471197E+00 1.253298691E+00
1.674996808E+01 1.265460500E+00 1.265321049E+00 1.265049906E+00 1.264740439E+00
1.624993176E+01 1.248679829E+00 1.247151238E+00 1.246219846E+00 1.245766476E+00
1.574996808E+01 1.229694136E+00 1.226973251E+00 1.225072632E+00 1.223734963E+00
1.524993176E+01 1.139449636E+00 1.134405662E+00 1.131168188E+00 1.129041069E+00
