Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.281322784E+00 1.222146601E+00 5.917618300E-02 1.253857911E+00 1.209596821E+00 4.426109000E-02 2.746487300E-02 1.254978000E-02
1.468000E+10 1.281375474E+00 1.222287338E+00 5.908813600E-02 1.259031178E+00 1.213185710E+00 4.584546800E-02 2.234429600E-02 9.101628000E-03
2.154000E+10 1.281452502E+00 1.222490901E+00 5.896160100E-02 1.263523665E+00 1.215950655E+00 4.757301000E-02 1.792883700E-02 6.540246000E-03
3.162000E+10 1.281565000E+00 1.222783536E+00 5.878146400E-02 1.267453218E+00 1.218122992E+00 4.933022600E-02 1.411178200E-02 4.660544000E-03
4.642000E+10 1.281729003E+00 1.223200560E+00 5.852844300E-02 1.270860406E+00 1.219900441E+00 5.095996500E-02 1.086859700E-02 3.300119000E-03
6.813000E+10 1.281967388E+00 1.223787679E+00 5.817970900E-02 1.273771482E+00 1.221458536E+00 5.231294600E-02 8.195906000E-03 2.329143000E-03
1.000000E+11 1.282312412E+00 1.224600816E+00 5.771159600E-02 1.276241745E+00 1.222955926E+00 5.328581900E-02 6.070667000E-03 1.644890000E-03
1.468000E+11 1.282808703E+00 1.225703335E+00 5.710536800E-02 1.278370440E+00 1.224535282E+00 5.383515800E-02 4.438263000E-03 1.168053000E-03
2.154000E+11 1.283516375E+00 1.227159431E+00 5.635694400E-02 1.280295012E+00 1.226320497E+00 5.397451500E-02 3.221363000E-03 8.389340000E-04
3.162000E+11 1.284513311E+00 1.229024403E+00 5.548890800E-02 1.282177778E+00 1.228410830E+00 5.376694800E-02 2.335533000E-03 6.135730000E-04
4.642000E+11 1.285894862E+00 1.231334391E+00 5.456047100E-02 1.284192976E+00 1.230874349E+00 5.331862700E-02 1.701886000E-03 4.600420000E-04
6.813000E+11 1.287768359E+00 1.234100033E+00 5.366832600E-02 1.286514600E+00 1.233744649E+00 5.276995100E-02 1.253759000E-03 3.553840000E-04
1.000000E+12 1.290239904E+00 1.237306938E+00 5.293296600E-02 1.289301443E+00 1.237023684E+00 5.227775900E-02 9.384610000E-04 2.832540000E-04
1.468000E+12 1.293392838E+00 1.240923382E+00 5.246945600E-02 1.292676659E+00 1.240691126E+00 5.198553300E-02 7.161790000E-04 2.322560000E-04
2.154000E+12 1.297262474E+00 1.244912609E+00 5.234986500E-02 1.296704675E+00 1.244717896E+00 5.198677900E-02 5.577990000E-04 1.947130000E-04
3.162000E+12 1.301818048E+00 1.249238064E+00 5.257998400E-02 1.301375397E+00 1.249072209E+00 5.230318800E-02 4.426510000E-04 1.658550000E-04
4.642000E+12 1.306964655E+00 1.253895719E+00 5.306893600E-02 1.306608120E+00 1.253753404E+00 5.285471600E-02 3.565350000E-04 1.423150000E-04
6.813000E+12 1.312568924E+00 1.258864022E+00 5.370490200E-02 1.312278867E+00 1.258741590E+00 5.353727700E-02 2.900570000E-04 1.224320000E-04
1.000000E+13 1.318495445E+00 1.264146682E+00 5.434876300E-02 1.318258218E+00 1.264041362E+00 5.421685600E-02 2.372270000E-04 1.053200000E-04
