N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 6.433000000E-06 8.260000000E-06 9.917000000E-06 1.145900000E-05
1.600000000E+01 3.404000000E-05 3.391100000E-05 3.395000000E-05 3.396400000E-05
1.700000000E+01 1.423150000E-04 1.420330000E-04 1.401200000E-04 1.491260000E-04
1.549996187E+01 1.544700000E-05 1.555100000E-05 1.578200000E-05 1.616500000E-05
1.649996187E+01 7.112100000E-05 7.105500000E-05 6.778000000E-05 7.733300000E-05
1.674996808E+01 1.012860000E-04 1.084770000E-04 1.070070000E-04 1.051000000E-04
1.624993176E+01 4.935500000E-05 4.915700000E-05 4.925200000E-05 4.934700000E-05
1.574996808E+01 2.313300000E-05 2.300600000E-05 2.303200000E-05 2.317600000E-05
1.524993176E+01 1.052800000E-05 1.120500000E-05 1.199500000E-05 1.278500000E-05
