fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc Pm FF Vm Im dev 
00L1 48858 295.1 39.29 1.039999417E-09 3.023612648E+00 7.256630647E+03 6.587383710E-05 4.003255997E+00 3.113574190E+03 0.000000000E+00 2.561973414E-04 5.014724894E-01 2.306140367E-04 4.296704865E-05 3.715375159E-01 2.822967318E-01 1.522052642E-04 5.104390652E-03 
00L2 49382 298.1 38.9 1.919463678E-09 3.081117601E+00 7.331117987E+03 7.594409591E-05 3.998202195E+00 2.648226799E+03 0.000000000E+00 2.548506807E-04 4.962372686E-01 2.311000029E-04 4.334442233E-05 3.779583033E-01 2.841772668E-01 1.525260019E-04 5.084690881E-03 
00L3 49916 301 38.51 4.309359698E-09 3.184579891E+00 7.758896007E+03 9.010083130E-05 4.047885972E+00 2.303169576E+03 0.000000000E+00 2.530476513E-04 4.909545692E-01 2.314718650E-04 4.364788376E-05 3.840817529E-01 2.848439450E-01 1.532343746E-04 3.374533159E-03 
00L4 50442 304.1 38.13 9.904804031E-09 3.314169551E+00 8.239051282E+03 1.076816861E-04 4.054561452E+00 2.023888580E+03 0.000000000E+00 2.517119021E-04 4.857180411E-01 2.320292660E-04 4.391939309E-05 3.896990339E-01 2.854960050E-01 1.538354034E-04 5.454383662E-03 
00L5 50956 307 37.76 8.211525342E-09 3.220617374E+00 7.935736522E+03 1.267049315E-04 4.238514463E+00 1.802670322E+03 0.000000000E+00 2.521191396E-04 4.803017858E-01 2.326842907E-04 4.415154994E-05 3.950614825E-01 2.857661680E-01 1.545023690E-04 3.810807067E-03 
00L6 51652 310 37.4 2.842657775E-08 3.472482231E+00 8.697133612E+03 1.493117360E-04 4.055937317E+00 1.571398894E+03 0.000000000E+00 2.504059063E-04 4.757940988E-01 2.330532109E-04 4.422833053E-05 3.988654367E-01 2.858099714E-01 1.547473320E-04 3.622833047E-03 
00L7 52318 313 37.04 4.292778628E-08 3.499278165E+00 9.379959020E+03 1.761954184E-04 4.215457258E+00 1.425029249E+03 0.000000000E+00 2.494514328E-04 4.700048244E-01 2.332680018E-04 4.425010377E-05 4.036052516E-01 2.844024219E-01 1.555897572E-04 6.706680009E-03 
00L8 52990 316 36.69 2.688828341E-08 3.357893108E+00 8.910719816E+03 2.202573354E-04 4.861528975E+00 1.338641928E+03 0.000000000E+00 2.510449837E-04 4.650321417E-01 2.339585227E-04 4.421462286E-05 4.063910018E-01 2.829114939E-01 1.562842932E-04 5.131667818E-03 
00L9 53670 319 36.34 1.857306162E-08 3.260415999E+00 8.193736160E+03 2.632470930E-04 5.267262015E+00 1.228129520E+03 0.000000000E+00 2.521342722E-04 4.604675123E-01 2.341556483E-04 4.402100331E-05 4.082783056E-01 2.822806242E-01 1.559476618E-04 4.456631359E-03 
0L10 54346 322 36 1.191125648E-07 3.596038156E+00 1.037401019E+04 2.737989675E-04 4.568233592E+00 1.042973628E+03 0.000000000E+00 2.489464629E-04 4.548328820E-01 2.344612505E-04 4.387411534E-05 4.114200391E-01 2.792945703E-01 1.570890379E-04 1.609098391E-03 
0L11 55012 325 35.67 2.152765818E-07 3.729253338E+00 1.235890606E+04 3.540046638E-04 5.153781902E+00 1.006048119E+03 0.000000000E+00 2.484507693E-04 4.502161957E-01 2.341154762E-04 4.352683178E-05 4.129579387E-01 2.766671907E-01 1.573256000E-04 3.047891644E-03 
0L12 55682 328 35.35 9.364146922E-07 4.028791290E+00 1.493798065E+04 3.361312658E-04 4.005065250E+00 8.190680952E+02 0.000000000E+00 2.462547378E-04 4.448488433E-01 2.341597744E-04 4.308526816E-05 4.136223939E-01 2.742167563E-01 1.571212086E-04 2.433266293E-03 
0L13 56370 331 35.02 1.716842868E-06 4.109422515E+00 1.876353136E+04 4.029597336E-04 4.337116511E+00 7.658035104E+02 0.000000000E+00 2.449879131E-04 4.394942093E-01 2.337389116E-04 4.263761302E-05 4.150579235E-01 2.710483713E-01 1.573062875E-04 7.058265427E-03 
0L14 57038 334 34.71 1.175874522E-06 4.003908311E+00 1.705024504E+04 5.023333191E-04 5.104364408E+00 7.527824733E+02 0.000000000E+00 2.468665356E-04 4.336357544E-01 2.341211646E-04 4.207013881E-05 4.143889686E-01 2.678001088E-01 1.570953014E-04 2.257118035E-03 
0L15 57700 337 34.4 6.652042428E-06 4.320257920E+00 3.187159401E+04 5.498636868E-04 4.635077786E+00 6.676107060E+02 0.000000000E+00 2.402386081E-04 4.284548560E-01 2.331932653E-04 4.145748885E-05 4.149367677E-01 2.641629614E-01 1.569390675E-04 6.628036348E-03 
0L16 58358 340 34.1 4.385381577E-06 4.215435129E+00 2.833081363E+04 6.764463159E-04 5.429235879E+00 6.616086827E+02 0.000000000E+00 2.429004498E-04 4.227127656E-01 2.329342613E-04 4.080194577E-05 4.143831993E-01 2.606623039E-01 1.565318236E-04 4.018906059E-03 
