T nFsrh nFBsrh dnsrh nF nFB dn
290 1.172268556E+00 1.14378291E+00 2.848564600E-02 1.172266633E+00 1.14331508E+00 2.895155300E-02
295 1.172308166E+00 1.14566238E+00 2.664578600E-02 1.172215276E+00 1.14513665E+00 2.707862600E-02
300 1.175530628E+00 1.149870128E+00 2.566050000E-02 1.175528303E+00 1.149867297E+00 2.566100600E-02
305 1.181696286E+00 1.156369347E+00 2.532693900E-02 1.181692399E+00 1.156365636E+00 2.532676300E-02
310 1.187203765E+00 1.162892801E+00 2.431096400E-02 1.187198718E+00 1.162887890E+00 2.431082800E-02
315 1.182636126E+00 1.168888926E+00 1.374720000E-02 1.182630055E+00 1.168883720E+00 1.374633500E-02
320 1.181246461E+00 1.173677499E+00 7.568962000E-03 1.181229458E+00 1.173634117E+00 7.595341000E-03
325 1.160363098E+00 1.170009471E+00 -9.646373000E-03 1.160344454E+00 1.169971384E+00 -9.626930000E-03
330 1.149324617E+00 1.162845400E+00 -1.352078300E-02 1.149288709E+00 1.162835658E+00 -1.354694900E-02
335 1.129387766E+00 1.140727100E+00 -1.133933400E-02 1.129366479E+00 1.140642160E+00 -1.127568100E-02
340 1.105008800E+00 1.115881164E+00 -1.087236400E-02 1.104976818E+00 1.115821741E+00 -1.084492300E-02
