N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.482190000E-04 8.767300000E-05 4.012500000E-05 1.118000000E-06
1.600000000E+01 3.439071000E-03 3.076774000E-03 2.975779000E-03 2.905837000E-03
1.700000000E+01 1.085300000E-02 1.077474900E-02 1.032255300E-02 1.034348100E-02
1.549996187E+01 1.661144000E-03 1.522659000E-03 1.428313000E-03 1.359062000E-03
1.649996187E+01 5.748032000E-03 5.665597000E-03 5.626979000E-03 5.614369000E-03
1.674996808E+01 7.977766000E-03 7.648116000E-03 7.635532000E-03 7.645508000E-03
1.624993176E+01 4.320507000E-03 4.186412000E-03 4.111674000E-03 4.065060000E-03
1.574996808E+01 2.383026000E-03 2.220050000E-03 2.109803000E-03 2.259818000E-03
1.524993176E+01 9.985000000E-04 8.948250000E-04 8.231190000E-04 7.676000000E-04
