N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 7.422210000E-04 5.967860000E-04 4.992700000E-04 4.283380000E-04
1.600000000E+01 4.946828000E-03 4.763372000E-03 4.637716000E-03 4.535974000E-03
1.700000000E+01 1.698345100E-02 1.693530200E-02 1.682212700E-02 1.674496300E-02
1.549996187E+01 1.604277000E-03 1.420114000E-03 1.269175000E-03 1.135777000E-03
1.649996187E+01 9.484521000E-03 9.372693000E-03 9.254771000E-03 9.170928000E-03
1.674996808E+01 1.275085500E-02 1.267135800E-02 1.258041300E-02 1.247825600E-02
1.624993176E+01 6.938331000E-03 6.776862000E-03 6.654332000E-03 6.566306000E-03
1.574996808E+01 3.297735000E-03 3.113521000E-03 2.980564000E-03 2.861043000E-03
1.524993176E+01 6.363510000E-04 4.824790000E-04 3.846940000E-04 3.166880000E-04
