fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
UDT0 8:42 295.7 39.21 1.000E+000 2.786E+000 8.359E-007 2.395E+003 3.068E+000 5.597E-009 1.205E-003 
UDT1 8:46 295.9 39.18 1.000E+000 2.808E+000 8.041E-007 2.390E+003 3.056E+000 5.723E-009 1.463E-003 
UDT2 8:48 296.1 39.16 1.000E+000 2.885E+000 7.658E-007 2.384E+003 3.071E+000 5.663E-009 1.544E-003 
UDT3 8:51 296.1 39.16 1.000E+000 2.778E+000 8.454E-007 2.384E+003 3.057E+000 5.728E-009 2.784E-003 
UDT4 8:53 296.2 39.14 1.000E+000 2.848E+000 7.461E-007 2.382E+003 3.089E+000 5.487E-009 1.122E-003 
UDT5 8:56 296.3 39.13 1.000E+000 2.896E+000 6.766E-007 2.379E+003 3.100E+000 5.455E-009 1.689E-003 
UDT6 8:58 296.4 39.12 1.000E+000 2.804E+000 7.822E-007 2.376E+003 3.069E+000 5.680E-009 1.155E-003 
UDT7 9:3 296.5 39.1 1.000E+000 2.871E+000 7.236E-007 2.374E+003 3.077E+000 5.662E-009 1.112E-003 
UDT8 9:5 296.5 39.1 1.000E+000 2.841E+000 7.536E-007 2.374E+003 3.076E+000 5.640E-009 1.241E-003 
UDT9 9:8 296.5 39.1 1.000E+000 3.008E+000 6.235E-007 2.374E+003 3.090E+000 5.527E-009 1.349E-003 
