fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
00L1 8:33 299.7 38.69 1.000E+000 1.437E+000 6.253E-011 6.891E+002 2.878E+000 5.655E-006 1.817E-004 1.116E-001 1.813E-004 5.259E-006 2.598E-001 5.710E-002 9.193E-005 2.185E-003 
00L2 8:55 302.4 38.34 1.000E+000 1.425E+000 9.863E-011 7.082E+002 2.857E+000 6.202E-006 1.836E-004 1.141E-001 1.832E-004 5.463E-006 2.613E-001 5.860E-002 9.306E-005 1.355E-003 
00L3 9:14 304.9 38.03 1.000E+000 1.393E+000 1.452E-010 7.107E+002 2.778E+000 6.153E-006 1.820E-004 1.132E-001 1.816E-004 5.379E-006 2.617E-001 5.810E-002 9.242E-005 8.166E-004 
00L4 9:36 307.6 37.69 1.000E+000 1.473E+000 2.363E-010 7.369E+002 2.816E+000 7.637E-006 1.839E-004 1.149E-001 1.835E-004 5.570E-006 2.642E-001 5.940E-002 9.361E-005 1.756E-003 
00L5 9:52 309.9 37.41 1.000E+000 1.430E+000 3.306E-010 7.428E+002 2.784E+000 8.059E-006 1.822E-004 1.137E-001 1.818E-004 5.477E-006 2.648E-001 5.880E-002 9.299E-005 1.741E-003 
00L6 10:19 312.8 37.07 1.000E+000 1.487E+000 5.457E-010 7.959E+002 2.876E+000 1.102E-005 1.836E-004 1.158E-001 1.832E-004 5.707E-006 2.690E-001 6.040E-002 9.432E-005 1.856E-003 
00L7 10:38 315.2 36.78 1.000E+000 1.441E+000 7.461E-010 7.768E+002 2.770E+000 1.058E-005 1.832E-004 1.134E-001 1.828E-004 5.570E-006 2.687E-001 5.910E-002 9.409E-005 2.841E-003 
00L8 11:3 317.4 36.53 1.000E+000 1.489E+000 1.044E-009 7.787E+002 2.726E+000 1.083E-005 1.874E-004 1.150E-001 1.870E-004 5.807E-006 2.700E-001 6.010E-002 9.647E-005 8.023E-004 
00L9 11:25 320.1 36.22 1.000E+000 1.525E+000 1.547E-009 7.829E+002 2.696E+000 1.187E-005 1.863E-004 1.128E-001 1.859E-004 5.683E-006 2.711E-001 5.910E-002 9.599E-005 3.895E-002 
0L10 11:49 322.2 35.98 1.000E+000 1.523E+000 2.098E-009 7.930E+002 2.688E+000 1.307E-005 1.861E-004 1.117E-001 1.857E-004 5.649E-006 2.724E-001 5.870E-002 9.607E-005 7.836E-003 
0L11 12:10 325.3 35.64 1.000E+000 1.490E+000 3.182E-009 8.045E+002 2.651E+000 1.451E-005 1.862E-004 1.100E-001 1.858E-004 5.606E-006 2.743E-001 5.800E-002 9.650E-005 2.131E-003 
0L12 12:37 328.3 35.32 1.000E+000 1.471E+000 4.597E-009 7.943E+002 2.574E+000 1.474E-005 1.870E-004 1.083E-001 1.866E-004 5.559E-006 2.749E-001 5.720E-002 9.701E-005 1.319E-002 
0L13 12:53 330.6 35.07 1.000E+000 1.540E+000 6.626E-009 8.095E+002 2.605E+000 1.749E-005 1.881E-004 1.067E-001 1.877E-004 5.543E-006 2.768E-001 5.650E-002 9.793E-005 9.073E-004 
