N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.016635321E+00 1.014849021E+00 1.013522401E+00 1.012462218E+00
1.600000000E+01 1.254162398E+00 1.251119571E+00 1.248304794E+00 1.245710589E+00
1.700000000E+01 1.298640957E+00 1.296651871E+00 1.293535469E+00 1.292650795E+00
1.549996187E+01 1.214420664E+00 1.207677840E+00 1.203303663E+00 1.198670207E+00
1.649996187E+01 1.276405285E+00 1.274575655E+00 1.272796652E+00 1.271207032E+00
1.674996808E+01 1.288291034E+00 1.284928681E+00 1.283513458E+00 1.282397625E+00
1.624993176E+01 1.265856872E+00 1.263371701E+00 1.261475188E+00 1.259595267E+00
1.574996808E+01 1.239193179E+00 1.235059173E+00 1.231669863E+00 1.229279756E+00
1.524993176E+01 1.155640181E+00 1.143266450E+00 1.132506858E+00 1.122701980E+00
