T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
310 001_310 37.401 4.609470E-1 3.706445E-1 7.859690E+1 2.685620E+1 3.873730E-1 3.466447E-1 5.000000E-1 1.000000E+10 1.000000E+10 2.300E-4 3.162E+15
310 002_310 37.401 4.601680E-1 3.699534E-1 7.854570E+1 2.674340E+1 3.865330E-1 3.459387E-1 5.000000E-1 1.468000E+10 1.468000E+10 2.300E-4 3.162E+15
310 003_310 37.401 4.590080E-1 3.689494E-1 7.848460E+1 2.658290E+1 3.853420E-1 3.449259E-1 5.000000E-1 2.154000E+10 2.154000E+10 2.300E-4 3.162E+15
310 004_310 37.401 4.573820E-1 3.674972E-1 7.840440E+1 2.635750E+1 3.837010E-1 3.434632E-1 5.000000E-1 3.162000E+10 3.162000E+10 2.300E-4 3.162E+15
310 005_310 37.401 4.551660E-1 3.654112E-1 7.829880E+1 2.604580E+1 3.814940E-1 3.413647E-1 5.000000E-1 4.642000E+10 4.642000E+10 2.300E-4 3.162E+15
310 006_310 37.401 4.522250E-1 3.624430E-1 7.816510E+1 2.562350E+1 3.786040E-1 3.383940E-1 5.000000E-1 6.813000E+10 6.813000E+10 2.300E-4 3.162E+15
310 007_310 37.401 4.483690E-1 3.582764E-1 7.801690E+1 2.506530E+1 3.749320E-1 3.342645E-1 5.000000E-1 1.000000E+11 1.000000E+11 2.300E-4 3.162E+15
310 008_310 37.401 4.435600E-1 3.525359E-1 7.785320E+1 2.434800E+1 3.704590E-1 3.286186E-1 5.000000E-1 1.468000E+11 1.468000E+11 2.300E-4 3.162E+15
310 009_310 37.401 4.378890E-1 3.448250E-1 7.766780E+1 2.345500E+1 3.652250E-1 3.211026E-1 5.000000E-1 2.154000E+11 2.154000E+11 2.300E-4 3.162E+15
310 010_310 37.401 4.315120E-1 3.348053E-1 7.745950E+1 2.238160E+1 3.593850E-1 3.113867E-1 5.000000E-1 3.162000E+11 3.162000E+11 2.300E-4 3.162E+15
310 011_310 37.401 4.245860E-1 3.223127E-1 7.723830E+1 2.114010E+1 3.530760E-1 2.993695E-1 5.000000E-1 4.642000E+11 4.642000E+11 2.300E-4 3.162E+15
310 012_310 37.401 4.174520E-1 3.074716E-1 7.698530E+1 1.976290E+1 3.465330E-1 2.851506E-1 5.000000E-1 6.813000E+11 6.813000E+11 2.300E-4 3.162E+15
310 013_310 37.401 4.102970E-1 2.907297E-1 7.670310E+1 1.829920E+1 3.398930E-1 2.691903E-1 5.000000E-1 1.000000E+12 1.000000E+12 2.300E-4 3.162E+15
310 014_310 37.401 4.030860E-1 2.727520E-1 7.642220E+1 1.680420E+1 3.332710E-1 2.521086E-1 5.000000E-1 1.468000E+12 1.468000E+12 2.300E-4 3.162E+15
310 015_310 37.401 3.959760E-1 2.542012E-1 7.611850E+1 1.532380E+1 3.266890E-1 2.345317E-1 5.000000E-1 2.154000E+12 2.154000E+12 2.300E-4 3.162E+15
310 016_310 37.401 3.889320E-1 2.355407E-1 7.578470E+1 1.388520E+1 3.200880E-1 2.168965E-1 5.000000E-1 3.162000E+12 3.162000E+12 2.300E-4 3.162E+15
310 017_310 37.401 3.817540E-1 2.169819E-1 7.543540E+1 1.249720E+1 3.134080E-1 1.993756E-1 5.000000E-1 4.642000E+12 4.642000E+12 2.300E-4 3.162E+15
310 018_310 37.401 3.743560E-1 1.985861E-1 7.506040E+1 1.116030E+1 3.065330E-1 1.820402E-1 5.000000E-1 6.813000E+12 6.813000E+12 2.300E-4 3.162E+15
310 019_310 37.401 3.667300E-1 1.804122E-1 7.463740E+1 9.876400E+0 2.994040E-1 1.649341E-1 5.000000E-1 1.000000E+13 1.000000E+13 2.300E-4 3.162E+15
310 020_310 37.401 3.588250E-1 1.626014E-1 7.415760E+1 8.653500E+0 2.919630E-1 1.481955E-1 5.000000E-1 1.468000E+13 1.468000E+13 2.300E-4 3.162E+15
310 021_310 37.401 3.505690E-1 1.453713E-1 7.361970E+1 7.503700E+0 2.841890E-1 1.320195E-1 5.000000E-1 2.154000E+13 2.154000E+13 2.300E-4 3.162E+15
310 022_310 37.401 3.419030E-1 1.289619E-1 7.301930E+1 6.439200E+0 2.760450E-1 1.166333E-1 5.000000E-1 3.162000E+13 3.162000E+13 2.300E-4 3.162E+15
310 023_310 37.401 3.328610E-1 1.135861E-1 7.232630E+1 5.469100E+0 2.674900E-1 1.022294E-1 5.000000E-1 4.642000E+13 4.642000E+13 2.300E-4 3.162E+15
310 024_310 37.401 3.233940E-1 9.940289E-2 7.152160E+1 4.598300E+0 2.584860E-1 8.894702E-2 5.000000E-1 6.813000E+13 6.813000E+13 2.300E-4 3.162E+15
310 025_310 37.401 3.134350E-1 8.650956E-2 7.058190E+1 3.827700E+0 2.489360E-1 7.688090E-2 5.000000E-1 1.000000E+14 1.000000E+14 2.300E-4 3.162E+15
