fname time Tem kT_1 n Rs Io Rsh Iph Voc Isc FF Pm Vm Im rmsre 
00L1 26084 299.7 38.686 1.149039932E+00 4.092851359E-01 1.149525323E-09 5.107457548E+02 1.712792966E-04 8.934384022E-02 1.316030151E-04 -6.243954664E-01 -7.341591163E-06 4.630702872E-02 7.012960857E-05 1.373902870E-01 
00L2 26206 299.84 38.668 1.149632630E+00 4.088359370E-01 1.174587925E-09 5.093355030E+02 1.716738274E-04 8.936881618E-02 1.316291457E-04 -6.202350971E-01 -7.296160951E-06 4.600993967E-02 7.110918737E-05 1.402090414E-01 
00L3 26290 299.88 38.663 1.147368817E+00 4.132153030E-01 1.145200414E-09 5.109249331E+02 1.713989176E-04 8.949639263E-02 1.325527363E-04 -6.169393694E-01 -7.318746640E-06 4.639878778E-02 7.093180415E-05 1.377084055E-01 
00L4 26380 299.93 38.656 1.148314058E+00 4.035094822E-01 1.165391873E-09 5.059448870E+02 1.724434774E-04 8.919810238E-02 1.320666667E-04 -6.210865742E-01 -7.316459502E-06 4.581260920E-02 7.127533521E-05 1.437868404E-01 
00L5 26466 299.93 38.656 1.151674230E+00 4.099610640E-01 1.224101094E-09 5.111301484E+02 1.712505099E-04 8.946824627E-02 1.313247525E-04 -6.209995154E-01 -7.296368785E-06 4.612313700E-02 7.125807726E-05 1.386545759E-01 
00L6 26552 299.95 38.654 1.142318642E+00 4.251109568E-01 1.083888289E-09 5.109185669E+02 1.709813584E-04 8.935331383E-02 1.328557789E-04 -6.096668380E-01 -7.237418504E-06 4.602519989E-02 7.108128914E-05 1.393414721E-01 
00L7 26642 299.94 38.655 1.139558663E+00 4.197486898E-01 1.040731494E-09 4.973997309E+02 1.817722263E-04 8.915245056E-02 1.322340000E-04 -6.220329689E-01 -7.333137432E-06 4.584202127E-02 7.124341096E-05 1.515576195E-01 
00L8 26726 299.96 38.652 1.148756907E+00 4.070377419E-01 1.180720801E-09 5.108064347E+02 1.713147306E-04 8.945518494E-02 1.338182292E-04 -6.036999158E-01 -7.226731372E-06 4.592601776E-02 7.138757075E-05 1.363531847E-01 
00L9 26814 299.95 38.654 1.137056093E+00 4.339891136E-01 1.009859501E-09 4.967046781E+02 1.824928833E-04 8.942377567E-02 1.322571429E-04 -6.192058009E-01 -7.323305566E-06 4.613960738E-02 7.100928188E-05 1.519294279E-01 
0L10 26902 299.96 38.652 1.146944718E+00 4.207678120E-01 1.161316056E-09 5.107177660E+02 1.709690287E-04 8.913829136E-02 1.319666667E-04 -6.261901827E-01 -7.366052446E-06 4.607276034E-02 7.110775894E-05 1.348172596E-01 
0L11 26986 299.98 38.65 1.144561246E+00 4.125294626E-01 1.117219444E-09 4.976891409E+02 1.818120614E-04 8.918450603E-02 1.324340000E-04 -6.161922808E-01 -7.277884538E-06 4.596692076E-02 7.137044754E-05 1.514814413E-01 
0L12 27104 300.03 38.643 1.125091341E+00 4.909908184E-01 9.365343969E-10 5.096107668E+02 1.557916350E-04 7.986442566E-02 1.165990099E-04 -5.955571149E-01 -5.545895127E-06 4.104039159E-02 6.213259813E-05 1.277740568E-01 
