fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
UL01 10:12:14 301.3 38.48 1.000E+000 8.551E-001 1.194E-006 9.581E+003 2.607E+000 1.552E-008 1.906E-004 2.031E-001 1.905E-004 1.591E-005 4.111E-001 1.275E-001 1.247E-004 6.521E-002 
UL02 10:43:50 304.5 38.08 1.000E+000 8.517E-001 1.499E-006 8.492E+003 2.557E+000 1.841E-008 1.892E-004 1.942E-001 1.892E-004 1.484E-005 4.039E-001 1.211E-001 1.224E-004 3.368E-003 
UL03 11:05:12 307.4 37.72 1.000E+000 9.143E-001 1.371E-006 7.575E+003 2.544E+000 2.013E-008 1.733E-004 1.788E-001 1.732E-004 1.204E-005 3.890E-001 1.097E-001 1.097E-004 1.528E-002 
UL04 11:24:22 309.5 37.46 1.000E+000 8.432E-001 1.399E-006 6.951E+003 2.558E+000 2.095E-008 1.808E-004 1.754E-001 1.807E-004 1.218E-005 3.842E-001 1.071E-001 1.136E-004 3.158E-003 
UL05 11:44:38 312.1 37.15 1.000E+000 9.567E-001 1.292E-006 6.228E+003 2.566E+000 2.216E-008 1.787E-004 1.664E-001 1.787E-004 1.113E-005 3.744E-001 1.006E-001 1.105E-004 1.693E-002 
UL06 12:02:06 315 36.81 1.000E+000 9.850E-001 1.135E-006 5.484E+003 2.578E+000 2.303E-008 1.726E-004 1.536E-001 1.725E-004 9.581E-006 3.614E-001 9.140E-002 1.047E-004 5.262E-003 
UL07 12:21:24 317.8 36.48 1.000E+000 8.939E-001 1.155E-006 4.828E+003 2.549E+000 2.559E-008 1.815E-004 1.492E-001 1.814E-004 9.674E-006 3.575E-001 8.840E-002 1.093E-004 1.026E+000 
UL08 12:37:46 321.1 36.11 1.000E+000 8.163E-001 1.336E-006 4.134E+003 2.515E+000 2.918E-008 1.757E-004 1.382E-001 1.756E-004 8.427E-006 3.473E-001 8.090E-002 1.040E-004 1.600E-001 
UL09 12:56:54 324.7 35.71 1.000E+000 8.664E-001 1.326E-006 3.475E+003 2.511E+000 3.169E-008 1.918E-004 1.333E-001 1.917E-004 8.729E-006 3.417E-001 7.750E-002 1.125E-004 2.784E-003 
UL10 13:15:16 327.2 35.43 1.000E+000 8.746E-001 1.398E-006 3.078E+003 2.497E+000 3.459E-008 1.896E-004 1.262E-001 1.895E-004 8.002E-006 3.346E-001 7.270E-002 1.099E-004 2.099E-003 
UL11 13:34:30 330.9 35.04 1.000E+000 8.606E-001 1.407E-006 2.579E+003 2.474E+000 3.800E-008 1.774E-004 1.108E-001 1.773E-004 6.312E-006 3.214E-001 6.270E-002 1.005E-004 2.949E-003 
UL12 13:52:54 333.7 34.74 1.000E+000 8.220E-001 1.591E-006 2.273E+003 2.432E+000 4.257E-008 1.800E-004 1.051E-001 1.798E-004 5.994E-006 3.170E-001 5.910E-002 1.012E-004 2.344E-003 
UL13 14:08:20 337.4 34.36 1.000E+000 8.487E-001 1.544E-006 1.964E+003 2.428E+000 4.594E-008 1.852E-004 9.743E-002 1.851E-004 5.596E-006 3.104E-001 5.420E-002 1.031E-004 1.942E-003 
UL14 14:26:52 340.8 34.02 1.000E+000 9.214E-001 1.544E-006 1.774E+003 2.453E+000 4.702E-008 1.898E-004 8.998E-002 1.895E-004 5.193E-006 3.045E-001 4.960E-002 1.045E-004 1.289E-002 
