N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 -1.701078100E-02 -2.432966500E-02 -3.121058100E-02 -3.691049900E-02
1.016672606E+01 -1.777930200E-02 -2.503896700E-02 -3.182087000E-02 -3.737121200E-02
1.033324570E+01 -1.821490500E-02 -2.532016600E-02 -3.189536700E-02 -3.717808100E-02
1.049996187E+01 -1.831939000E-02 -2.516515900E-02 -3.140995900E-02 -3.628572900E-02
1.066670514E+01 -1.807553500E-02 -2.453579700E-02 -3.030072700E-02 -3.460260200E-02
1.083333839E+01 -1.744119900E-02 -2.335952600E-02 -2.846456100E-02 -3.199997300E-02
1.100000000E+01 -1.634577700E-02 -2.153213200E-02 -2.577312500E-02 -2.830613900E-02
1.116672606E+01 -1.469330100E-02 -1.893379800E-02 -2.210932100E-02 -2.352623900E-02
1.133324570E+01 -1.237705900E-02 -1.546660300E-02 -1.743314500E-02 -1.767826600E-02
1.149996187E+01 -9.313604000E-03 -1.111822100E-02 -1.186968600E-02 -1.107366800E-02
1.166670514E+01 -5.498882000E-03 -6.040074000E-03 -5.777594000E-03 -4.283194000E-03
1.183333839E+01 -1.074972000E-03 -5.952970000E-04 2.768910000E-04 2.007257000E-03
1.200000000E+01 3.632792000E-03 4.690819000E-03 5.688593000E-03 7.251192000E-03
1.216672606E+01 8.166267000E-03 9.303137000E-03 1.005201100E-02 1.124683000E-02
1.233324570E+01 1.208788200E-02 1.294024500E-02 1.329237100E-02 1.412758800E-02
1.249996187E+01 1.515201100E-02 1.559342200E-02 1.559457900E-02 1.618254500E-02
1.266670514E+01 1.736285000E-02 1.745332900E-02 1.722702500E-02 1.768249300E-02
1.283333839E+01 1.888823500E-02 1.875482100E-02 1.841153800E-02 1.880910200E-02
1.300000000E+01 1.992805100E-02 1.967980500E-02 1.928723800E-02 1.966321800E-02
