N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.039731711E+00 1.036058933E+00 1.032742748E+00 1.029851898E+00
1.600000000E+01 1.243401187E+00 1.241199254E+00 1.238444988E+00 1.239120386E+00
1.700000000E+01 1.348399269E+00 1.346846465E+00 1.345341878E+00 1.345083886E+00
1.549996187E+01 1.012078679E+00 1.010948283E+00 1.010161509E+00 1.009590726E+00
1.649996187E+01 1.304375900E+00 1.303251186E+00 1.301838972E+00 1.300773336E+00
1.674996808E+01 1.326752261E+00 1.324116360E+00 1.323495366E+00 1.322606218E+00
1.624993176E+01 1.281076691E+00 1.279034496E+00 1.277458457E+00 1.276083880E+00
1.574996808E+01 1.158510616E+00 1.155543175E+00 1.158059549E+00 1.160581880E+00
1.524993176E+01 1.017992007E+00 1.016250276E+00 1.014852796E+00 1.013751270E+00
