N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.021954222E+00 1.019810821E+00 1.018068549E+00 1.016674761E+00
1.600000000E+01 1.261713966E+00 1.259632918E+00 1.258022049E+00 1.256929283E+00
1.700000000E+01 1.340220055E+00 1.339035909E+00 1.337085268E+00 1.336621736E+00
1.549996187E+01 1.146694713E+00 1.144690106E+00 1.146664472E+00 1.148886992E+00
1.649996187E+01 1.299877849E+00 1.299034919E+00 1.297708776E+00 1.297108199E+00
1.674996808E+01 1.319800846E+00 1.317230674E+00 1.316452750E+00 1.315817455E+00
1.624993176E+01 1.282517591E+00 1.280812628E+00 1.279412934E+00 1.278361309E+00
1.574996808E+01 1.227188182E+00 1.224961686E+00 1.223861872E+00 1.224087375E+00
1.524993176E+01 1.014430616E+00 1.013091703E+00 1.012116558E+00 1.011395786E+00
