N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.176990117E+00 1.176343211E+00 1.176101981E+00 1.175003181E+00
1.600000000E+01 1.257595379E+00 1.255986795E+00 1.254874635E+00 1.252952642E+00
1.700000000E+01 1.328508692E+00 1.326254774E+00 1.324146164E+00 1.324073980E+00
1.549996187E+01 1.231232005E+00 1.228662693E+00 1.228231150E+00 1.227302294E+00
1.649996187E+01 1.287768359E+00 1.285551724E+00 1.284718543E+00 1.283933907E+00
1.674996808E+01 1.306822862E+00 1.303384382E+00 1.302937121E+00 1.302461290E+00
1.624993176E+01 1.271339923E+00 1.269865264E+00 1.268731199E+00 1.268016072E+00
1.574996808E+01 1.244653085E+00 1.243020167E+00 1.241018206E+00 1.240421411E+00
1.524993176E+01 1.213161437E+00 1.211457601E+00 1.210713989E+00 1.210040363E+00
