Epoch TrainLoss ValidLoss
1 0.2259074153508803 0.07123904111744188 
2 0.10211678648597063 0.0842290207650899 
3 0.07845061941158891 0.05336769686267764 
4 0.06700225291830121 0.05267548643935068 
5 0.05930155087172082 0.03544054344445411 
6 0.05253426910139093 0.028242588459866446 
7 0.050321842450385144 0.04182728017834572 
8 0.04461644301872061 0.11149639257706592 
9 0.04715499933967084 0.019328592878406967 
10 0.03745820743236879 0.029198225329744955 
11 0.035612622839633866 0.03283323142825096 
12 0.031775725006756156 0.03140708747218349 
13 0.03026964296265082 0.02102884027849769 
14 0.026704231295621755 0.02065817924003496 
15 0.029917941149136033 0.01308071694640012 
16 0.023342139252207496 0.015318314999802884 
17 0.028039765528958253 0.03412523641845092 
18 0.021119892604159887 0.009558741025407443 
19 0.021334898406846655 0.008238179656255024 
20 0.020047663861678708 0.007945712383517519 
21 0.017526834624885308 0.04964909086763432 
22 0.017267779160704877 0.007884311006358438 
23 0.022839269451495975 0.013434521012887871 
24 0.016664848624531065 0.022958777663102975 
25 0.017820161011333418 0.011619408953947556 
26 0.01526152893118184 0.006396316884732649 
27 0.016562778042271884 0.007245307282015248 
28 0.011171158716534122 0.02406400430459924 
29 0.015492542270458105 0.005124938074409433 
30 0.021030768671646865 0.019806513467242205 
31 0.00947358561017447 0.007010120103119545 
32 0.008046996471406234 0.008375585867532556 
33 0.019860704214584947 0.01681609607857776 
34 0.01555928152348056 0.02727446971114785 
35 0.0152536694308122 0.008943547929104198 
36 0.007134794667927605 0.004000078227953449 
37 0.009500155956418526 0.021496885333010685 
38 0.01712813580226191 0.007527641896179536 
39 0.016733679186816168 0.024303786199074764 
40 0.008117984115381283 0.005800092207799763 
41 0.0096888913723706 0.009856712470419202 
42 0.008009298274763908 0.012263553923186335 
43 0.013870573838852873 0.007938353966440976 
44 0.007245866386370376 0.005014969863230099 
45 0.01600521757686981 0.007551152040860122 
46 0.0072433883995570315 0.006197354716246351 
47 0.007860864860278488 0.008965415361550608 
48 0.005159688462569105 0.0028123486639442773 
49 0.005724934941214142 0.009882039458482829 
50 0.01660796914738838 0.046748908200789197 
51 0.014985178176106678 0.00589411876921274 
52 0.005500545077853733 0.00534474138386185 
53 0.007073913390211987 0.006239635002300823 
54 0.007621732577229991 0.004945272854513513 
55 0.009043896540547863 0.00854063057121113 
56 0.007728280615061521 0.0055642246224073275 
57 0.014085219184106046 0.006096111114306558 
58 0.012725161409739292 0.003051294185560561 
59 0.006409855399807595 0.010205295228482597 
60 0.005658341404727914 0.003727894182009914 
61 0.00848587960170375 0.07293356802231611 
62 0.01160721172083809 0.002964302781938218 
63 0.005369511101846442 0.0031429944700982686 
64 0.005488511992223335 0.007668269649379852 
65 0.008949205018053151 0.07478007993856547 
66 0.005732748086705352 0.003771392061492419 
67 0.007892729410017379 0.007242571459880246 
68 0.004596528180940735 0.004244357583744318 
69 0.004963978264593717 0.004972099814696082 
70 0.005024394301001472 0.004327688030322423 
71 0.018898266600426098 0.008036728962582772 
72 0.006989237778942392 0.0028932172656115475 
73 0.008359020445044293 0.0037652790554848674 
74 0.004646308308053348 0.003188381559072854 
75 0.004013117606403551 0.002530853981408633 
76 0.005267680227135619 0.004623016236205552 
77 0.008644200969600316 0.010202639799119615 
78 0.008028447862601642 0.013558634974888724 
79 0.02743251545170341 0.05609251883672076 
80 0.028875872527521967 0.004581159199681098 
81 0.007703244936323226 0.0033182785262240245 
82 0.005513458826597968 0.0030511914958950078 
83 0.002953103102320297 0.0034333037218682873 
84 0.0031296533324727508 0.004888103641545022 
85 0.005224036114459688 0.00614706334859619 
86 0.00819308267033311 0.005947809947750513 
87 0.004294593240426044 0.0074316541399414675 
88 0.003996752993457696 0.0032224011961325036 
89 0.0040322117979421914 0.004938183350814208 
90 0.0077568260757722935 0.005554035857182118 
91 0.003950754758685527 0.005394948096340751 
92 0.005594033978766564 0.003839304077153395 
93 0.00664507794439454 0.0032532088617637533 
94 0.005444579856451413 0.0032756787115753314 
95 0.0030991591481360223 0.0026339404428991136 
96 0.006983708709779412 0.003142591603876695 
97 0.007374761079165219 0.003286036377998757 
98 0.0033022515478384014 0.002664274417681768 
99 0.003312543625821068 0.003982121928660701 
100 0.008392103448227951 0.005707317580797779 
101 0.004530648843187726 0.0029402525665110976 
102 0.007777858680245852 0.006278106332108412 
103 0.012231139738225576 0.014142420224568577 
104 0.005695089056673977 0.0029850888245337498 
105 0.005834177770962318 0.0042129027954858145 
106 0.00385008396536601 0.002366418144618232 
107 0.002727524870479799 0.002705252547992547 
108 0.016081591384729952 0.0032840295807978048 
109 0.004170391293393091 0.0022046032439918557 
110 0.0045472210733492795 0.002961418290542785 
111 0.0024964257773068366 0.002909953632081607 
112 0.00465027176786327 0.003124004749797976 
113 0.0029897051749732157 0.0021766548531368143 
114 0.0031127094215704035 0.0015699913665665976 
115 0.01587010298262943 0.0185788003898179 
116 0.007859537837443628 0.0034520703454662474 
117 0.0078121523446958475 0.0034785742945743388 
118 0.0020528365947832966 0.0019206387953302618 
119 0.002863972953511308 0.003322084766581812 
120 0.003571759320268727 0.004000308127706341 
121 0.0035841963080444723 0.0038723327995749397 
122 0.005795327147073818 0.00430065194727229 
123 0.003426331386421666 0.0035398436028872883 
124 0.011516929156363312 0.007271886163298778 
125 0.004171796647634244 0.0025265603986284538 
126 0.002691172183444253 0.0029101053055138504 
127 0.006124943736075151 0.007056850359098152 
128 0.004641862113329798 0.007854239722244478 
129 0.0024457653172389425 0.003096753840232131 
130 0.00505251261934337 0.0021359529486861396 
131 0.0029091018947838532 0.005074119635182073 
132 0.004310890733367867 0.002259996156025536 
133 0.003139597172463181 0.006870728636679378 
134 0.003187751882399122 0.002922393602393891 
135 0.002893719079400968 0.0016945892729666836 
136 0.003905504058143406 0.0030355339166292868 
137 0.002214687354919134 0.001958312627245324 
138 0.005612153922057137 0.0033879513514689435 
139 0.009629427416099593 0.003401281650024261 
140 0.0028622055889455356 0.0015207523475358946 
141 0.005819009216803343 0.0024889570370004543 
142 0.0054568411752280565 0.013302808600962331 
143 0.0039966129118604865 0.0022449576423613418 
144 0.0028176806873519613 0.002068973708606593 
145 0.00231778908635706 0.004122987088228437 
146 0.004570260662745421 0.00159879630195255 
147 0.003579235322472423 0.002625638809156882 
148 0.00321848801339064 0.0049004677901102805 
149 0.0028774742889312106 0.0019938659201060313 
150 0.00719888033319942 0.0021205474449747064 
151 0.002336195970415091 0.0024635663460862833 
152 0.002253064516480222 0.002759972755384506 
153 0.009779279195289646 0.006568218473658059 
154 0.006308634896433413 0.009425575497146711 
155 0.010249970035674521 0.005670374087013216 
156 0.003729838958875549 0.0022720106494480722 
157 0.004485219529425406 0.002051625807159371 
158 0.0023688412470874763 0.0025002614990702675 
159 0.0033001937141848934 0.0032959155513427557 
160 0.0018958476416606718 0.0018601601969985406 
161 0.002767725165971 0.0025384776123494796 
162 0.004925666763823517 0.0018392466037646246 
163 0.0027871164890250774 0.011695539633951089 
164 0.002691071904217354 0.021854780427918333 
165 0.015617238758150676 0.003118781560548184 
166 0.003084319672274469 0.006632001694315192 
167 0.0037733321783669066 0.0029985957161738756 
168 0.0022693112518901775 0.0019293989714047818 
169 0.01836278824523242 0.009933890585973087 
170 0.004086616135155312 0.0032161593250495564 
