Ytrue Ypred RSE
10000000000.000000 10084923392.000000 0.000072
14679999999.999989 14702325760.000000 0.000002
21540000000.000042 20614225920.000000 0.001930
31620000000.000057 31112929280.000000 0.000261
46420000000.000084 47544696832.000000 0.000573
68129999999.999977 65400680448.000000 0.001672
100000000000.000000 105984606208.000000 0.003379
146799999999.999878 144699228160.000000 0.000208
215400000000.000427 210657968128.000000 0.000496
316200000000.000610 308540506112.000000 0.000601
464200000000.000854 447612059648.000000 0.001324
681299999999.999756 694537617408.000000 0.000370
1000000000000.000000 1021042229248.000000 0.000434
1467999999999.998779 1486591361024.000000 0.000158
2154000000000.004395 2202067533824.000000 0.000487
3162000000000.005859 3111716651008.000000 0.000257
4642000000000.007812 4833941127168.000000 0.001642
6812999999999.998047 6495755829248.000000 0.002274
10000000000000.000000 9240254087168.000000 0.006247
14679999999999.988281 14081014628352.000000 0.001736
21540000000000.042969 20878591000576.000000 0.000973
31620000000000.058594 29839039922176.000000 0.003362
46420000000000.085938 41100018450432.000000 0.014835
68129999999999.976562 61341993795584.000000 0.011025
100000000000000.000000 91719253098496.000000 0.007476
10000000000.000000 10165833728.000000 0.000271
14679999999.999989 14927739904.000000 0.000280
21540000000.000042 22351814656.000000 0.001369
31620000000.000057 33148358656.000000 0.002229
46420000000.000084 47663865856.000000 0.000699
68129999999.999977 68968488960.000000 0.000150
100000000000.000000 98786713600.000000 0.000149
146799999999.999878 145331322880.000000 0.000101
215400000000.000427 211510378496.000000 0.000332
316200000000.000610 297450307584.000000 0.003738
464200000000.000854 456851226624.000000 0.000255
681299999999.999756 705824489472.000000 0.001251
1000000000000.000000 1048158011392.000000 0.002213
1467999999999.998779 1563745845248.000000 0.003993
2154000000000.004395 2309879234560.000000 0.004884
3162000000000.005859 3576099241984.000000 0.015165
4642000000000.007812 4801020035072.000000 0.001135
6812999999999.998047 6631115980800.000000 0.000732
10000000000000.000000 10396032303104.000000 0.001509
14679999999999.988281 14420849721344.000000 0.000317
21540000000000.042969 18978135080960.000000 0.016055
31620000000000.058594 28520885518336.000000 0.010650
46420000000000.085938 41698646294528.000000 0.011516
68129999999999.976562 62652294365184.000000 0.007029
100000000000000.000000 93995560599552.000000 0.003836
10000000000.000000 9807128576.000000 0.000379
14679999999.999989 14049079296.000000 0.001930
21540000000.000042 20996200448.000000 0.000654
31620000000.000057 31086364672.000000 0.000290
46420000000.000084 43507499008.000000 0.004200
68129999999.999977 61964214272.000000 0.009005
100000000000.000000 91655430144.000000 0.007597
146799999999.999878 132568498176.000000 0.010407
215400000000.000427 220032761856.000000 0.000453
316200000000.000610 303006515200.000000 0.001817
464200000000.000854 422917832704.000000 0.008681
681299999999.999756 651692998656.000000 0.001974
1000000000000.000000 966213500928.000000 0.001181
