N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe Jsc_FeB Eta_FeB Voc_FeB FF_FeB Jsc_e Eta_e Voc_e FF_e
1.300000E+10 4.500E+15 293 2.000E-4 2.733756E-1 2.507890E+1 4.616260E-1 7.949130E+1 2.733196E-1 2.507540E+1 4.616460E-1 7.949290E+1 -2.0488834E-02 -1.3957903E-02 4.3323239E-03 2.0127584E-03
1.693000E+10 4.500E+15 293 2.000E-4 2.730698E-1 2.504370E+1 4.615170E-1 7.948740E+1 2.730355E-1 2.504270E+1 4.615430E-1 7.948950E+1 -1.2562469E-02 -3.9931796E-03 5.6332779E-03 2.6418584E-03
2.206000E+10 4.500E+15 293 2.000E-4 2.726735E-1 2.499810E+1 4.613750E-1 7.948230E+1 2.726672E-1 2.500030E+1 4.614100E-1 7.948510E+1 -2.3105089E-03 8.7998944E-03 7.5854446E-03 3.5226728E-03
2.874000E+10 4.500E+15 293 2.000E-4 2.721607E-1 2.493910E+1 4.611920E-1 7.947580E+1 2.721905E-1 2.494550E+1 4.612380E-1 7.947940E+1 1.0948215E-02 2.5655930E-02 9.9731592E-03 4.5294756E-03
3.743000E+10 4.500E+15 293 2.000E-4 2.714985E-1 2.486310E+1 4.609560E-1 7.946740E+1 2.715745E-1 2.487470E+1 4.610170E-1 7.947200E+1 2.7984954E-02 4.6633728E-02 1.3231616E-02 5.7882021E-03
4.876000E+10 4.500E+15 293 2.000E-4 2.706455E-1 2.476530E+1 4.606530E-1 7.945650E+1 2.707805E-1 2.478380E+1 4.607330E-1 7.946240E+1 4.9855880E-02 7.4645535E-02 1.7363636E-02 7.4248953E-03
6.352000E+10 4.500E+15 293 2.000E-4 2.695503E-1 2.464010E+1 4.602670E-1 7.944270E+1 2.697602E-1 2.466710E+1 4.603700E-1 7.945020E+1 7.7809847E-02 1.0945754E-01 2.2373308E-02 9.4398755E-03
8.274000E+10 4.500E+15 293 2.000E-4 2.681501E-1 2.448050E+1 4.597610E-1 7.942760E+1 2.684544E-1 2.451820E+1 4.599020E-1 7.943550E+1 1.1335258E-01 1.5376333E-01 3.0658706E-02 9.9451756E-03
1.078000E+11 4.500E+15 293 2.000E-4 2.663696E-1 2.427830E+1 4.591020E-1 7.941180E+1 2.667913E-1 2.432930E+1 4.592810E-1 7.942200E+1 1.5806363E-01 2.0962379E-01 3.8973961E-02 1.2842789E-02
1.404000E+11 4.500E+15 293 2.000E-4 2.641206E-1 2.402400E+1 4.582830E-1 7.939090E+1 2.646869E-1 2.409120E+1 4.585070E-1 7.940380E+1 2.1395090E-01 2.7894003E-01 4.8854216E-02 1.6246074E-02
1.829000E+11 4.500E+15 293 2.000E-4 2.613038E-1 2.370720E+1 4.572740E-1 7.936310E+1 2.620452E-1 2.379380E+1 4.575530E-1 7.937930E+1 2.8292829E-01 3.6396036E-01 6.0976543E-02 2.0408343E-02
2.382000E+11 4.500E+15 293 2.000E-4 2.578127E-1 2.331670E+1 4.560480E-1 7.932570E+1 2.587619E-1 2.342630E+1 4.563920E-1 7.934610E+1 3.6682371E-01 4.6785024E-01 7.5373801E-02 2.5710148E-02
3.103000E+11 4.500E+15 293 2.000E-4 2.535412E-1 2.282800E+1 4.545820E-1 7.922620E+1 2.547306E-1 2.296360E+1 4.550000E-1 7.925160E+1 4.6692466E-01 5.9049975E-01 9.1868132E-02 3.2049826E-02
4.042000E+11 4.500E+15 293 2.000E-4 2.483947E-1 2.226270E+1 4.528560E-1 7.916560E+1 2.498531E-1 2.242630E+1 4.533560E-1 7.919450E+1 5.8370298E-01 7.2950063E-01 1.1028860E-01 3.6492433E-02
5.266000E+11 4.500E+15 293 2.000E-4 2.423056E-1 2.160180E+1 4.508570E-1 7.909500E+1 2.440537E-1 2.179520E+1 4.514480E-1 7.912760E+1 7.1627679E-01 8.8735134E-01 1.3091209E-01 4.1199278E-02
6.859000E+11 4.500E+15 293 2.000E-4 2.352492E-1 2.084500E+1 4.484920E-1 7.902790E+1 2.372946E-1 2.106830E+1 4.492190E-1 7.905780E+1 8.6196652E-01 1.0598862E+00 1.6183643E-01 3.7820430E-02
8.935000E+11 4.500E+15 293 2.000E-4 2.272577E-1 1.999760E+1 4.458300E-1 7.894970E+1 2.295913E-1 2.024940E+1 4.466430E-1 7.898720E+1 1.0164148E+00 1.2434936E+00 1.8202457E-01 4.7476047E-02
1.164000E+12 4.500E+15 293 2.000E-4 2.184260E-1 1.905890E+1 4.429540E-1 7.879450E+1 2.210202E-1 1.933520E+1 4.438510E-1 7.883910E+1 1.1737389E+00 1.4290000E+00 2.0209485E-01 5.6570915E-02
1.516000E+12 4.500E+15 293 2.000E-4 2.089047E-1 1.807520E+1 4.398780E-1 7.867990E+1 2.117161E-1 1.837030E+1 4.408640E-1 7.872590E+1 1.3279103E+00 1.6063973E+00 2.2365174E-01 5.8430580E-02
1.975000E+12 4.500E+15 293 2.000E-4 1.988807E-1 1.705260E+1 4.364550E-1 7.858160E+1 2.018556E-1 1.736130E+1 4.375580E-1 7.862600E+1 1.4737763E+00 1.7780927E+00 2.5208087E-01 5.6469870E-02
2.573000E+12 4.500E+15 293 2.000E-4 1.885482E-1 1.599850E+1 4.329380E-1 7.839550E+1 1.916310E-1 1.631530E+1 4.340960E-1 7.845220E+1 1.6087168E+00 1.9417357E+00 2.6676127E-01 7.2273308E-02
3.351000E+12 4.500E+15 293 2.000E-4 1.780810E-1 1.495520E+1 4.292740E-1 7.825320E+1 1.812218E-1 1.527370E+1 4.305370E-1 7.830410E+1 1.7331248E+00 2.0852839E+00 2.9335458E-01 6.5002982E-02
4.366000E+12 4.500E+15 293 2.000E-4 1.676142E-1 1.392380E+1 4.253500E-1 7.812000E+1 1.707735E-1 1.424120E+1 4.266830E-1 7.817740E+1 1.8499943E+00 2.2287448E+00 3.1240992E-01 7.3422754E-02
5.687000E+12 4.500E+15 293 2.000E-4 1.572403E-1 1.290180E+1 4.213710E-1 7.789040E+1 1.603893E-1 1.321520E+1 4.227500E-1 7.796090E+1 1.9633479E+00 2.3715116E+00 3.2619752E-01 9.0429946E-02
7.408000E+12 4.500E+15 293 2.000E-4 1.470188E-1 1.191660E+1 4.171280E-1 7.772670E+1 1.501367E-1 1.222320E+1 4.186460E-1 7.778830E+1 2.0767074E+00 2.5083448E+00 3.6259752E-01 7.9189287E-02
9.650000E+12 4.500E+15 293 2.000E-4 1.369910E-1 1.095190E+1 4.127560E-1 7.747600E+1 1.400611E-1 1.125940E+1 4.143110E-1 7.761290E+1 2.1919719E+00 2.7310514E+00 3.7532192E-01 1.7638820E-01
1.257000E+13 4.500E+15 293 2.000E-4 1.271947E-1 1.002830E+1 4.081860E-1 7.726150E+1 1.302008E-1 1.031820E+1 4.099030E-1 7.733360E+1 2.3088184E+00 2.8095986E+00 4.1887959E-01 9.3232437E-02
1.637000E+13 4.500E+15 293 2.000E-4 1.176717E-1 9.141600E+0 4.034000E-1 7.703260E+1 1.205970E-1 9.421200E+0 4.051480E-1 7.712880E+1 2.4256822E+00 2.9677748E+00 4.3144727E-01 1.2472643E-01
2.133000E+13 4.500E+15 293 2.000E-4 1.084692E-1 8.288100E+0 3.984490E-1 7.670720E+1 1.112961E-1 8.555300E+0 4.003550E-1 7.680200E+1 2.5399812E+00 3.1232102E+00 4.7607748E-01 1.2343429E-01
2.778000E+13 4.500E+15 293 2.000E-4 9.963570E-2 7.486100E+0 3.932560E-1 7.642340E+1 1.023474E-1 7.740300E+0 3.952170E-1 7.654270E+1 2.6495055E+00 3.2841104E+00 4.9618311E-01 1.5586072E-01
3.619000E+13 4.500E+15 293 2.000E-4 9.121636E-2 6.725300E+0 3.878820E-1 7.603330E+1 9.379788E-2 6.965000E+0 3.900430E-1 7.615140E+1 2.7522157E+00 3.4414932E+00 5.5404148E-01 1.5508579E-01
4.715000E+13 4.500E+15 293 2.000E-4 8.324876E-2 6.020200E+0 3.822980E-1 7.566480E+1 8.568802E-2 6.245300E+0 3.845100E-1 7.582080E+1 2.8466756E+00 3.6043104E+00 5.7527763E-01 2.0574829E-01
6.141000E+13 4.500E+15 293 2.000E-4 7.576070E-2 5.361300E+0 3.764560E-1 7.519260E+1 7.804890E-2 5.570800E+0 3.789010E-1 7.535120E+1 2.9317518E+00 3.7606807E+00 6.4528729E-01 2.1048105E-01
8.000000E+13 4.500E+15 293 2.000E-4 6.876959E-2 4.754200E+0 3.704730E-1 7.464310E+1 7.090117E-2 4.952900E+0 3.730120E-1 7.491050E+1 3.0064102E+00 4.0117911E+00 6.8067515E-01 3.5695930E-01
1.300000E+10 4.500E+15 298 2.000E-4 2.735031E-1 2.415270E+1 4.480700E-1 7.883490E+1 2.735860E-1 2.416280E+1 4.481100E-1 7.883690E+1 3.0301258E-02 4.1799791E-02 8.9263797E-03 2.5368831E-03
1.693000E+10 4.500E+15 298 2.000E-4 2.731978E-1 2.411830E+1 4.479530E-1 7.883140E+1 2.733161E-1 2.413240E+1 4.480050E-1 7.883410E+1 4.3283217E-02 5.8427674E-02 1.1607013E-02 3.4249138E-03
2.206000E+10 4.500E+15 298 2.000E-4 2.728021E-1 2.407390E+1 4.478010E-1 7.882690E+1 2.729662E-1 2.409310E+1 4.478690E-1 7.883040E+1 6.0117333E-02 7.9690866E-02 1.5183011E-02 4.4399115E-03
2.874000E+10 4.500E+15 298 2.000E-4 2.722901E-1 2.401650E+1 4.476060E-1 7.882110E+1 2.725130E-1 2.404220E+1 4.476940E-1 7.882560E+1 8.1794263E-02 1.0689538E-01 1.9656283E-02 5.7088053E-03
3.743000E+10 4.500E+15 298 2.000E-4 2.716289E-1 2.394240E+1 4.473550E-1 7.881340E+1 2.719272E-1 2.397650E+1 4.474680E-1 7.881920E+1 1.0969848E-01 1.4222259E-01 2.5253202E-02 7.3586131E-03
4.876000E+10 4.500E+15 298 2.000E-4 2.707772E-1 2.384710E+1 4.470340E-1 7.880330E+1 2.711718E-1 2.389190E+1 4.471790E-1 7.881090E+1 1.4551661E-01 1.8751125E-01 3.2425494E-02 9.6433361E-03
6.352000E+10 4.500E+15 298 2.000E-4 2.696837E-1 2.372510E+1 4.466250E-1 7.879010E+1 2.702004E-1 2.378340E+1 4.468100E-1 7.879990E+1 1.9122844E-01 2.4512896E-01 4.1404624E-02 1.2436564E-02
8.274000E+10 4.500E+15 298 2.000E-4 2.682857E-1 2.356950E+1 4.461060E-1 7.877270E+1 2.689560E-1 2.364460E+1 4.463410E-1 7.878540E+1 2.4922292E-01 3.1762009E-01 5.2650328E-02 1.6119738E-02
1.078000E+11 4.500E+15 298 2.000E-4 2.665077E-1 2.335770E+1 4.454530E-1 7.870080E+1 2.673695E-1 2.345390E+1 4.457510E-1 7.871760E+1 3.2232547E-01 4.1016633E-01 6.6853468E-02 2.1342114E-02
1.404000E+11 4.500E+15 298 2.000E-4 2.642619E-1 2.310980E+1 4.446400E-1 7.867080E+1 2.653591E-1 2.323120E+1 4.450120E-1 7.869140E+1 4.1347743E-01 5.2257309E-01 8.3593251E-02 2.6178210E-02
1.829000E+11 4.500E+15 298 2.000E-4 2.614489E-1 2.280150E+1 4.436360E-1 7.863400E+1 2.628311E-1 2.295320E+1 4.440980E-1 7.865900E+1 5.2588906E-01 6.6091003E-01 1.0403109E-01 3.1782758E-02
2.382000E+11 4.500E+15 298 2.000E-4 2.579623E-1 2.242270E+1 4.424130E-1 7.858930E+1 2.596822E-1 2.260960E+1 4.429790E-1 7.861920E+1 6.6230955E-01 8.2664001E-01 1.2777129E-01 3.8031422E-02
3.103000E+11 4.500E+15 298 2.000E-4 2.536959E-1 2.196350E+1 4.409440E-1 7.853530E+1 2.558058E-1 2.219050E+1 4.416290E-1 7.857060E+1 8.2480538E-01 1.0229603E+00 1.5510757E-01 4.4927747E-02
