N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe Jsc_FeB Eta_FeB Voc_FeB FF_FeB Jsc_e Eta_e Voc_e FF_e
1.300000E+10 4.500E+15 293 2.000E-4 2.900144E-1 2.903880E+1 4.973590E-1 8.052850E+1 2.900338E-1 2.904490E+1 4.973190E-1 8.054660E+1 6.6888756E-03 2.1001966E-02 -8.0431272E-03 2.2471464E-02
1.693000E+10 4.500E+15 293 2.000E-4 2.896012E-1 2.896720E+1 4.969360E-1 8.051310E+1 2.896353E-1 2.897600E+1 4.968880E-1 8.053590E+1 1.1773427E-02 3.0369961E-02 -9.6601246E-03 2.8310356E-02
2.206000E+10 4.500E+15 293 2.000E-4 2.890663E-1 2.887540E+1 4.963970E-1 8.049390E+1 2.891195E-1 2.888760E+1 4.963400E-1 8.052220E+1 1.8400696E-02 4.2232653E-02 -1.1484063E-02 3.5145587E-02
2.874000E+10 4.500E+15 293 2.000E-4 2.883753E-1 2.875820E+1 4.957130E-1 8.047000E+1 2.884532E-1 2.877470E+1 4.956500E-1 8.050480E+1 2.7006114E-02 5.7342040E-02 -1.2710582E-02 4.3227236E-02
3.743000E+10 4.500E+15 293 2.000E-4 2.874849E-1 2.860920E+1 4.948540E-1 8.044060E+1 2.875944E-1 2.863120E+1 4.947860E-1 8.048270E+1 3.8074455E-02 7.6839252E-02 -1.3743315E-02 5.2309378E-02
4.876000E+10 4.500E+15 293 2.000E-4 2.863410E-1 2.842100E+1 4.937830E-1 8.040470E+1 2.864911E-1 2.844970E+1 4.937160E-1 8.045470E+1 5.2392553E-02 1.0087980E-01 -1.3570555E-02 6.2146773E-02
6.352000E+10 4.500E+15 293 2.000E-4 2.848774E-1 2.818480E+1 4.924610E-1 8.036110E+1 2.850792E-1 2.822190E+1 4.924040E-1 8.041920E+1 7.0787346E-02 1.3145819E-01 -1.1575860E-02 7.2246429E-02
8.274000E+10 4.500E+15 293 2.000E-4 2.830145E-1 2.789050E+1 4.908500E-1 8.030830E+1 2.832818E-1 2.793790E+1 4.908170E-1 8.037410E+1 9.4358339E-02 1.6966200E-01 -6.7234835E-03 8.1867169E-02
1.078000E+11 4.500E+15 293 2.000E-4 2.806588E-1 2.752690E+1 4.888460E-1 8.025430E+1 2.810083E-1 2.758680E+1 4.888520E-1 8.032780E+1 1.2437355E-01 2.1713283E-01 1.2273653E-03 9.1500078E-02
1.404000E+11 4.500E+15 293 2.000E-4 2.777042E-1 2.706680E+1 4.864460E-1 8.014570E+1 2.781559E-1 2.714130E+1 4.865100E-1 8.022550E+1 1.6239095E-01 2.7448943E-01 1.3154920E-02 9.9469620E-02
1.829000E+11 4.500E+15 293 2.000E-4 2.740362E-1 2.653370E+1 4.837010E-1 8.007070E+1 2.746133E-1 2.662480E+1 4.838480E-1 8.015250E+1 2.1015005E-01 3.4216219E-01 3.0381442E-02 1.0205546E-01
2.382000E+11 4.500E+15 293 2.000E-4 2.695394E-1 2.590350E+1 4.806130E-1 7.998380E+1 2.702677E-1 2.601390E+1 4.808680E-1 8.006580E+1 2.6947356E-01 4.2438850E-01 5.3029106E-02 1.0241576E-01
3.103000E+11 4.500E+15 293 2.000E-4 2.641096E-1 2.515300E+1 4.770460E-1 7.985590E+1 2.650165E-1 2.530020E+1 4.774350E-1 7.998300E+1 3.4220511E-01 5.8181358E-01 8.1477060E-02 1.5890877E-01
4.042000E+11 4.500E+15 293 2.000E-4 2.576702E-1 2.431080E+1 4.732120E-1 7.975160E+1 2.587826E-1 2.446620E+1 4.737280E-1 7.982930E+1 4.2985889E-01 6.3516198E-01 1.0892326E-01 9.7332684E-02
5.266000E+11 4.500E+15 293 2.000E-4 2.501906E-1 2.336950E+1 4.691320E-1 7.964230E+1 2.515323E-1 2.354950E+1 4.698260E-1 7.970980E+1 5.3341062E-01 7.6434744E-01 1.4771426E-01 8.4682185E-02
6.859000E+11 4.500E+15 293 2.000E-4 2.417028E-1 2.232070E+1 4.647550E-1 7.948110E+1 2.432911E-1 2.252650E+1 4.655620E-1 7.955200E+1 6.5283934E-01 9.1359066E-01 1.7333889E-01 8.9124095E-02
8.935000E+11 4.500E+15 293 2.000E-4 2.323101E-1 2.121380E+1 4.603500E-1 7.934580E+1 2.341528E-1 2.144300E+1 4.612720E-1 7.941280E+1 7.8696475E-01 1.0688803E+00 1.9988207E-01 8.4369270E-02
1.164000E+12 4.500E+15 293 2.000E-4 2.221818E-1 2.004160E+1 4.557060E-1 7.917710E+1 2.242751E-1 2.030660E+1 4.567780E-1 7.928900E+1 9.3336264E-01 1.3049944E+00 2.3468731E-01 1.4112929E-01
