N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+16 290 2.100E-4 1.245899636E+00 1.271531836E+00
1.468000E+10 3.162E+16 290 2.100E-4 1.250631680E+00 1.271645999E+00
2.154000E+10 3.162E+16 290 2.100E-4 1.254950449E+00 1.271812361E+00
3.162000E+10 3.162E+16 290 2.100E-4 1.258842258E+00 1.272054255E+00
4.642000E+10 3.162E+16 290 2.100E-4 1.262286026E+00 1.272404660E+00
6.813000E+10 3.162E+16 290 2.100E-4 1.265306480E+00 1.272909392E+00
1.000000E+11 3.162E+16 290 2.100E-4 1.267994516E+00 1.273630532E+00
1.468000E+11 3.162E+16 290 2.100E-4 1.270499963E+00 1.274649175E+00
2.154000E+11 3.162E+16 290 2.100E-4 1.273011077E+00 1.276065687E+00
3.162000E+11 3.162E+16 290 2.100E-4 1.275731079E+00 1.277994707E+00
4.642000E+11 3.162E+16 290 2.100E-4 1.278853655E+00 1.280551756E+00
6.813000E+11 3.162E+16 290 2.100E-4 1.282535733E+00 1.283830269E+00
1.000000E+12 3.162E+16 290 2.100E-4 1.286868612E+00 1.287873110E+00
1.468000E+12 3.162E+16 290 2.100E-4 1.291870676E+00 1.292661867E+00
2.154000E+12 3.162E+16 290 2.100E-4 1.297440293E+00 1.298072664E+00
3.162000E+12 3.162E+16 290 2.100E-4 1.303501733E+00 1.304011263E+00
4.642000E+12 3.162E+16 290 2.100E-4 1.309801991E+00 1.310214664E+00
6.813000E+12 3.162E+16 290 2.100E-4 1.316293126E+00 1.316626723E+00
1.000000E+13 3.162E+16 290 2.100E-4 1.322886062E+00 1.323154571E+00
