fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
L139 50010 300.09 38.636 3.677304962E-01 1.094886700E-04 2.849808268E-05 2.962792562E-01 9.624565267E-05 7.078101958E-01 0.000000000E+00 
L140 50136 299.88 38.663 3.683198273E-01 1.098773399E-04 2.872189990E-05 2.972144432E-01 9.668384366E-05 7.097083736E-01 0.000000000E+00 
L141 50232 299.85 38.667 3.683654449E-01 1.097886700E-04 2.876212953E-05 2.985622805E-01 9.636397869E-05 7.111883440E-01 0.000000000E+00 
L142 50322 299.83 38.669 3.686052460E-01 1.102000000E-04 2.886834327E-05 2.983311287E-01 9.679802536E-05 7.106876270E-01 0.000000000E+00 
L143 50404 299.82 38.671 3.685177094E-01 1.102507389E-04 2.873530362E-05 2.975466108E-01 9.661806458E-05 7.072548241E-01 0.000000000E+00 
L144 50492 299.81 38.672 3.686350151E-01 1.102886700E-04 2.884557717E-05 2.973180079E-01 9.706627020E-05 7.094989370E-01 0.000000000E+00 
L145 50588 299.81 38.672 3.685688751E-01 1.102886700E-04 2.881804707E-05 2.972460182E-01 9.699792352E-05 7.089489930E-01 0.000000000E+00 
L146 50680 299.81 38.672 3.686262054E-01 1.107130178E-04 2.890752442E-05 2.973155573E-01 9.727386176E-05 7.083142951E-01 0.000000000E+00 
L147 50764 299.83 38.669 3.685096954E-01 1.105773399E-04 2.869591071E-05 2.953288645E-01 9.721452807E-05 7.042144879E-01 0.000000000E+00 
L148 50858 299.83 38.669 3.686103119E-01 1.109891089E-04 2.881942433E-05 2.956533134E-01 9.752513111E-05 7.044293725E-01 0.000000000E+00 
L149 50944 299.85 38.667 3.684542145E-01 1.107891177E-04 2.895244512E-05 2.975352488E-01 9.734989433E-05 7.092586068E-01 0.000000000E+00 
L150 51036 299.86 38.665 3.684579132E-01 1.111886700E-04 2.897704879E-05 2.977606789E-01 9.735772153E-05 7.073033723E-01 0.000000000E+00 
L151 51124 299.84 38.668 3.685590118E-01 1.109886700E-04 2.896841189E-05 2.975569376E-01 9.739814997E-05 7.081724135E-01 0.000000000E+00 
L152 51214 299.85 38.667 3.686545624E-01 1.113886700E-04 2.900103155E-05 2.975698030E-01 9.750331113E-05 7.062408182E-01 0.000000000E+00 
L153 51304 299.87 38.664 3.705464630E-01 1.113000000E-04 2.905592880E-05 2.971045027E-01 9.784597977E-05 7.045258396E-01 0.000000000E+00 
L154 51406 299.86 38.665 3.685904510E-01 1.114886700E-04 2.910157912E-05 2.979866610E-01 9.769794842E-05 7.081768751E-01 0.000000000E+00 
L155 51488 299.88 38.663 3.686237396E-01 1.115886700E-04 2.915197775E-05 2.974390043E-01 9.805517945E-05 7.087035725E-01 0.000000000E+00 
L156 51576 299.89 38.662 3.686132599E-01 1.116773399E-04 2.911357631E-05 2.975104103E-01 9.790199486E-05 7.072281570E-01 0.000000000E+00 
L157 51664 299.91 38.659 3.687355446E-01 1.118773399E-04 2.924043476E-05 2.984561911E-01 9.800287594E-05 7.088048656E-01 0.000000000E+00 
L158 51758 299.92 38.658 3.685959991E-01 1.118417323E-04 2.918099432E-05 2.980615532E-01 9.793759229E-05 7.078570862E-01 0.000000000E+00 
L159 51848 299.91 38.659 3.687155914E-01 1.120773399E-04 2.924374969E-05 2.974276705E-01 9.836696514E-05 7.076585216E-01 0.000000000E+00 
L160 51938 299.92 38.658 3.686983307E-01 1.120773399E-04 2.923006720E-05 2.970844507E-01 9.844064174E-05 7.073605381E-01 0.000000000E+00 
L161 52026 299.93 38.656 3.688333344E-01 1.122887255E-04 2.934941839E-05 2.975846321E-01 9.866771859E-05 7.086522692E-01 0.000000000E+00 
L162 52124 299.93 38.656 3.687109474E-01 1.122000000E-04 2.929326556E-05 2.972595284E-01 9.859308334E-05 7.080907146E-01 0.000000000E+00 
L163 52206 299.94 38.655 3.688890053E-01 1.126773399E-04 2.942223030E-05 2.977652353E-01 9.885129308E-05 7.078533532E-01 0.000000000E+00 
L164 52296 299.93 38.656 3.688388527E-01 1.125773399E-04 2.940587868E-05 2.983450994E-01 9.859570542E-05 7.081846616E-01 0.000000000E+00 
L165 52386 299.94 38.655 3.689205223E-01 1.128886700E-04 2.947984550E-05 2.976300087E-01 9.909244540E-05 7.078512968E-01 0.000000000E+00 
L166 52478 299.94 38.655 3.688092926E-01 1.126773399E-04 2.945753589E-05 2.981328196E-01 9.884217400E-05 7.088559268E-01 0.000000000E+00 
L167 52566 299.91 38.659 3.691754669E-01 1.131773399E-04 2.958113836E-05 2.977011787E-01 9.940774185E-05 7.079825732E-01 0.000000000E+00 
L168 52654 299.94 38.655 3.690219696E-01 1.130000000E-04 2.950584113E-05 2.974610594E-01 9.923833909E-05 7.075829079E-01 0.000000000E+00 
L169 52746 299.94 38.655 3.691441620E-01 1.132886700E-04 2.965591353E-05 2.983613024E-01 9.942858131E-05 7.091348422E-01 0.000000000E+00 
L170 52840 299.94 38.655 3.690219696E-01 1.133641379E-04 2.960852751E-05 2.979983727E-01 9.939640816E-05 7.077646983E-01 0.000000000E+00 
L171 52936 299.94 38.655 3.693246490E-01 1.133000000E-04 2.962297861E-05 2.982360512E-01 9.936167006E-05 7.079303334E-01 0.000000000E+00 
L172 53014 299.94 38.655 3.761889107E-01 1.136673267E-04 2.967009185E-05 2.979962008E-01 9.960165870E-05 6.938686330E-01 0.000000000E+00 
L173 53108 299.94 38.655 3.687368881E-01 1.137000000E-04 2.969936234E-05 2.984715452E-01 9.953561974E-05 7.083861702E-01 0.000000000E+00 
L174 53192 299.93 38.656 3.692529961E-01 1.137886700E-04 2.977462149E-05 2.982299171E-01 9.987221090E-05 7.086359817E-01 0.000000000E+00 
L175 53288 299.94 38.655 3.691795235E-01 1.138886700E-04 2.976099333E-05 2.990552666E-01 9.953856026E-05 7.078305397E-01 0.000000000E+00 
L176 53376 299.95 38.654 3.692994347E-01 1.140773399E-04 2.979955849E-05 2.979015478E-01 1.000712260E-04 7.073458359E-01 0.000000000E+00 
L177 53472 299.94 38.655 3.705071556E-01 1.138000000E-04 2.982095635E-05 2.985565697E-01 9.991332726E-05 7.072658764E-01 0.000000000E+00 
L178 53554 299.96 38.652 3.693475471E-01 1.142773399E-04 2.988277018E-05 2.982130638E-01 1.002410069E-04 7.079873747E-01 0.000000000E+00 
L179 53642 299.97 38.651 3.692358795E-01 1.142773399E-04 2.986688527E-05 2.982556540E-01 1.001732410E-04 7.078250288E-01 0.000000000E+00 
L180 53736 299.97 38.651 3.693790642E-01 1.145886700E-04 3.002610699E-05 2.987485649E-01 1.005310460E-04 7.093900171E-01 0.000000000E+00 
L181 53826 299.98 38.65 3.693117035E-01 1.146285714E-04 2.992550046E-05 2.981236200E-01 1.004176227E-04 7.068959141E-01 0.000000000E+00 
L182 53918 299.98 38.65 3.693691681E-01 1.147773399E-04 3.002950383E-05 2.988522301E-01 1.005081184E-04 7.083230260E-01 0.000000000E+00 
L183 54012 299.97 38.651 3.694099632E-01 1.147130178E-04 2.995098083E-05 2.978579033E-01 1.005955986E-04 7.067889316E-01 0.000000000E+00 
L184 54100 299.97 38.651 3.694936920E-01 1.151130178E-04 3.006898755E-05 2.978097511E-01 1.010087746E-04 7.069477838E-01 0.000000000E+00 
L185 54190 299.97 38.651 3.734171913E-01 1.149354680E-04 3.010654420E-05 2.980127630E-01 1.010625349E-04 7.014755385E-01 0.000000000E+00 
L186 54278 299.97 38.651 3.696960884E-01 1.152000000E-04 3.016287183E-05 2.981320820E-01 1.012092914E-04 7.082316877E-01 0.000000000E+00 
L187 54364 299.96 38.652 3.696892998E-01 1.151000000E-04 3.018591916E-05 2.991779472E-01 1.009161530E-04 7.094016601E-01 0.000000000E+00 
L188 54458 299.96 38.652 3.698073250E-01 1.154000000E-04 3.027528243E-05 2.991003517E-01 1.012426933E-04 7.094256474E-01 0.000000000E+00 
L189 54550 299.97 38.651 3.696653175E-01 1.152773399E-04 3.016214232E-05 2.979692360E-01 1.012651344E-04 7.077983276E-01 0.000000000E+00 
L190 54642 299.96 38.652 3.741803185E-01 1.155886700E-04 3.028328274E-05 2.980495918E-01 1.016431465E-04 7.001752332E-01 0.000000000E+00 
L191 54730 299.97 38.651 3.698050018E-01 1.155886700E-04 3.031888452E-05 2.984013786E-01 1.016369431E-04 7.092921795E-01 0.000000000E+00 
L192 54816 299.96 38.652 3.699035004E-01 1.158886700E-04 3.039825786E-05 2.988675652E-01 1.017385646E-04 7.091192501E-01 0.000000000E+00 
L193 54908 299.97 38.651 3.698740448E-01 1.157886700E-04 3.039799221E-05 2.992699577E-01 1.015923492E-04 7.097819935E-01 0.000000000E+00 
L194 54996 299.97 38.651 3.699467865E-01 1.162660099E-04 3.043271068E-05 2.980658470E-01 1.021386986E-04 7.075361107E-01 0.000000000E+00 
L195 55084 299.96 38.652 3.698677856E-01 1.160000000E-04 3.043175987E-05 2.980275093E-01 1.021491890E-04 7.092879339E-01 0.000000000E+00 
L196 55182 299.96 38.652 3.700084320E-01 1.161887255E-04 3.044105502E-05 2.984022987E-01 1.020466347E-04 7.080828749E-01 0.000000000E+00 
L197 55266 299.96 38.652 3.701311066E-01 1.163886700E-04 3.049180244E-05 2.980449913E-01 1.023444054E-04 7.078101830E-01 0.000000000E+00 
L198 55364 299.96 38.652 3.619729401E-01 1.161886700E-04 3.047771467E-05 2.987675804E-01 1.020385605E-04 7.246737223E-01 0.000000000E+00 
L199 55446 299.98 38.65 3.700404243E-01 1.164886700E-04 3.057269506E-05 2.990205355E-01 1.022655581E-04 7.092524874E-01 0.000000000E+00 
L200 55538 299.99 38.649 3.701428886E-01 1.166773399E-04 3.054600881E-05 2.991374994E-01 1.021345627E-04 7.072916704E-01 0.000000000E+00 
L201 55628 299.97 38.651 3.698715790E-01 1.167886700E-04 3.061310442E-05 2.979949989E-01 1.027700500E-04 7.086890117E-01 0.000000000E+00 
L202 55714 299.98 38.65 3.701409698E-01 1.167000000E-04 3.060394369E-05 2.990193825E-01 1.023709122E-04 7.084992252E-01 0.000000000E+00 
L203 55812 299.98 38.65 3.701898521E-01 1.170920690E-04 3.073164809E-05 2.987326164E-01 1.029012720E-04 7.089798007E-01 0.000000000E+00 
L204 55896 299.99 38.649 3.702044647E-01 1.169000000E-04 3.066429200E-05 2.990396248E-01 1.025654739E-04 7.085602396E-01 0.000000000E+00 
L205 55982 299.98 38.65 3.703474823E-01 1.172395349E-04 3.081778665E-05 2.992435814E-01 1.030049263E-04 7.097705260E-01 0.000000000E+00 
L206 56080 299.98 38.65 3.702833710E-01 1.170886700E-04 3.076109464E-05 2.993539940E-01 1.027758125E-04 7.095004974E-01 0.000000000E+00 
L207 56164 299.99 38.649 3.703752495E-01 1.173886700E-04 3.083858856E-05 2.988531502E-01 1.032155716E-04 7.092941104E-01 0.000000000E+00 
L208 56254 299.98 38.65 3.703351532E-01 1.173000000E-04 3.081789973E-05 2.989124075E-01 1.031265174E-04 7.094308780E-01 0.000000000E+00 
L209 56342 300 38.647 3.784403046E-01 1.176773399E-04 3.090750751E-05 2.991834679E-01 1.033268295E-04 6.940228310E-01 0.000000000E+00 
L210 56436 300 38.647 3.702814766E-01 1.176020690E-04 3.094878792E-05 2.997520927E-01 1.032589072E-04 7.107169870E-01 0.000000000E+00 
