fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc FF Pm Vm Im rmsre 
00L1 51454 300.03 38.643 1.000000000E+00 1.204656709E+00 6.865323749E-12 1.000000000E+20 4.980735029E+00 5.558347640E-05 2.546365841E-03 4.752404948E-01 2.545365841E-03 5.145763078E-01 6.224628508E-04 3.373842731E-01 1.845449455E-03 1.459240051E+00 
00L2 51474 300.03 38.643 1.000000000E+00 1.219185482E+00 6.944871251E-12 1.000000000E+20 5.006144388E+00 5.464060523E-05 2.542571673E-03 4.759567910E-01 2.541571673E-03 5.139473440E-01 6.217109482E-04 3.380376257E-01 1.839175890E-03 2.080146398E-01 
00L3 51628 300.01 38.646 1.000000000E+00 1.186877929E+00 6.961225576E-12 1.000000000E+20 5.064630693E+00 5.633223839E-05 2.547112838E-03 4.803522236E-01 2.546112838E-03 5.099594846E-01 6.236962397E-04 3.373094066E-01 1.849052770E-03 3.353631957E+00 
00L4 51750 300.05 38.641 1.000000000E+00 1.229664923E+00 7.178919298E-12 1.000000000E+20 5.078016761E+00 5.725293613E-05 2.547913242E-03 4.730647186E-01 2.546913242E-03 5.166027371E-01 6.224312856E-04 3.384304920E-01 1.839191051E-03 7.790305781E-02 
00L5 51868 300.02 38.645 1.000000000E+00 1.206965803E+00 7.020961017E-12 1.000000000E+20 5.083081116E+00 5.708749740E-05 2.546964183E-03 4.800764130E-01 2.545964183E-03 5.101265461E-01 6.235059215E-04 3.380766549E-01 1.844263798E-03 1.989269259E+00 
00L6 51990 300.05 38.641 1.000000000E+00 1.213421872E+00 7.076024739E-12 1.000000000E+20 5.052545816E+00 5.649214897E-05 2.545491413E-03 4.724973297E-01 2.544491413E-03 5.182976594E-01 6.231313418E-04 3.387371846E-01 1.839572236E-03 6.981040629E-02 
00L7 52108 300.02 38.645 1.000000000E+00 1.159794481E+00 6.503461536E-12 1.000000000E+20 4.826055592E+00 4.890624984E-05 2.543154081E-03 4.732445069E-01 2.542154081E-03 5.242652514E-01 6.307227917E-04 3.353365234E-01 1.881233763E-03 9.498818178E-02 
00L8 52228 299.99 38.649 1.000000000E+00 1.186425147E+00 6.951899264E-12 1.000000000E+20 5.110616748E+00 5.789672480E-05 2.546244124E-03 4.803646393E-01 2.545244124E-03 5.099856532E-01 6.235315495E-04 3.378485291E-01 1.845576449E-03 3.249016719E+00 
00L9 52348 300.03 38.643 1.000000000E+00 1.204193574E+00 7.155493165E-12 1.000000000E+20 5.089157559E+00 5.766825756E-05 2.547686175E-03 4.760654144E-01 2.546686175E-03 5.139976823E-01 6.231652438E-04 3.380596640E-01 1.843358540E-03 2.088147105E-01 
0L10 52472 300.02 38.645 1.000000000E+00 9.648353712E-01 5.337926893E-12 1.000000000E+20 5.171979081E+00 5.900404906E-05 2.547102625E-03 4.791403607E-01 2.546102625E-03 5.111509802E-01 6.235737977E-04 3.374854853E-01 1.847688654E-03 1.582621790E+00 
0L11 52588 300.02 38.645 1.000000000E+00 1.193303790E+00 7.100464823E-12 1.000000000E+20 5.057608554E+00 5.663076471E-05 2.547102582E-03 4.797947147E-01 2.546102582E-03 5.087297546E-01 6.214676065E-04 3.373237139E-01 1.842349804E-03 3.439925716E+00 
0L12 52708 300 38.647 1.000000000E+00 1.191186399E+00 7.098812152E-12 1.000000000E+20 5.086368090E+00 5.723347857E-05 2.546897195E-03 4.797662476E-01 2.545897195E-03 5.095849429E-01 6.224251620E-04 3.380753905E-01 1.841095121E-03 3.261443241E+00 
0L13 52828 300.01 38.646 1.000000000E+00 1.191705200E+00 7.030498720E-12 1.000000000E+20 5.094668805E+00 5.734686986E-05 2.547465613E-03 4.800524932E-01 2.546465613E-03 5.092336592E-01 6.225061515E-04 3.380193104E-01 1.841661377E-03 1.954400232E+00 
