N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 3.162E+16 310 3.800E-4 3.730979E+1 1.794120E+1 5.870080E-1 8.191920E+1
1.468000E+10 3.162E+16 310 3.800E-4 3.726293E+1 1.791320E+1 5.868680E-1 8.191340E+1
2.154000E+10 3.162E+16 310 3.800E-4 3.719572E+1 1.787290E+1 5.866670E-1 8.190520E+1
3.162000E+10 3.162E+16 310 3.800E-4 3.710030E+1 1.781580E+1 5.863790E-1 8.189360E+1
4.642000E+10 3.162E+16 310 3.800E-4 3.696676E+1 1.773590E+1 5.859710E-1 8.187770E+1
6.813000E+10 3.162E+16 310 3.800E-4 3.678357E+1 1.761910E+1 5.854030E-1 8.182300E+1
1.000000E+11 3.162E+16 310 3.800E-4 3.653885E+1 1.747290E+1 5.846300E-1 8.179550E+1
1.468000E+11 3.162E+16 310 3.800E-4 3.622293E+1 1.728470E+1 5.836100E-1 8.176260E+1
2.154000E+11 3.162E+16 310 3.800E-4 3.583162E+1 1.705200E+1 5.823130E-1 8.172470E+1
3.162000E+11 3.162E+16 310 3.800E-4 3.536867E+1 1.677740E+1 5.807350E-1 8.168210E+1
4.642000E+11 3.162E+16 310 3.800E-4 3.484516E+1 1.646680E+1 5.788380E-1 8.164130E+1
6.813000E+11 3.162E+16 310 3.800E-4 3.427499E+1 1.612780E+1 5.766750E-1 8.159590E+1
1.000000E+12 3.162E+16 310 3.800E-4 3.366898E+1 1.575940E+1 5.742970E-1 8.150290E+1
1.468000E+12 3.162E+16 310 3.800E-4 3.303162E+1 1.537830E+1 5.716910E-1 8.143620E+1
2.154000E+12 3.162E+16 310 3.800E-4 3.236211E+1 1.497770E+1 5.687750E-1 8.137060E+1
3.162000E+12 3.162E+16 310 3.800E-4 3.165735E+1 1.455530E+1 5.655310E-1 8.130010E+1
4.642000E+12 3.162E+16 310 3.800E-4 3.091444E+1 1.410430E+1 5.620400E-1 8.117530E+1
6.813000E+12 3.162E+16 310 3.800E-4 3.013149E+1 1.363870E+1 5.582040E-1 8.108850E+1
1.000000E+13 3.162E+16 310 3.800E-4 2.930763E+1 1.314550E+1 5.540570E-1 8.095440E+1
1.468000E+13 3.162E+16 310 3.800E-4 2.844292E+1 1.263830E+1 5.496820E-1 8.083540E+1
2.154000E+13 3.162E+16 310 3.800E-4 2.753834E+1 1.211360E+1 5.449230E-1 8.072360E+1
3.162000E+13 3.162E+16 310 3.800E-4 2.659587E+1 1.156710E+1 5.400150E-1 8.053860E+1
4.642000E+13 3.162E+16 310 3.800E-4 2.561851E+1 1.101400E+1 5.347260E-1 8.040060E+1
6.813000E+13 3.162E+16 310 3.800E-4 2.461032E+1 1.044510E+1 5.293050E-1 8.018460E+1
1.000000E+14 3.162E+16 310 3.800E-4 2.357635E+1 9.875600E+0 5.235700E-1 8.000440E+1
