N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 3.162E+16 310 3.800E-4 3.710005E+1 1.781280E+1 5.861600E-1 8.191070E+1
1.468000E+10 3.162E+16 310 3.800E-4 3.696453E+1 1.772390E+1 5.856790E-1 8.186790E+1
2.154000E+10 3.162E+16 310 3.800E-4 3.677963E+1 1.761250E+1 5.850270E-1 8.185350E+1
3.162000E+10 3.162E+16 310 3.800E-4 3.653419E+1 1.746510E+1 5.841650E-1 8.183440E+1
4.642000E+10 3.162E+16 310 3.800E-4 3.621953E+1 1.727690E+1 5.830660E-1 8.180990E+1
6.813000E+10 3.162E+16 310 3.800E-4 3.583228E+1 1.704620E+1 5.817120E-1 8.177940E+1
1.000000E+11 3.162E+16 310 3.800E-4 3.537634E+1 1.677520E+1 5.801050E-1 8.174260E+1
1.468000E+11 3.162E+16 310 3.800E-4 3.486197E+1 1.646980E+1 5.781730E-1 8.171050E+1
2.154000E+11 3.162E+16 310 3.800E-4 3.430166E+1 1.613640E+1 5.760220E-1 8.166800E+1
3.162000E+11 3.162E+16 310 3.800E-4 3.370509E+1 1.577330E+1 5.736630E-1 8.157750E+1
4.642000E+11 3.162E+16 310 3.800E-4 3.307634E+1 1.539730E+1 5.710840E-1 8.151320E+1
6.813000E+11 3.162E+16 310 3.800E-4 3.241474E+1 1.500140E+1 5.681730E-1 8.145340E+1
1.000000E+12 3.162E+16 310 3.800E-4 3.171751E+1 1.458360E+1 5.649800E-1 8.138310E+1
1.468000E+12 3.162E+16 310 3.800E-4 3.098197E+1 1.413720E+1 5.615550E-1 8.125710E+1
2.154000E+12 3.162E+16 310 3.800E-4 3.020631E+1 1.367620E+1 5.577750E-1 8.117230E+1
3.162000E+12 3.162E+16 310 3.800E-4 2.938969E+1 1.318760E+1 5.537190E-1 8.103670E+1
4.642000E+12 3.162E+16 310 3.800E-4 2.853210E+1 1.268510E+1 5.494320E-1 8.091790E+1
6.813000E+12 3.162E+16 310 3.800E-4 2.763442E+1 1.216520E+1 5.447780E-1 8.080710E+1
1.000000E+13 3.162E+16 310 3.800E-4 2.669849E+1 1.162330E+1 5.399840E-1 8.062380E+1
1.468000E+13 3.162E+16 310 3.800E-4 2.572718E+1 1.107510E+1 5.348080E-1 8.049280E+1
2.154000E+13 3.162E+16 310 3.800E-4 2.472438E+1 1.051100E+1 5.295230E-1 8.028490E+1
3.162000E+13 3.162E+16 310 3.800E-4 2.369498E+1 9.946700E+0 5.239180E-1 8.012350E+1
4.642000E+13 3.162E+16 310 3.800E-4 2.264490E+1 9.374400E+0 5.181740E-1 7.989050E+1
6.813000E+13 3.162E+16 310 3.800E-4 2.158082E+1 8.808700E+0 5.122280E-1 7.968570E+1
1.000000E+14 3.162E+16 310 3.800E-4 2.051018E+1 8.243900E+0 5.060710E-1 7.942380E+1
