-9.0053560E-2 -5.9268890E-4
-5.9981350E-2 -4.6636290E-4
-2.9977800E-2 -3.3883650E-4
1.7642970E-5 -2.0991270E-4
1.0008360E-2 -1.6676400E-4
1.9993190E-2 -1.2366750E-4
3.0018810E-2 -7.9842120E-5
3.9993760E-2 -3.5960870E-5
4.9957280E-2 8.5291580E-6
5.9977530E-2 5.2751250E-5
6.9997790E-2 9.7608140E-5
8.0018520E-2 1.4293290E-4
8.9993000E-2 1.8856420E-4
1.0001370E-1 2.3481580E-4
1.0997720E-1 2.8197210E-4
1.2000890E-1 3.3029980E-4
1.2998340E-1 3.7938150E-4
1.4000420E-1 4.2964010E-4
1.5001300E-1 4.8144140E-4
1.5999940E-1 5.3617100E-4
1.6999670E-1 5.9387550E-4
1.7996030E-1 6.5550000E-4
1.8998050E-1 7.2087040E-4
1.9998980E-1 7.9209220E-4
2.0998720E-1 8.7026090E-4
2.1996500E-1 9.5908760E-4
2.2982550E-1 1.0603460E-3
2.4002840E-1 1.1765880E-3
2.4986650E-1 1.3088830E-3
2.6004700E-1 1.4710200E-3
2.6988460E-1 1.6638690E-3
2.8004220E-1 1.8993090E-3
2.8991410E-1 2.1829620E-3
2.9998060E-1 2.5373100E-3
3.0997800E-1 2.9682070E-3
3.1990720E-1 3.5229380E-3
3.2996230E-1 4.2012710E-3
3.3999400E-1 5.0440580E-3
3.4996890E-1 6.0843300E-3
3.5998920E-1 7.3471200E-3
3.6994120E-1 8.8976790E-3
3.7998440E-1 1.0766540E-2
3.8994790E-1 1.2970810E-2
3.9995720E-1 1.5549880E-2
4.0998890E-1 1.8547220E-2
4.1997530E-1 2.1906050E-2
4.2999550E-1 2.5657070E-2
4.3995900E-1 2.9781180E-2
4.4995690E-1 3.4314260E-2
