B T nFsrh nFBsrh dnsrh nF nFB dn
1.500000000E+01 290 1.144305302E+00 1.128031192E+00 1.627411000E-02 1.141984951E+00 1.127537437E+00 1.444751400E-02
1.500000000E+01 295 1.135419983E+00 1.133221361E+00 2.198622000E-03 1.134900734E+00 1.132542475E+00 2.358259000E-03
1.500000000E+01 300 1.117794604E+00 1.137996625E+00 -2.020202100E-02 1.117247258E+00 1.137131766E+00 -1.988450800E-02
1.500000000E+01 305 1.096657587E+00 1.141806427E+00 -4.514884000E-02 1.096038753E+00 1.140724039E+00 -4.468528600E-02
1.500000000E+01 310 1.072684800E+00 1.143060891E+00 -7.037609100E-02 1.072310078E+00 1.140444847E+00 -6.813476900E-02
1.500000000E+01 315 1.034212378E+00 1.111650698E+00 -7.743832000E-02 1.033993071E+00 1.110361447E+00 -7.636837600E-02
1.500000000E+01 320 1.007955384E+00 1.086109910E+00 -7.815452600E-02 1.007512532E+00 1.085541288E+00 -7.802875600E-02
1.500000000E+01 325 1.007187774E+00 1.051790391E+00 -4.460261700E-02 1.006893801E+00 1.054236005E+00 -4.734220400E-02
1.500000000E+01 330 1.008148339E+00 1.010017933E+00 -1.869594000E-03 1.007819046E+00 1.009519910E+00 -1.700864000E-03
1.500000000E+01 335 1.010342856E+00 1.009184023E+00 1.158833000E-03 1.009920157E+00 1.008347314E+00 1.572843000E-03
1.500000000E+01 340 1.017780748E+00 1.011672202E+00 6.108546000E-03 1.017075443E+00 1.010635407E+00 6.440036000E-03
1.524993176E+01 290 1.153690372E+00 1.130514533E+00 2.317583900E-02 1.149253932E+00 1.129770883E+00 1.948304900E-02
1.524993176E+01 295 1.149374840E+00 1.136251959E+00 1.312288100E-02 1.148446769E+00 1.135286781E+00 1.315998800E-02
1.524993176E+01 300 1.151972530E+00 1.141632089E+00 1.034044100E-02 1.150828893E+00 1.139444291E+00 1.138460200E-02
1.524993176E+01 305 1.141765786E+00 1.141846336E+00 -8.055000000E-05 1.140572329E+00 1.138424579E+00 2.147750000E-03
1.524993176E+01 310 1.118332863E+00 1.142132589E+00 -2.379972600E-02 1.117192193E+00 1.140357275E+00 -2.316508200E-02
1.524993176E+01 315 1.105628408E+00 1.145654649E+00 -4.002624100E-02 1.104597360E+00 1.143478630E+00 -3.888127000E-02
1.524993176E+01 320 1.083502926E+00 1.143022514E+00 -5.951958800E-02 1.082490184E+00 1.140551484E+00 -5.806130000E-02
1.524993176E+01 325 1.022557956E+00 1.121623764E+00 -9.906580800E-02 1.021660603E+00 1.119587839E+00 -9.792723600E-02
1.524993176E+01 330 1.009695325E+00 1.085490658E+00 -7.579533300E-02 1.009909628E+00 1.084087706E+00 -7.417807800E-02
1.524993176E+01 335 1.006299740E+00 1.061166427E+00 -5.486668700E-02 1.005981740E+00 1.059851775E+00 -5.387003500E-02
1.524993176E+01 340 1.007188539E+00 1.008709887E+00 -1.521348000E-03 1.006880019E+00 1.008119458E+00 -1.239439000E-03
1.549996187E+01 290 1.159584743E+00 1.132816860E+00 2.676788300E-02 1.156084795E+00 1.131771241E+00 2.431355400E-02
1.549996187E+01 295 1.156315009E+00 1.138686588E+00 1.762842100E-02 1.154941643E+00 1.137330770E+00 1.761087300E-02
1.549996187E+01 300 1.161448400E+00 1.141402243E+00 2.004615700E-02 1.159714155E+00 1.136893156E+00 2.282099900E-02
1.549996187E+01 305 1.164921547E+00 1.140606469E+00 2.431507800E-02 1.162788442E+00 1.138598167E+00 2.419027500E-02
1.549996187E+01 310 1.164462844E+00 1.145720473E+00 1.874237100E-02 1.162059654E+00 1.143200335E+00 1.885931900E-02
1.549996187E+01 315 1.143301935E+00 1.150333295E+00 -7.031360000E-03 1.140719806E+00 1.147914588E+00 -7.194782000E-03
1.549996187E+01 320 1.128568302E+00 1.154214553E+00 -2.564625100E-02 1.126643749E+00 1.150410579E+00 -2.376683000E-02
1.549996187E+01 325 1.110172048E+00 1.156666258E+00 -4.649421000E-02 1.108058339E+00 1.152123381E+00 -4.406504200E-02
1.549996187E+01 330 1.085911922E+00 1.146245408E+00 -6.033348600E-02 1.084711305E+00 1.142745009E+00 -5.803370400E-02
1.549996187E+01 335 1.015938581E+00 1.122650145E+00 -1.067115640E-01 1.015829514E+00 1.118129980E+00 -1.023004660E-01
1.549996187E+01 340 1.006424691E+00 1.100140720E+00 -9.371602900E-02 1.006026875E+00 1.092372777E+00 -8.634590200E-02
1.574996808E+01 290 1.164771508E+00 1.137837859E+00 2.693364900E-02 1.161933536E+00 1.136358229E+00 2.557530700E-02
1.574996808E+01 295 1.168509010E+00 1.140569560E+00 2.793945000E-02 1.160158924E+00 1.134968319E+00 2.519060500E-02
1.574996808E+01 300 1.168107895E+00 1.139644006E+00 2.846388900E-02 1.165569968E+00 1.137409189E+00 2.816077900E-02
1.574996808E+01 305 1.173455853E+00 1.145053755E+00 2.840209800E-02 1.170272856E+00 1.142214008E+00 2.805884800E-02
1.574996808E+01 310 1.176434233E+00 1.150325997E+00 2.610823600E-02 1.170405552E+00 1.146757687E+00 2.364786500E-02
1.574996808E+01 315 1.176131280E+00 1.154965093E+00 2.116618700E-02 1.172025362E+00 1.150548044E+00 2.147731800E-02
1.574996808E+01 320 1.166620526E+00 1.159203800E+00 7.416726000E-03 1.162005264E+00 1.153802830E+00 8.202434000E-03
1.574996808E+01 325 1.156837605E+00 1.162605218E+00 -5.767613000E-03 1.152008771E+00 1.156103661E+00 -4.094890000E-03
1.574996808E+01 330 1.137285503E+00 1.165285711E+00 -2.800020800E-02 1.132476082E+00 1.157570754E+00 -2.509467200E-02
1.574996808E+01 335 1.117258455E+00 1.166208279E+00 -4.894982400E-02 1.113686515E+00 1.157268590E+00 -4.358207500E-02
1.574996808E+01 340 1.102911369E+00 1.149029617E+00 -4.611824800E-02 1.099405464E+00 1.140452969E+00 -4.104750500E-02
1.600000000E+01 290 1.169471699E+00 1.137937964E+00 3.153373500E-02 1.166308492E+00 1.132067836E+00 3.424065600E-02
1.600000000E+01 295 1.176592487E+00 1.137322259E+00 3.927022800E-02 1.164441336E+00 1.134885663E+00 2.955567300E-02
1.600000000E+01 300 1.174042260E+00 1.142933107E+00 3.110915300E-02 1.170492852E+00 1.139810436E+00 3.068241600E-02
1.600000000E+01 305 1.180432682E+00 1.148305331E+00 3.212735100E-02 1.172655498E+00 1.144336479E+00 2.831901900E-02
1.600000000E+01 310 1.181891019E+00 1.153362571E+00 2.852844800E-02 1.172078500E+00 1.148403420E+00 2.367508000E-02
1.600000000E+01 315 1.182447037E+00 1.157999610E+00 2.444742700E-02 1.175896740E+00 1.151870534E+00 2.402620600E-02
1.600000000E+01 320 1.186563856E+00 1.162318012E+00 2.424584400E-02 1.178712133E+00 1.154827325E+00 2.388480800E-02
1.600000000E+01 325 1.188928878E+00 1.165958517E+00 2.297036100E-02 1.179651068E+00 1.156938583E+00 2.271248500E-02
