B T nFsrh nFBsrh dnsrh nF nFB dn
1.500000000E+01 290 1.144519553E+00 1.128047943E+00 1.647161000E-02 1.143395682E+00 1.127818179E+00 1.557750300E-02
1.500000000E+01 295 1.135884925E+00 1.133239490E+00 2.645435000E-03 1.135640933E+00 1.132923303E+00 2.717630000E-03
1.500000000E+01 300 1.117884023E+00 1.138016732E+00 -2.013270900E-02 1.117628904E+00 1.137613515E+00 -1.998461100E-02
1.500000000E+01 305 1.097960106E+00 1.141830077E+00 -4.386997100E-02 1.097674973E+00 1.141324785E+00 -4.364981200E-02
1.500000000E+01 310 1.072743323E+00 1.143144229E+00 -7.040090600E-02 1.072568617E+00 1.141853410E+00 -6.928479300E-02
1.500000000E+01 315 1.035711264E+00 1.111968432E+00 -7.625716800E-02 1.035601127E+00 1.111284341E+00 -7.568321400E-02
1.500000000E+01 320 1.007890575E+00 1.086539722E+00 -7.864914700E-02 1.007856110E+00 1.086254949E+00 -7.839883900E-02
1.500000000E+01 325 1.007189084E+00 1.051742840E+00 -4.455375600E-02 1.007048221E+00 1.054645248E+00 -4.759702700E-02
1.500000000E+01 330 1.008129188E+00 1.010387549E+00 -2.258361000E-03 1.007972054E+00 1.009587346E+00 -1.615292000E-03
1.500000000E+01 335 1.010291213E+00 1.009175611E+00 1.115602000E-03 1.010090157E+00 1.008779612E+00 1.310545000E-03
1.500000000E+01 340 1.017645102E+00 1.011661012E+00 5.984090000E-03 1.017311233E+00 1.011152915E+00 6.158318000E-03
1.524993176E+01 290 1.153728357E+00 1.130542334E+00 2.318602300E-02 1.151954679E+00 1.130195912E+00 2.175876700E-02
1.524993176E+01 295 1.149430375E+00 1.136283687E+00 1.314668800E-02 1.148997798E+00 1.135833668E+00 1.316413000E-02
1.524993176E+01 300 1.152066520E+00 1.141109389E+00 1.095713100E-02 1.151532759E+00 1.141084638E+00 1.044812100E-02
1.524993176E+01 305 1.141875963E+00 1.141975569E+00 -9.960600000E-05 1.141318537E+00 1.140261223E+00 1.057314000E-03
1.524993176E+01 310 1.118960459E+00 1.142171159E+00 -2.321070000E-02 1.118421863E+00 1.141340260E+00 -2.291839700E-02
1.524993176E+01 315 1.105737802E+00 1.145582900E+00 -3.984509800E-02 1.105255688E+00 1.144559955E+00 -3.930426700E-02
1.524993176E+01 320 1.084401025E+00 1.143040145E+00 -5.863912000E-02 1.083927393E+00 1.141918702E+00 -5.799130900E-02
1.524993176E+01 325 1.024362530E+00 1.121727494E+00 -9.736496400E-02 1.023915664E+00 1.120743557E+00 -9.682789300E-02
1.524993176E+01 330 1.010040145E+00 1.085683362E+00 -7.564321700E-02 1.009735133E+00 1.085017841E+00 -7.528270800E-02
1.524993176E+01 335 1.006297707E+00 1.061815259E+00 -5.551755200E-02 1.006096911E+00 1.061106180E+00 -5.500926900E-02
1.524993176E+01 340 1.007168209E+00 1.008701057E+00 -1.532848000E-03 1.007019208E+00 1.008484710E+00 -1.465502000E-03
1.549996187E+01 290 1.159613824E+00 1.132861438E+00 2.675238600E-02 1.159066979E+00 1.132373716E+00 2.669326300E-02
1.549996187E+01 295 1.156441397E+00 1.138737417E+00 1.770398000E-02 1.155713420E+00 1.138104268E+00 1.760915200E-02
