B T nFsrh nFBsrh dnsrh nF nFB dn
1.500000000E+01 290 1.145376734E+00 1.128113126E+00 1.726360800E-02 1.144998730E+00 1.128040254E+00 1.695847600E-02
1.500000000E+01 295 1.137651868E+00 1.133312241E+00 4.339627000E-03 1.137571633E+00 1.133211819E+00 4.359814000E-03
1.500000000E+01 300 1.118225443E+00 1.138096968E+00 -1.987152500E-02 1.118144151E+00 1.137968688E+00 -1.982453700E-02
1.500000000E+01 305 1.101335901E+00 1.141922671E+00 -4.058677000E-02 1.101252058E+00 1.141761465E+00 -4.050940700E-02
1.500000000E+01 310 1.074840380E+00 1.143479022E+00 -6.863864200E-02 1.074774179E+00 1.143046216E+00 -6.827203700E-02
1.500000000E+01 315 1.041446585E+00 1.113204663E+00 -7.175807800E-02 1.041401475E+00 1.112954154E+00 -7.155267900E-02
1.500000000E+01 320 1.008175815E+00 1.088221807E+00 -8.004599200E-02 1.008026805E+00 1.088106802E+00 -8.007999700E-02
1.500000000E+01 325 1.007232045E+00 1.051829900E+00 -4.459785500E-02 1.007192944E+00 1.051750904E+00 -4.455796000E-02
1.500000000E+01 330 1.008064179E+00 1.010566922E+00 -2.502743000E-03 1.008013012E+00 1.010460008E+00 -2.446996000E-03
1.500000000E+01 335 1.010104172E+00 1.009278411E+00 8.257610000E-04 1.010039538E+00 1.009145808E+00 8.937300000E-04
1.500000000E+01 340 1.017142405E+00 1.011623845E+00 5.518560000E-03 1.017036522E+00 1.011456962E+00 5.579560000E-03
1.524993176E+01 290 1.153875665E+00 1.130650360E+00 2.322530500E-02 1.153768821E+00 1.130540415E+00 2.322840600E-02
1.524993176E+01 295 1.149644828E+00 1.136407246E+00 1.323758200E-02 1.149507365E+00 1.136264299E+00 1.324306600E-02
1.524993176E+01 300 1.152426357E+00 1.141806309E+00 1.062004800E-02 1.152256321E+00 1.141621019E+00 1.063530200E-02
1.524993176E+01 305 1.142297683E+00 1.142493481E+00 -1.957980000E-04 1.142119848E+00 1.141907502E+00 2.123460000E-04
1.524993176E+01 310 1.121336717E+00 1.142139793E+00 -2.080307600E-02 1.121158108E+00 1.141873558E+00 -2.071545000E-02
1.524993176E+01 315 1.106157093E+00 1.145672476E+00 -3.951538300E-02 1.106002978E+00 1.145345950E+00 -3.934297200E-02
1.524993176E+01 320 1.087397182E+00 1.143378522E+00 -5.598134000E-02 1.087242759E+00 1.142998483E+00 -5.575572400E-02
1.524993176E+01 325 1.032531004E+00 1.122351451E+00 -8.982044700E-02 1.032364426E+00 1.122019050E+00 -8.965462400E-02
1.524993176E+01 330 1.009644626E+00 1.086602272E+00 -7.695764600E-02 1.010046002E+00 1.086369320E+00 -7.632331800E-02
1.524993176E+01 335 1.006320264E+00 1.063936492E+00 -5.761622800E-02 1.006266697E+00 1.063685972E+00 -5.741927500E-02
1.524993176E+01 340 1.007098704E+00 1.009018794E+00 -1.920090000E-03 1.007050148E+00 1.007752203E+00 -7.020550000E-04
1.549996187E+01 290 1.159726747E+00 1.133033073E+00 2.669367400E-02 1.159553233E+00 1.132878118E+00 2.667511500E-02
1.549996187E+01 295 1.157531878E+00 1.138934921E+00 1.859695700E-02 1.156303120E+00 1.138733572E+00 1.756954800E-02
1.549996187E+01 300 1.161736505E+00 1.142421492E+00 1.931501300E-02 1.161478668E+00 1.141614919E+00 1.986374900E-02
1.549996187E+01 305 1.165366566E+00 1.141052100E+00 2.431446600E-02 1.165048191E+00 1.140594763E+00 2.445342800E-02
1.549996187E+01 310 1.166873934E+00 1.146039464E+00 2.083447000E-02 1.166503083E+00 1.145661702E+00 2.084138100E-02
1.549996187E+01 315 1.146326581E+00 1.150680570E+00 -4.353989000E-03 1.145923511E+00 1.150316533E+00 -4.393022000E-03
1.549996187E+01 320 1.129491632E+00 1.154560029E+00 -2.506839700E-02 1.129045382E+00 1.153981407E+00 -2.493602500E-02
1.549996187E+01 325 1.114268057E+00 1.157005666E+00 -4.273760900E-02 1.113887658E+00 1.156312051E+00 -4.242439300E-02
1.549996187E+01 330 1.090217742E+00 1.146621111E+00 -5.640336900E-02 1.089860534E+00 1.146096916E+00 -5.623638200E-02
1.549996187E+01 335 1.028066686E+00 1.123530744E+00 -9.546405800E-02 1.027956254E+00 1.122787337E+00 -9.483108300E-02
1.549996187E+01 340 1.006571396E+00 1.101044946E+00 -9.447355000E-02 1.006440186E+00 1.100617675E+00 -9.417748900E-02
1.574996808E+01 290 1.164886839E+00 1.138202137E+00 2.668470200E-02 1.164636937E+00 1.137982008E+00 2.665492900E-02
1.574996808E+01 295 1.170186648E+00 1.142211143E+00 2.797550500E-02 1.167160437E+00 1.141153299E+00 2.600713800E-02
1.574996808E+01 300 1.168325970E+00 1.140436801E+00 2.788916900E-02 1.167947707E+00 1.139730531E+00 2.821717600E-02
1.574996808E+01 305 1.173769851E+00 1.145525510E+00 2.824434100E-02 1.173293549E+00 1.145098887E+00 2.819466200E-02
1.574996808E+01 310 1.177141774E+00 1.150850839E+00 2.629093500E-02 1.176104160E+00 1.150312298E+00 2.579186200E-02
1.574996808E+01 315 1.176682439E+00 1.155541790E+00 2.114064900E-02 1.175887362E+00 1.154871536E+00 2.101582600E-02
1.574996808E+01 320 1.172360177E+00 1.159828326E+00 1.253185100E-02 1.171604684E+00 1.159003494E+00 1.260119000E-02
1.574996808E+01 325 1.157675046E+00 1.163270102E+00 -5.595056000E-03 1.156939397E+00 1.162269942E+00 -5.330545000E-03
1.574996808E+01 330 1.141215788E+00 1.165983205E+00 -2.476741700E-02 1.140291227E+00 1.164786017E+00 -2.449479000E-02
