B T nFsrh nFBsrh dnsrh nF nFB dn
1.500000000E+01 290 1.148006629E+00 1.128806357E+00 1.920027200E-02 1.147998964E+00 1.128798933E+00 1.920003100E-02
1.500000000E+01 295 1.148232147E+00 1.134099677E+00 1.413247000E-02 1.148182911E+00 1.134089342E+00 1.409356900E-02
1.500000000E+01 300 1.135630691E+00 1.138975896E+00 -3.345205000E-03 1.135620363E+00 1.138962500E+00 -3.342137000E-03
1.500000000E+01 305 1.116178931E+00 1.142934146E+00 -2.675521500E-02 1.116157549E+00 1.142916877E+00 -2.675932800E-02
1.500000000E+01 310 1.095797512E+00 1.144986671E+00 -4.918915900E-02 1.095788930E+00 1.144964304E+00 -4.917537400E-02
1.500000000E+01 315 1.077601948E+00 1.121810409E+00 -4.420846100E-02 1.077594687E+00 1.121774711E+00 -4.418002400E-02
1.500000000E+01 320 1.019116917E+00 1.097624237E+00 -7.850732000E-02 1.022801343E+00 1.097597769E+00 -7.479642600E-02
1.500000000E+01 325 1.008694303E+00 1.059423833E+00 -5.072953000E-02 1.008686825E+00 1.059404717E+00 -5.071789200E-02
1.500000000E+01 330 1.008197138E+00 1.011804713E+00 -3.607575000E-03 1.008190482E+00 1.011331970E+00 -3.141488000E-03
1.500000000E+01 335 1.009400398E+00 1.010150862E+00 -7.504640000E-04 1.009392915E+00 1.010133842E+00 -7.409270000E-04
1.500000000E+01 340 1.011875603E+00 1.011487342E+00 3.882610000E-04 1.011866975E+00 1.011468905E+00 3.980700000E-04
1.524993176E+01 290 1.155234878E+00 1.131706390E+00 2.352848800E-02 1.155224014E+00 1.131695204E+00 2.352881000E-02
1.524993176E+01 295 1.158050950E+00 1.137646018E+00 2.040493200E-02 1.157944599E+00 1.137631412E+00 2.031318700E-02
1.524993176E+01 300 1.155469473E+00 1.143228197E+00 1.224127600E-02 1.154824835E+00 1.143209088E+00 1.161574700E-02
1.524993176E+01 305 1.157538650E+00 1.148386945E+00 9.151705000E-03 1.157516672E+00 1.148362688E+00 9.153984000E-03
1.524993176E+01 310 1.138257311E+00 1.147024138E+00 -8.766827000E-03 1.139043070E+00 1.146945318E+00 -7.902248000E-03
1.524993176E+01 315 1.122958090E+00 1.147544180E+00 -2.458609000E-02 1.122938257E+00 1.147508570E+00 -2.457031300E-02
1.524993176E+01 320 1.107382547E+00 1.146157831E+00 -3.877528400E-02 1.107354476E+00 1.146092723E+00 -3.873824700E-02
1.524993176E+01 325 1.082623900E+00 1.126828826E+00 -4.420492600E-02 1.082578873E+00 1.126789817E+00 -4.421094400E-02
1.524993176E+01 330 1.018908262E+00 1.099335219E+00 -8.042695700E-02 1.018895501E+00 1.099284191E+00 -8.038869000E-02
1.524993176E+01 335 1.007593275E+00 1.072721049E+00 -6.512777400E-02 1.007582727E+00 1.072698632E+00 -6.511590500E-02
1.524993176E+01 340 1.007200961E+00 1.011253801E+00 -4.052840000E-03 1.007194846E+00 1.011238263E+00 -4.043417000E-03
1.549996187E+01 290 1.160674492E+00 1.134545608E+00 2.612888400E-02 1.160661304E+00 1.134529812E+00 2.613149200E-02
1.549996187E+01 295 1.166903539E+00 1.140724137E+00 2.617940200E-02 1.166880952E+00 1.140703515E+00 2.617743700E-02
1.549996187E+01 300 1.163800894E+00 1.146984801E+00 1.681609300E-02 1.163774469E+00 1.146957941E+00 1.681652800E-02
1.549996187E+01 305 1.168436621E+00 1.148992977E+00 1.944364400E-02 1.168403515E+00 1.148869604E+00 1.953391100E-02
1.549996187E+01 310 1.171699887E+00 1.148493101E+00 2.320678600E-02 1.171659065E+00 1.148453515E+00 2.320555000E-02
1.549996187E+01 315 1.164458684E+00 1.152876627E+00 1.158205700E-02 1.164400961E+00 1.152837961E+00 1.156300000E-02
1.549996187E+01 320 1.148272473E+00 1.157470746E+00 -9.198273000E-03 1.148229952E+00 1.157408308E+00 -9.178356000E-03
1.549996187E+01 325 1.133766967E+00 1.160226464E+00 -2.645949700E-02 1.133723127E+00 1.160148844E+00 -2.642571700E-02
1.549996187E+01 330 1.111934178E+00 1.149163709E+00 -3.722953100E-02 1.111877522E+00 1.149104345E+00 -3.722682300E-02
1.549996187E+01 335 1.093592736E+00 1.129423604E+00 -3.583086800E-02 1.093562406E+00 1.129300385E+00 -3.573797900E-02
1.549996187E+01 340 1.017128938E+00 1.103897947E+00 -8.676900900E-02 1.017119947E+00 1.103851006E+00 -8.673105900E-02
