X Y Xfit Y
7.1590000E-4 -1.7740000E-4 6.3579266E-3 -1.7740000E-4
1.0650000E-2 -1.7670000E-4 1.2260965E-2 -1.7670000E-4
2.0410000E-2 -1.7550000E-4 2.2264683E-2 -1.7550000E-4
3.0480000E-2 -1.7450000E-4 3.0480000E-2 -1.7450000E-4
4.0150000E-2 -1.7340000E-4 3.9378387E-2 -1.7340000E-4
4.9980000E-2 -1.7220000E-4 4.8906967E-2 -1.7220000E-4
6.0930000E-2 -1.7070000E-4 6.0533791E-2 -1.7070000E-4
7.0920000E-2 -1.6940000E-4 7.0336283E-2 -1.6940000E-4
8.0590000E-2 -1.6800000E-4 8.0590000E-2 -1.6800000E-4
9.0600000E-2 -1.6670000E-4 8.9816833E-2 -1.6670000E-4
1.0040000E-1 -1.6530000E-4 9.9425130E-2 -1.6530000E-4
1.1130000E-1 -1.6350000E-4 1.1126665E-1 -1.6350000E-4
1.2130000E-1 -1.6190000E-4 1.2130433E-1 -1.6190000E-4
1.3090000E-1 -1.6020000E-4 1.3146907E-1 -1.6020000E-4
1.4080000E-1 -1.5840000E-4 1.4168176E-1 -1.5840000E-4
1.5060000E-1 -1.5660000E-4 1.5134871E-1 -1.5660000E-4
1.6180000E-1 -1.5430000E-4 1.6294848E-1 -1.5430000E-4
1.7160000E-1 -1.5230000E-4 1.7239417E-1 -1.5230000E-4
1.8140000E-1 -1.5030000E-4 1.8128960E-1 -1.5030000E-4
1.9130000E-1 -1.4790000E-4 1.9130000E-1 -1.4790000E-4
2.0110000E-1 -1.4530000E-4 2.0140780E-1 -1.4530000E-4
2.1090000E-1 -1.4260000E-4 2.1118440E-1 -1.4260000E-4
2.2220000E-1 -1.3960000E-4 2.2129259E-1 -1.3960000E-4
2.3200000E-1 -1.3640000E-4 2.3131428E-1 -1.3640000E-4
2.4150000E-1 -1.3300000E-4 2.4122285E-1 -1.3300000E-4
2.5150000E-1 -1.2920000E-4 2.5152921E-1 -1.2920000E-4
2.6130000E-1 -1.2560000E-4 2.6065768E-1 -1.2560000E-4
2.7250000E-1 -1.2060000E-4 2.7247951E-1 -1.2060000E-4
2.8230000E-1 -1.1650000E-4 2.8155173E-1 -1.1650000E-4
2.9190000E-1 -1.1170000E-4 2.9158372E-1 -1.1170000E-4
3.0190000E-1 -1.0630000E-4 3.0223968E-1 -1.0630000E-4
3.1180000E-1 -1.0140000E-4 3.1143287E-1 -1.0140000E-4
3.2250000E-1 -9.4830000E-5 3.2318307E-1 -9.4830000E-5
3.3250000E-1 -8.9240000E-5 3.3275962E-1 -8.9240000E-5
3.4240000E-1 -8.3110000E-5 3.4290726E-1 -8.3110000E-5
3.5230000E-1 -7.7270000E-5 3.5230000E-1 -7.7270000E-5
3.6210000E-1 -7.1890000E-5 3.6076559E-1 -7.1890000E-5
3.7310000E-1 -6.4490000E-5 3.7218745E-1 -6.4490000E-5
3.8320000E-1 -5.7050000E-5 3.8348892E-1 -5.7050000E-5
3.9280000E-1 -5.0960000E-5 3.9265591E-1 -5.0960000E-5
4.0280000E-1 -4.4220000E-5 4.0276017E-1 -4.4220000E-5
4.2230000E-1 -3.0890000E-5 4.2278279E-1 -3.0890000E-5
4.4330000E-1 -1.6250000E-5 4.4513722E-1 -1.6250000E-5
4.6290000E-1 -3.3710000E-6 4.6540555E-1 -3.3710000E-6
4.8390000E-1 9.7090000E-6 4.8683139E-1 9.7090000E-6
5.0330000E-1 2.0980000E-5 5.0616844E-1 2.0980000E-5
5.5380000E-1 4.6480000E-5 5.5380000E-1 4.6480000E-5
6.0430000E-1 6.9020000E-5 6.0156778E-1 6.9020000E-5
6.5460000E-1 8.9750000E-5 6.5110132E-1 8.9750000E-5
7.0510000E-1 1.0920000E-4 7.0273385E-1 1.0920000E-4
7.5530000E-1 1.2740000E-4 7.5530000E-1 1.2740000E-4
8.0580000E-1 1.4480000E-4 8.0879613E-1 1.4480000E-4
8.5630000E-1 1.6090000E-4 8.6047077E-1 1.6090000E-4
9.0640000E-1 1.7580000E-4 9.0964102E-1 1.7580000E-4
9.5700000E-1 1.8990000E-4 9.5700000E-1 1.8990000E-4
1.0060000E+0 2.0280000E-4 1.0008079E+0 2.0280000E-4
