fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
00L1 43870343.032 340.23 34.078 2.418648844E-01 1.573942341E-04 2.268480287E-05 1.800702229E-01 1.259777627E-04 5.958999812E-01 0.000000000E+00 
00L2 43895805.627 340.12 34.089 2.428402777E-01 1.578055169E-04 2.279103160E-05 1.803598875E-01 1.263635103E-04 5.947316899E-01 0.000000000E+00 
00L3 43916813.77 340.05 34.096 2.430545311E-01 1.582689988E-04 2.286560710E-05 1.802872200E-01 1.268276987E-04 5.944059663E-01 0.000000000E+00 
00L4 43937834.646 340.01 34.1 2.440273109E-01 1.593929814E-04 2.318719420E-05 1.804532270E-01 1.284956016E-04 5.961294417E-01 0.000000000E+00 
00L5 43958835.495 339.97 34.104 2.449319295E-01 1.603129178E-04 2.348608137E-05 1.825023790E-01 1.286927315E-04 5.981314506E-01 0.000000000E+00 
00L6 43979836.194 339.96 34.105 2.451126420E-01 1.612816913E-04 2.360723314E-05 1.830607541E-01 1.289616410E-04 5.971649491E-01 0.000000000E+00 
00L7 44000837.078 339.95 34.106 2.454655011E-01 1.620095233E-04 2.379091983E-05 1.824659648E-01 1.303874908E-04 5.982465823E-01 0.000000000E+00 
00L8 44021827.627 339.93 34.108 2.459387928E-01 1.623789990E-04 2.381845350E-05 1.830652825E-01 1.301001417E-04 5.964261316E-01 0.000000000E+00 
00L9 44042828.911 339.93 34.108 2.467929182E-01 1.633083978E-04 2.413747670E-05 1.839655300E-01 1.312177224E-04 5.988949571E-01 0.000000000E+00 
0L10 44063829.428 339.92 34.109 2.469597641E-01 1.642204390E-04 2.423404347E-05 1.848922328E-01 1.310765444E-04 5.975475527E-01 0.000000000E+00 
0L11 44084829.752 339.92 34.109 2.472258210E-01 1.651699620E-04 2.441309402E-05 1.844321275E-01 1.323649694E-04 5.978578376E-01 0.000000000E+00 
0L12 44106060.9664 339.94 34.107 2.478721102E-01 1.659586799E-04 2.469024695E-05 1.848803655E-01 1.335339002E-04 6.002024976E-01 0.000000000E+00 
0L13 44127061.7462 339.94 34.107 2.484614077E-01 1.666806976E-04 2.484113848E-05 1.855218023E-01 1.339031967E-04 5.998287047E-01 0.000000000E+00 
0L14 44148063.0628 339.96 34.105 2.485717912E-01 1.671386335E-04 2.486459016E-05 1.862304730E-01 1.335255974E-04 5.984840989E-01 0.000000000E+00 
0L15 44169063.3106 339.95 34.106 2.485070261E-01 1.677800977E-04 2.508213797E-05 1.857567561E-01 1.350207289E-04 6.015689850E-01 0.000000000E+00 
0L16 44190064.1936 339.96 34.105 2.494698168E-01 1.687967104E-04 2.531346375E-05 1.860601790E-01 1.360526722E-04 6.011316426E-01 0.000000000E+00 
0L17 44211164.727 339.96 34.105 2.499600190E-01 1.696665131E-04 2.554799818E-05 1.873345922E-01 1.363652836E-04 6.024072542E-01 2.929160017E-17 
0L18 44232055.7573 339.99 34.102 2.501594625E-01 1.705251413E-04 2.566391422E-05 1.867184548E-01 1.374558581E-04 6.016134565E-01 0.000000000E+00 
0L19 44253056.1061 340.01 34.1 2.509352169E-01 1.710072264E-04 2.581274951E-05 1.876613043E-01 1.375483583E-04 6.015312416E-01 0.000000000E+00 
0L20 44274057.3674 340.01 34.1 2.505387006E-01 1.716329544E-04 2.588610498E-05 1.883766681E-01 1.374192838E-04 6.019926781E-01 0.000000000E+00 
0L21 44295057.9184 340.02 34.099 2.511297775E-01 1.721672552E-04 2.607459176E-05 1.880280839E-01 1.386789576E-04 6.030714236E-01 0.000000000E+00 
0L22 44316058.999 340.03 34.098 2.514499479E-01 1.730058308E-04 2.621122171E-05 1.879140799E-01 1.394771178E-04 6.025248643E-01 0.000000000E+00 
0L23 44336829.411 340.04 34.097 2.519229604E-01 1.737718220E-04 2.641737795E-05 1.882653148E-01 1.403173472E-04 6.034518233E-01 0.000000000E+00 
0L24 44357830.003 340.05 34.096 2.527116832E-01 1.748236013E-04 2.665506312E-05 1.889773514E-01 1.410462149E-04 6.033291830E-01 0.000000000E+00 
0L25 44378860.993 340.06 34.095 2.523696363E-01 1.753419478E-04 2.665126840E-05 1.881770792E-01 1.416323945E-04 6.022751637E-01 0.000000000E+00 
0L26 44399831.841 340.05 34.096 2.528114279E-01 1.757153528E-04 2.680127940E-05 1.885968852E-01 1.421027836E-04 6.033219355E-01 0.000000000E+00 
0L27 44420822.275 340.06 34.095 2.537059161E-01 1.761824886E-04 2.704423427E-05 1.900911638E-01 1.422702592E-04 6.050361928E-01 0.000000000E+00 
0L28 44441833.576 340.05 34.096 2.533890022E-01 1.771235819E-04 2.710022724E-05 1.895355627E-01 1.429827773E-04 6.038217951E-01 0.000000000E+00 
0L29 44462823.745 340.05 34.096 2.539034475E-01 1.779202894E-04 2.733168301E-05 1.888708017E-01 1.447068380E-04 6.050235798E-01 0.000000000E+00 
0L30 44483824.741 340.06 34.095 2.545822943E-01 1.787499193E-04 2.749462914E-05 1.903814001E-01 1.444182384E-04 6.041903935E-01 0.000000000E+00 
0L31 44504825.461 340.06 34.095 2.548618740E-01 1.789465137E-04 2.757094316E-05 1.917653020E-01 1.437676104E-04 6.045378667E-01 0.000000000E+00 
0L32 44525826.343 340.07 34.094 2.550345289E-01 1.790878332E-04 2.764502705E-05 1.921160868E-01 1.438908530E-04 6.052739097E-01 0.000000000E+00 
0L33 44546827.008 340.06 34.095 2.550040024E-01 1.800397966E-04 2.774907142E-05 1.909428737E-01 1.453243461E-04 6.044118132E-01 0.000000000E+00 
0L34 44567827.829 340.06 34.095 2.550963612E-01 1.807531863E-04 2.799514450E-05 1.901935562E-01 1.471936267E-04 6.071450912E-01 0.000000000E+00 
0L35 44588828.326 340.05 34.096 2.555603624E-01 1.814411275E-04 2.810528243E-05 1.910444403E-01 1.471138571E-04 6.061201508E-01 0.000000000E+00 
0L36 44609829.528 340.05 34.096 2.558998734E-01 1.820323020E-04 2.816481122E-05 1.911382682E-01 1.473495940E-04 6.046280796E-01 0.000000000E+00 
