Ytrue por T Ypred RelError
1.000000e+00 0.000000e+00 2.500000e+02 2.788849e+02 2.778849e+02
1.000000e+00 0.000000e+00 2.600000e+02 2.668767e+02 2.658767e+02
1.000000e+00 0.000000e+00 2.700000e+02 2.557757e+02 2.547757e+02
1.000000e+00 0.000000e+00 2.800000e+02 2.454768e+02 2.444768e+02
1.000000e+00 0.000000e+00 2.900000e+02 2.358904e+02 2.348904e+02
1.000000e+00 0.000000e+00 3.000000e+02 2.269393e+02 2.259393e+02
1.000000e+00 0.000000e+00 3.100000e+02 2.185571e+02 2.175571e+02
1.000000e+00 0.000000e+00 3.200000e+02 2.106863e+02 2.096863e+02
1.000000e+00 0.000000e+00 3.300000e+02 2.032766e+02 2.022766e+02
1.000000e+00 0.000000e+00 3.400000e+02 1.962843e+02 1.952843e+02
1.000000e+00 0.000000e+00 3.500000e+02 1.896710e+02 1.886710e+02
1.000000e+00 0.000000e+00 3.600000e+02 1.834033e+02 1.824033e+02
1.000000e+00 0.000000e+00 3.700000e+02 1.774514e+02 1.764514e+02
1.000000e+00 0.000000e+00 3.800000e+02 1.717896e+02 1.707896e+02
1.000000e+00 0.000000e+00 3.900000e+02 1.663951e+02 1.653951e+02
1.000000e+00 0.000000e+00 4.000000e+02 1.612479e+02 1.602479e+02
1.000000e+00 0.000000e+00 4.100000e+02 1.563305e+02 1.553305e+02
1.000000e+00 0.000000e+00 4.200000e+02 1.516277e+02 1.506277e+02
1.000000e+00 0.000000e+00 4.300000e+02 1.471263e+02 1.461263e+02
1.000000e+00 0.000000e+00 4.400000e+02 1.428149e+02 1.418149e+02
1.000000e+00 0.000000e+00 4.500000e+02 1.386838e+02 1.376838e+02
1.000000e+00 0.000000e+00 4.600000e+02 1.347250e+02 1.337250e+02
1.000000e+00 0.000000e+00 4.700000e+02 1.309314e+02 1.299314e+02
1.000000e+00 0.000000e+00 4.800000e+02 1.272978e+02 1.262978e+02
1.000000e+00 0.000000e+00 4.900000e+02 1.238197e+02 1.228197e+02
1.000000e+00 0.000000e+00 5.000000e+02 1.204938e+02 1.194938e+02
1.000000e+00 0.000000e+00 5.100000e+02 1.173178e+02 1.163178e+02
1.000000e+00 0.000000e+00 5.200000e+02 1.142903e+02 1.132903e+02
1.000000e+00 0.000000e+00 5.300000e+02 1.114104e+02 1.104104e+02
1.000000e+00 0.000000e+00 5.400000e+02 1.086779e+02 1.076779e+02
1.000000e+00 0.000000e+00 5.500000e+02 1.060934e+02 1.050934e+02
1.000000e+00 0.000000e+00 5.600000e+02 1.036574e+02 1.026574e+02
1.000000e+00 0.000000e+00 5.700000e+02 1.013710e+02 1.003710e+02
1.000000e+00 0.000000e+00 5.800000e+02 9.923528e+01 9.823528e+01
1.000000e+00 0.000000e+00 5.900000e+02 9.725106e+01 9.625106e+01
1.000000e+00 0.000000e+00 6.000000e+02 9.541897e+01 9.441897e+01
1.000000e+00 0.000000e+00 6.100000e+02 9.373900e+01 9.273900e+01
1.000000e+00 0.000000e+00 6.200000e+02 9.221028e+01 9.121028e+01
1.000000e+00 0.000000e+00 6.300000e+02 9.083063e+01 8.983063e+01
1.000000e+00 0.000000e+00 6.400000e+02 8.959623e+01 8.859623e+01
1.000000e+00 0.000000e+00 6.500000e+02 8.850107e+01 8.750107e+01
1.000000e+00 0.000000e+00 6.600000e+02 8.753639e+01 8.653639e+01
1.000000e+00 0.000000e+00 6.700000e+02 8.669012e+01 8.569012e+01
1.000000e+00 0.000000e+00 6.800000e+02 8.594624e+01 8.494624e+01
1.000000e+00 0.000000e+00 6.900000e+02 8.528424e+01 8.428424e+01
1.000000e+00 0.000000e+00 7.000000e+02 8.467876e+01 8.367876e+01
1.000000e+00 0.000000e+00 7.100000e+02 8.409957e+01 8.309957e+01
1.000000e+00 0.000000e+00 7.200000e+02 8.351203e+01 8.251203e+01
1.000000e+00 0.000000e+00 7.300000e+02 8.287832e+01 8.187832e+01
1.000000e+00 0.000000e+00 7.400000e+02 8.215958e+01 8.115958e+01
1.000000e+00 0.000000e+00 7.500000e+02 8.131906e+01 8.031906e+01
1.000000e+00 0.000000e+00 7.600000e+02 8.032604e+01 7.932604e+01
1.000000e+00 0.000000e+00 7.700000e+02 7.916032e+01 7.816032e+01
1.000000e+00 0.000000e+00 7.800000e+02 7.781640e+01 7.681640e+01
1.000000e+00 0.000000e+00 7.900000e+02 7.630662e+01 7.530662e+01
1.000000e+00 0.000000e+00 8.000000e+02 7.466241e+01 7.366241e+01
1.000000e+00 0.000000e+00 8.100000e+02 7.293309e+01 7.193309e+01
1.000000e+00 0.000000e+00 8.200000e+02 7.118222e+01 7.018222e+01
1.000000e+00 0.000000e+00 8.300000e+02 6.948202e+01 6.848202e+01
1.000000e+00 0.000000e+00 8.400000e+02 6.790659e+01 6.690659e+01
1.000000e+00 0.000000e+00 8.500000e+02 6.652481e+01 6.552481e+01
1.000000e+00 0.000000e+00 8.600000e+02 6.539335e+01 6.439335e+01
1.000000e+00 0.000000e+00 8.700000e+02 6.454990e+01 6.354990e+01
1.000000e+00 0.000000e+00 8.800000e+02 6.400619e+01 6.300619e+01
1.000000e+00 0.000000e+00 8.900000e+02 6.374095e+01 6.274095e+01
1.000000e+00 0.000000e+00 9.000000e+02 6.369326e+01 6.269326e+01
1.000000e+00 0.000000e+00 9.100000e+02 6.375912e+01 6.275912e+01
1.000000e+00 0.000000e+00 9.200000e+02 6.379613e+01 6.279613e+01
1.000000e+00 0.000000e+00 9.300000e+02 6.364256e+01 6.264256e+01
1.000000e+00 0.000000e+00 9.400000e+02 6.315382e+01 6.215382e+01
1.000000e+00 0.000000e+00 9.500000e+02 6.224990e+01 6.124990e+01
1.000000e+00 0.000000e+00 9.600000e+02 6.095486e+01 5.995486e+01
1.000000e+00 0.000000e+00 9.700000e+02 5.940593e+01 5.840593e+01
1.000000e+00 0.000000e+00 9.800000e+02 5.782274e+01 5.682274e+01
1.000000e+00 0.000000e+00 9.900000e+02 5.644873e+01 5.544873e+01
1.000000e+00 0.000000e+00 1.000000e+03 5.548706e+01 5.448706e+01
1.000000e+00 0.000000e+00 1.010000e+03 5.504620e+01 5.404620e+01
1.000000e+00 2.000000e+00 2.500000e+02 4.796716e+01 4.696716e+01
1.000000e+00 2.000000e+00 2.600000e+02 4.750881e+01 4.650881e+01
1.000000e+00 2.000000e+00 2.700000e+02 4.705547e+01 4.605547e+01
1.000000e+00 2.000000e+00 2.800000e+02 4.660679e+01 4.560679e+01
1.000000e+00 2.000000e+00 2.900000e+02 4.616243e+01 4.516243e+01
1.000000e+00 2.000000e+00 3.000000e+02 4.572204e+01 4.472204e+01
1.000000e+00 2.000000e+00 3.100000e+02 4.528527e+01 4.428527e+01
1.000000e+00 2.000000e+00 3.200000e+02 4.485180e+01 4.385180e+01
1.000000e+00 2.000000e+00 3.300000e+02 4.442131e+01 4.342131e+01
1.000000e+00 2.000000e+00 3.400000e+02 4.399350e+01 4.299350e+01
1.000000e+00 2.000000e+00 3.500000e+02 4.356806e+01 4.256806e+01
1.000000e+00 2.000000e+00 3.600000e+02 4.314474e+01 4.214474e+01
1.000000e+00 2.000000e+00 3.700000e+02 4.272330e+01 4.172330e+01
1.000000e+00 2.000000e+00 3.800000e+02 4.230351e+01 4.130351e+01
1.000000e+00 2.000000e+00 3.900000e+02 4.188521e+01 4.088521e+01
1.000000e+00 2.000000e+00 4.000000e+02 4.146827e+01 4.046827e+01
1.000000e+00 2.000000e+00 4.100000e+02 4.105260e+01 4.005260e+01
