T nFsrh nFBsrh dnsrh nF nFB dn
290 1.225220686E+00 1.16548E+00 5.974068600E-02 1.225180290E+00 1.16548E+00 5.970029000E-02
295 1.234817623E+00 1.170470414E+00 6.434720900E-02 1.233097121E+00 1.170548319E+00 6.254880200E-02
300 1.220447891E+00 1.1743964E+00 4.605149100E-02 1.220389952E+00 1.1743964E+00 4.599355200E-02
305 1.229946321E+00 1.1835233E+00 4.642302100E-02 1.229870897E+00 1.1835233E+00 4.634759700E-02
310 1.228627326E+00 1.184259361E+00 4.436796500E-02 1.228538048E+00 1.184334238E+00 4.420381000E-02
315 1.238185078E+00 1.191848765E+00 4.633631300E-02 1.238071249E+00 1.191840611E+00 4.623063800E-02
320 1.247598250E+00 1.195733053E+00 5.186519700E-02 1.247452263E+00 1.195374857E+00 5.207740600E-02
325 1.246540726E+00 1.201033119E+00 4.550760700E-02 1.246372246E+00 1.200911967E+00 4.546027900E-02
330 1.250261665E+00 1.202547065E+00 4.771460000E-02 1.250065581E+00 1.202397089E+00 4.766849200E-02
335 1.259235997E+00 1.209176441E+00 5.005955600E-02 1.258987304E+00 1.208988785E+00 4.999851900E-02
340 1.263055536E+00 1.215822809E+00 4.723272700E-02 1.262672706E+00 1.215600425E+00 4.707228100E-02
