T d154 d184 d214 d244
d 150 180 210 240
290 -2.478040000E-04 3.736560000E-04 6.774930000E-04 6.800680000E-04
295 -1.097626800E-02 -1.155923800E-02 -1.208566800E-02 -1.353687400E-02
300 -3.475230800E-02 -3.745883400E-02 -3.945488800E-02 -4.166405500E-02
305 -8.170373500E-02 -8.800413900E-02 -9.217371300E-02 -9.540320400E-02
310 -1.626510130E-01 -1.682548680E-01 -1.657255410E-01 -1.632087500E-01
315 -1.496303400E-01 -1.441134410E-01 -1.390171110E-01 -1.342387730E-01
320 -9.798083400E-02 -8.647846400E-02 -7.634579600E-02 -6.773831900E-02
325 2.764774000E-03 8.263408000E-03 8.133892000E-03 7.846793000E-03
330 1.591342600E-02 1.558040900E-02 1.499851000E-02 1.427260200E-02
335 2.605138600E-02 2.523617500E-02 2.417303900E-02 2.295847300E-02
340 3.860877100E-02 3.735232400E-02 3.583646300E-02 3.414833300E-02
