fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
GL060 10:16:06 305.2 37.99 1.000E+000 1.419E+000 3.162E-006 8.460E+003 2.559E+000 2.255E-008 3.098E-005 8.000E-002 3.097E-005 7.413E-007 2.992E-001 4.370E-002 1.692E-005 4.493E-003 
GL065 10:13:38 305.3 37.98 1.000E+000 1.460E+000 2.823E-006 1.385E+004 2.623E+000 1.980E-008 3.874E-005 9.528E-002 3.873E-005 1.174E-006 3.183E-001 5.350E-002 2.191E-005 3.409E-003 
GL070 10:11:02 305.3 37.98 1.000E+000 1.433E+000 3.007E-006 1.004E+004 2.588E+000 2.124E-008 4.951E-005 1.084E-001 4.949E-005 1.744E-006 3.250E-001 6.160E-002 2.827E-005 1.253E-002 
GL075 10:08:28 305.2 37.99 1.000E+000 1.411E+000 3.019E-006 8.325E+003 2.583E+000 2.146E-008 6.035E-005 1.192E-001 6.032E-005 2.377E-006 3.306E-001 6.830E-002 3.475E-005 8.944E-001 
GL080 10:05:54 305.2 37.99 1.000E+000 1.411E+000 3.025E-006 1.017E+004 2.580E+000 2.149E-008 7.339E-005 1.352E-001 7.336E-005 3.458E-006 3.487E-001 7.920E-002 4.361E-005 3.161E-002 
GL085 10:02:46 305.2 37.99 1.000E+000 1.406E+000 3.082E-006 8.311E+003 2.572E+000 2.193E-008 8.513E-005 1.435E-001 8.510E-005 4.300E-006 3.521E-001 8.460E-002 5.077E-005 4.759E-003 
GL090 9:59:52 305.2 37.99 1.000E+000 1.419E+000 2.959E-006 1.052E+004 2.597E+000 2.084E-008 1.032E-004 1.584E-001 1.032E-004 6.050E-006 3.700E-001 9.520E-002 6.348E-005 1.327E-002 
GL095 9:57:14 305.1 38 1.000E+000 1.429E+000 2.810E-006 1.262E+004 2.618E+000 1.980E-008 1.166E-004 1.674E-001 1.166E-004 7.429E-006 3.807E-001 1.016E-001 7.305E-005 2.977E-003 
GL100 9:54:06 305.2 37.99 1.000E+000 1.404E+000 3.029E-006 3.100E+004 2.624E+000 1.937E-008 1.357E-004 1.811E-001 1.356E-004 9.896E-006 4.029E-001 1.121E-001 8.820E-005 1.398E-003 
GL105 9:51:08 305.1 38 1.000E+000 1.416E+000 2.873E-006 1.224E+004 2.611E+000 2.002E-008 1.534E-004 1.870E-001 1.534E-004 1.143E-005 3.984E-001 1.157E-001 9.868E-005 1.231E-003 
GL110 9:48:12 305.2 37.99 1.000E+000 1.418E+000 2.990E-006 1.007E+004 2.585E+000 2.122E-008 1.744E-004 1.963E-001 1.743E-004 1.384E-005 4.045E-001 1.223E-001 1.131E-004 1.283E-003 
