T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 1.212765500E+00 1.218024923E+00 1.222468262E+00 1.226415583E+00 1.230134135E+00 1.233790311E+00 1.237496250E+00 1.241318620E+00 1.245300340E+00 1.249482827E+00 1.253892842E+00 1.258579263E+00 1.263552068E+00 1.268846435E+00 1.274466402E+00 1.280390976E+00 1.286624385E+00 1.293099264E+00 1.299770857E+00
295 1.212660573E+00 1.218936645E+00 1.224119250E+00 1.228598610E+00 1.232671605E+00 1.236545550E+00 1.240342953E+00 1.244137359E+00 1.247988124E+00 1.251926939E+00 1.256026499E+00 1.260319106E+00 1.264857121E+00 1.269678865E+00 1.274813867E+00 1.280274245E+00 1.286026049E+00 1.292099831E+00 1.298403888E+00
300 1.210539361E+00 1.209890123E+00 1.218262908E+00 1.225239462E+00 1.231103958E+00 1.236258453E+00 1.241056108E+00 1.245339275E+00 1.249550849E+00 1.253571307E+00 1.257570519E+00 1.261671472E+00 1.265993636E+00 1.270516438E+00 1.275058869E+00 1.280083036E+00 1.285382027E+00 1.290935777E+00 1.296874947E+00
305 1.205909977E+00 1.214998519E+00 1.222385611E+00 1.228977837E+00 1.230718847E+00 1.236723503E+00 1.242357626E+00 1.247154866E+00 1.251773241E+00 1.255924153E+00 1.259947040E+00 1.264066407E+00 1.268034452E+00 1.272138618E+00 1.276389724E+00 1.281015438E+00 1.285835079E+00 1.290934898E+00 1.296335045E+00
310 1.200380306E+00 1.211123446E+00 1.219886910E+00 1.227239047E+00 1.233649643E+00 1.239605940E+00 1.243384494E+00 1.248425287E+00 1.253709354E+00 1.258499214E+00 1.262830674E+00 1.266801296E+00 1.270708978E+00 1.274650826E+00 1.278631411E+00 1.282951320E+00 1.287467690E+00 1.292153390E+00 1.297120292E+00
315 1.193303907E+00 1.205771867E+00 1.216032026E+00 1.224661875E+00 1.232178153E+00 1.238949004E+00 1.245175725E+00 1.250960402E+00 1.255767606E+00 1.261095488E+00 1.265597741E+00 1.269798176E+00 1.273820469E+00 1.277749929E+00 1.281658347E+00 1.285719609E+00 1.289928337E+00 1.294375216E+00 1.298942475E+00
320 1.183864163E+00 1.197962470E+00 1.209749063E+00 1.219768687E+00 1.228558120E+00 1.236516480E+00 1.243858715E+00 1.250647576E+00 1.256872134E+00 1.262525891E+00 1.267646748E+00 1.272316480E+00 1.276640416E+00 1.280728280E+00 1.284691822E+00 1.288670492E+00 1.292736541E+00 1.296930438E+00 1.301132411E+00
325 1.173816779E+00 1.189435814E+00 1.202701733E+00 1.214088706E+00 1.224139047E+00 1.233288138E+00 1.241779698E+00 1.249676236E+00 1.256938601E+00 1.263521168E+00 1.269430781E+00 1.274734539E+00 1.279537459E+00 1.283957174E+00 1.288063042E+00 1.292057377E+00 1.296231628E+00 1.300184900E+00 1.304316629E+00
330 1.162966620E+00 1.179862021E+00 1.194472624E+00 1.207166476E+00 1.218465011E+00 1.228829903E+00 1.238534217E+00 1.247643859E+00 1.256089296E+00 1.263775896E+00 1.270665481E+00 1.276798001E+00 1.282269836E+00 1.287202025E+00 1.291718569E+00 1.296090538E+00 1.300222728E+00 1.304146421E+00 1.308010915E+00
335 1.150443404E+00 1.168137609E+00 1.183775951E+00 1.197601171E+00 1.210085161E+00 1.221689322E+00 1.232697484E+00 1.243164828E+00 1.252979589E+00 1.261985299E+00 1.270085073E+00 1.277279584E+00 1.283647512E+00 1.289307422E+00 1.294389069E+00 1.299107626E+00 1.303446734E+00 1.307659333E+00 1.311513922E+00
340 1.137147000E+00 1.151907545E+00 1.171224618E+00 1.186493355E+00 1.201547401E+00 1.214195269E+00 1.226334054E+00 1.238034770E+00 1.249162140E+00 1.259499534E+00 1.268878282E+00 1.277241064E+00 1.284632925E+00 1.291159488E+00 1.296949981E+00 1.302190891E+00 1.306965342E+00 1.311451703E+00 1.315510758E+00
