N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 1.190153764E+00 1.191565437E+00 1.192976046E+00 1.193733317E+00 1.192666202E+00 1.187039556E+00 1.171429859E+00 1.134180160E+00 1.058254151E+00 1.007611434E+00 1.008667791E+00
1.016672606E+01 1.191098350E+00 1.192474563E+00 1.193899255E+00 1.194708904E+00 1.193726148E+00 1.188196568E+00 1.172657942E+00 1.135331760E+00 1.058964842E+00 1.007971692E+00 1.009076255E+00
1.033324570E+01 1.191808379E+00 1.193151788E+00 1.194580655E+00 1.195424331E+00 1.194504557E+00 1.189062630E+00 1.173629160E+00 1.136376603E+00 1.059920642E+00 1.008241660E+00 1.009375720E+00
1.049996187E+01 1.192354313E+00 1.193668435E+00 1.195096347E+00 1.195964207E+00 1.195098049E+00 1.189749605E+00 1.174472784E+00 1.137458832E+00 1.061263650E+00 1.008440219E+00 1.009586262E+00
1.066670514E+01 1.192798605E+00 1.194085594E+00 1.195509426E+00 1.196396881E+00 1.195583955E+00 1.190348748E+00 1.175301614E+00 1.138722882E+00 1.063175097E+00 1.008585880E+00 1.009726710E+00
1.083333839E+01 1.193197125E+00 1.194456626E+00 1.195873628E+00 1.196779480E+00 1.196026878E+00 1.190939013E+00 1.176221840E+00 1.140325519E+00 1.065890514E+00 1.008695211E+00 1.009812585E+00
1.100000000E+01 1.193602516E+00 1.194830852E+00 1.196237548E+00 1.197162887E+00 1.196484473E+00 1.191593477E+00 1.177340063E+00 1.142442656E+00 1.069707916E+00 1.008782993E+00 1.009856020E+00
1.116672606E+01 1.194068477E+00 1.195257771E+00 1.196648950E+00 1.197596143E+00 1.197011894E+00 1.192383196E+00 1.178764778E+00 1.145265749E+00 1.074979419E+00 1.008863605E+00 1.009867172E+00
1.133324570E+01 1.194659902E+00 1.195798886E+00 1.197167093E+00 1.198138018E+00 1.197664288E+00 1.193376907E+00 1.180599087E+00 1.148979211E+00 1.082067657E+00 1.008953491E+00 1.009857110E+00
1.149996187E+01 1.195434648E+00 1.196501098E+00 1.197832241E+00 1.198825885E+00 1.198495899E+00 1.194635025E+00 1.182920735E+00 1.153709528E+00 1.091244229E+00 1.009074825E+00 1.009842542E+00
1.166670514E+01 1.196476714E+00 1.197445810E+00 1.198719489E+00 1.199728107E+00 1.199559796E+00 1.196198015E+00 1.185750323E+00 1.159446236E+00 1.102518378E+00 1.009260366E+00 1.009852561E+00
1.183333839E+01 1.197878499E+00 1.198701040E+00 1.199885492E+00 1.200891447E+00 1.200888279E+00 1.198073292E+00 1.189019483E+00 1.165961832E+00 1.115438658E+00 1.021754566E+00 1.009936550E+00
1.200000000E+01 1.199722180E+00 1.200347273E+00 1.201400962E+00 1.202378320E+00 1.202516524E+00 1.200230212E+00 1.192565712E+00 1.172797260E+00 1.129009907E+00 1.045706255E+00 1.010169373E+00
1.216672606E+01 1.202088605E+00 1.202454939E+00 1.203321317E+00 1.204219483E+00 1.204446443E+00 1.202611961E+00 1.196177569E+00 1.179379233E+00 1.141900063E+00 1.069079407E+00 1.010648254E+00
1.233324570E+01 1.205027941E+00 1.205071308E+00 1.205681362E+00 1.206441444E+00 1.206685158E+00 1.205160282E+00 1.199677051E+00 1.185245999E+00 1.152963356E+00 1.089353080E+00 1.011477573E+00
1.249996187E+01 1.208544874E+00 1.208198260E+00 1.208499924E+00 1.209036098E+00 1.209207145E+00 1.207834907E+00 1.202982127E+00 1.190212180E+00 1.161712163E+00 1.105161994E+00 1.012746975E+00
1.266670514E+01 1.212597474E+00 1.211810239E+00 1.211722647E+00 1.211993408E+00 1.211988341E+00 1.210615257E+00 1.206097064E+00 1.194361454E+00 1.168354453E+00 1.116671628E+00 1.028626015E+00
1.283333839E+01 1.217114838E+00 1.215861713E+00 1.215354013E+00 1.215271195E+00 1.215001914E+00 1.213493168E+00 1.209072107E+00 1.197894683E+00 1.173422521E+00 1.124925943E+00 1.041608496E+00
1.300000000E+01 1.222002655E+00 1.220271967E+00 1.219322734E+00 1.218834903E+00 1.218225660E+00 1.216465957E+00 1.211957758E+00 1.200999914E+00 1.177420227E+00 1.131003105E+00 1.051043803E+00
